城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9533,0.93,0
北京,23616,0.52,0
上海,26211,1.32,0
天津,10710,1.87,0
重庆,7243,1.33,0
深圳,23496,0.53,0
广州,13633,1.05,0
杭州,17357,0.43,0
南京,11870,0.57,0
武汉,7452,1.07,0
成都,7738,0.58,0
苏州,11871,1.35,0
大连,10937,-0.02,0
厦门,13970,-0.03,0
西安,7064,0.96,0
长沙,5674,2.01,0
宁波,13428,0.06,0
东莞,8194,0.75,0
无锡,9190,-0.01,0
福州,13481,3.76,0
沈阳,6216,1.99,0
青岛,9128,0.19,0
济南,8505,0.99,0
南昌,8249,1.43,0
合肥,6704,2.01,0
郑州,7424,1.12,0
太原,5732,-0.83,0
石家庄,5620,0.09,0
长春,6255,0.1,0
哈尔滨,6660,-1.14,0
呼和浩特,6507,0.54,0
海口,13567,-0.31,0
南宁,8240,-1.2,0
兰州,6787,0.1,0
昆明,8329,0.28,0
贵阳,5150,0.68,0
西宁,5019,0.66,0
银川,4773,-0.02,0
乌鲁木齐,5585,2.23,0
温州,16287,3.56,0
潍坊,4084,1.67,0
包头,5230,0.21,0
北海,5693,0,0
常州,7843,1.54,0
桂林,4899,2.88,0
嘉兴,7943,0.47,0
南通,10549,2.73,0
唐山,5893,0.51,0
徐州,5268,1.82,0
镇江,6277,3.94,0
扬州,8741,1.17,0
佛山,8538,1.33,0
惠州,6067,1.12,0
昆山,8782,0,0
廊坊,6675,0.71,0
连云港,4950,0.81,0
洛阳,5069,1.46,0
秦皇岛,6569,0.37,0
三亚,26521,0.61,0
汕头,7185,2.6,0
烟台,5975,0.37,0
中山,6288,0.98,0
珠海,11674,4.2,0
吉林,5579,0.36,0
金华,9669,0.92,0
泉州,6276,-0.08,0
赣州,4894,-1.07,0
宜昌,5120,0.53,0
湛江,5858,2.56,0
江门,5808,0.78,0
舟山,0,0,0
鞍山,4941,0,0
宝鸡,4071,0.15,0
保定,4557,0.53,0
德州,4464,1.8,0
东营,5319,0.11,0
鄂尔多斯,8031,0,0
邯郸,4343,1.09,0
菏泽,3405,3.15,0
湖州,8041,0.59,0
宿迁,4364,2.13,0
江阴,7383,1.01,0
聊城,4679,1.78,0
柳州,5445,0.5,0
马鞍山,5828,-0.97,0
绵阳,4558,0.73,0
日照,6069,1.18,0
淮安,4562,-0.07,0
台州,11479,0.54,0
泰州,6260,1.77,0
威海,5573,0.4,0
吴江,9636,-0.78,0
芜湖,6492,0.11,0
湘潭,3550,0.48,0
新乡,3115,2.57,0
营口,4657,0.26,0
张家港,9500,0.67,0
株洲,3854,3.13,0
淄博,5552,0.31,0
衡水,3319,-0.33,0
绍兴,10024,0.1,0
常熟,8026,1.22,0
