城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9586,-0.384,-0.879
北京,23271,-0.432,-1.872
上海,26929,-0.646,0.945
天津,10353,-0.337,-5.036
重庆,6918,0.625,-6.133
深圳,23792,-0.821,0.215
广州,13604,-0.744,-0.41
杭州,16528,-0.428,-5.963
南京,11485,-0.096,-3.762
武汉,7526,-0.41,-0.027
成都,7367,0.027,-5.235
苏州,11528,-0.569,-5.825
大连,11088,-0.529,1.27
厦门,13845,0.625,-0.624
西安,7133,-0.07,-0.53
长沙,6458,0.451,7.526
宁波,12862,0.304,-3.742
东莞,9224,2.832,8.238
无锡,8559,-0.233,-7.759
福州,13032,-1.295,-10.421
沈阳,7339,-0.394,13.117
青岛,9198,-0.433,0.624
济南,8548,-1.042,0.766
南昌,8339,-0.335,-0.726
合肥,6497,-0.855,-3.405
郑州,7651,-0.183,1.351
太原,5974,-0.994,3.142
石家庄,5845,-0.358,2.923
长春,6308,-0.174,-0.142
哈尔滨,6812,1.611,1.294
呼和浩特,7162,-0.403,5.868
海口,12082,-3.591,-11.752
南宁,7747,-2.357,-6.46
兰州,6964,-0.826,2.276
昆明,8392,-0.897,-0.463
贵阳,5048,-1.078,-2.322
西宁,5310,0.721,5.399
银川,4891,0,1.326
乌鲁木齐,6689,1.842,14.322
温州,19762,0.02,16.797
潍坊,4442,-1.091,5.686
包头,5454,-0.402,2.945
北海,5831,0.379,-0.951
常州,8079,-0.688,-0.111
桂林,5801,-0.121,11.408
嘉兴,7576,-0.381,-5.051
南通,9614,-1.162,-9.07
唐山,6057,0.933,2.349
徐州,5590,-0.728,4.077
镇江,6219,-0.4,-4.146
扬州,8986,0.898,1.456
佛山,8039,-0.396,-5.234
惠州,6362,-1.073,3.112
昆山,8728,-0.751,-3.269
廊坊,6229,-1.017,-8.086
连云港,5263,-0.492,4.987
洛阳,5209,-0.421,0.696
秦皇岛,6829,-1.215,2.017
三亚,25916,-1.926,-1.107
汕头,7352,-1.527,3.491
烟台,6338,-0.705,4.899
中山,6225,0.032,-3.052
珠海,12585,-0.537,-0.23
吉林,5677,-0.804,-0.595
金华,9607,0.734,-1.658
泉州,6670,-0.463,1.91
赣州,5025,-0.099,0.802
宜昌,5217,-0.591,1.696
湛江,6591,2.584,8.191
江门,5807,-0.223,-0.086
舟山,0,0,0
鞍山,4968,-0.361,-0.321
宝鸡,4169,-2.136,1.067
保定,4726,0.725,0.575
德州,5001,0.624,6.973
东营,5330,-1.679,0.207
鄂尔多斯,8385,0.215,4.019
邯郸,4542,0.487,2.436
菏泽,4324,-0.848,20.078
湖州,8346,-1.441,0.882
宿迁,4650,1.131,4.541
江阴,7089,-0.7,-4.384
聊城,5180,-0.595,6.431
柳州,5870,-1.856,4.244
马鞍山,5690,-0.298,-3.999
绵阳,4870,2.182,6.915
日照,6454,-0.493,5.251
淮安,4747,-0.607,2.549
台州,10917,-0.863,-4.73
泰州,6720,-0.577,4.186
威海,5900,0.494,5.207
吴江,9726,-0.511,-0.593
芜湖,5979,-1.855,-8.912
湘潭,3825,-1.822,5.025
新乡,3980,1.895,24.297
营口,4698,-1.613,-0.928
张家港,9427,-0.138,-0.021
株洲,4593,-0.799,12.353
淄博,5815,1.572,3.323
衡水,3587,0.28,6.281
绍兴,9899,-0.493,-0.652
常熟,8191,0.245,0.688
