城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10672,-0.919,1.118
北京,32281,-1.339,5.85
上海,31859,-1.105,8.712
天津,10721,-1.759,0.478
重庆,7501,-1.819,-1.419
深圳,30168,0.09,3.506
广州,17786,-1.293,2.224
杭州,16594,-2.193,-4.025
南京,13821,-0.087,5.795
武汉,7972,-1.385,-1.895
成都,8022,-0.914,-2.302
苏州,12091,-0.934,-2.829
大连,11217,-1.233,-1.605
厦门,20690,-0.183,14.202
西安,6904,-0.332,-4.549
长沙,6469,-1.327,-5.021
宁波,12854,0.07,-2.459
东莞,9402,-1.57,2.118
无锡,8199,-0.954,-6.34
福州,14387,-2.063,-4.348
沈阳,7363,-1.892,-3.042
青岛,9433,-1.163,-0.883
济南,8660,-0.79,-1.378
南昌,9133,0.517,-4.576
合肥,7369,-0.526,5.241
郑州,9206,2.073,-3.023
太原,6997,1.923,5.504
石家庄,7026,0.285,12.057
长春,6888,-1.176,-3.502
哈尔滨,7193,0.111,-2.203
呼和浩特,6989,-0.171,-3.878
海口,9749,-2.177,-6.984
南宁,7868,-0.969,-0.594
兰州,7256,-1.077,-3.754
昆明,8112,-0.503,-5.609
贵阳,4911,-1.147,-0.345
西宁,5932,0.169,4.602
银川,5101,-0.078,-0.894
乌鲁木齐,7586,-0.407,-0.525
温州,13481,-1.763,-12.936
潍坊,4646,0.803,-0.215
包头,5593,-1.462,-4.67
北海,5827,1.058,0.103
常州,7345,-2.366,-9.778
桂林,5682,-3.646,-5.865
嘉兴,7460,-0.08,-5.629
南通,8733,-1.3,-10.32
唐山,5971,-1.306,-4.678
徐州,6003,-0.514,-1.896
镇江,6576,0.198,-0.258
扬州,9127,-1.052,-0.826
佛山,8619,-0.45,-6.66
惠州,6621,-0.015,1.007
昆山,9024,-0.671,0.624
廊坊,7183,-0.691,1.872
连云港,5799,-0.086,-1.778
洛阳,5385,-1.68,-1.047
秦皇岛,6877,-0.879,-2.702
三亚,22006,-3.062,-8.87
汕头,8389,1.133,-4.246
烟台,6455,-0.232,-2.241
中山,6266,-1.925,-1.694
珠海,13219,0.121,4.913
吉林,5838,-2.505,-4.577
金华,9255,-0.377,-5.725
泉州,7916,0.304,4.007
赣州,5865,-0.034,2.249
宜昌,5782,1.456,4.841
湛江,7460,-0.982,1.746
江门,6272,-1.197,-1.322
舟山,0,0,0
鞍山,5124,0.826,-3.955
宝鸡,4176,-1.113,-8.661
保定,5643,1.42,13.382
德州,4654,-1.252,-4.533
东营,5819,0.449,-0.12
鄂尔多斯,8987,-0.033,-4.495
邯郸,5028,1.289,3.35
菏泽,4530,-3.494,-14.786
湖州,8876,-1.103,0.589
宿迁,4928,-1.401,-1.064
江阴,6717,-1.582,-4.669
聊城,4835,-1.628,-7.517
柳州,7136,-2.567,6.285
马鞍山,5218,-0.742,-7.923
绵阳,4963,1.038,-1.352
日照,6090,-1.901,-10.441
淮安,4941,-0.962,-4.188
台州,10815,-0.753,-7.08
泰州,6506,-1.185,-8.585
威海,6236,-1.188,3.091
吴江,0,0,0
芜湖,5846,-0.848,-5.466
湘潭,4027,1.436,-0.691
新乡,4182,-0.357,-4.39
营口,4647,-0.364,-4.638
张家港,9324,-2.885,3.865
株洲,4881,-0.164,-4.463
淄博,5796,-0.224,-3.769
衡水,4907,-0.02,10.096
绍兴,9449,-2.366,-7.144
常熟,9497,-0.918,2.009
盐城,5652,-0.37,-3.219
