城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9715,0.227,0.031
北京,24518,0.533,3.308
上海,27034,0.308,-0.647
天津,10398,-0.44,-2.449
重庆,7202,0.418,5.2
深圳,24525,1.28,2.895
广州,14340,1.637,4.542
杭州,16567,0.412,-2.092
南京,11807,0.263,2.243
武汉,7645,-0.365,0.473
成都,7551,0.909,0.976
苏州,11939,0.017,2.191
大连,11062,-0.477,-1.197
厦门,14729,-2.042,2.921
西安,6914,-1.116,-4.713
长沙,6394,-0.296,-1.144
宁波,12776,-0.73,-0.645
东莞,8841,0.329,-1.449
无锡,8581,-0.337,-3.345
福州,13375,0.708,-3.964
沈阳,7512,0.28,0.495
青岛,9107,0.331,-1.769
济南,8629,0.83,-2.761
南昌,8894,1.437,4.845
合肥,6572,3.659,0.813
郑州,7819,0.968,2.089
太原,6309,2.585,3.818
石家庄,5582,-3.957,-4.76
长春,6576,1.014,2.096
哈尔滨,7148,3.684,6.718
呼和浩特,7064,-0.898,-1.998
海口,11372,-4.381,-9.126
南宁,7346,-3.38,-9.942
兰州,6892,0.51,-0.991
昆明,8514,2.111,0.722
贵阳,4885,-2.553,-5.494
西宁,5545,-0.108,6.943
银川,5019,-1.665,2.366
乌鲁木齐,7150,3.339,10.939
温州,17337,3.283,-14.491
潍坊,4438,0.158,-1.334
包头,5523,-0.054,1.957
北海,5750,0.771,-2.128
常州,8171,-0.329,-1.59
桂林,5825,-2.183,0.327
嘉兴,7475,0.701,-3.361
南通,9066,-0.712,-9.331
唐山,6011,-3.546,0.619
徐州,5588,0.054,-0.869
镇江,6191,1.876,-1.023
扬州,8998,0.279,0.604
佛山,8089,-0.858,-1.221
惠州,6330,-2.36,-5.832
昆山,8840,-0.997,-0.663
廊坊,6155,-0.081,-5.93
连云港,5425,3,3.196
洛阳,5295,0.398,-0.601
秦皇岛,6669,-3.151,-3.222
三亚,24772,-3.693,-7.574
汕头,7527,3.35,0.588
烟台,6341,1.084,-1.537
中山,6224,-0.971,-1.441
珠海,12318,2.343,-3.198
吉林,5893,2.773,2.309
金华,9492,3.568,-1.698
泉州,6484,3.183,-3.612
赣州,5189,1.645,1.13
宜昌,5286,0.133,1.634
湛江,6581,1.324,3.183
江门,5926,0.017,1.403
舟山,0,0,0
鞍山,4926,0.244,-3.958
宝鸡,4280,0.588,0.611
保定,4772,1.359,2.031
德州,4811,0.754,-4.43
东营,5606,2.039,1.65
鄂尔多斯,8179,-1.268,-4.171
邯郸,4652,0.453,-0.343
菏泽,4976,-0.34,14.972
湖州,8203,-0.534,-4.561
宿迁,4631,-0.301,1.158
江阴,6901,-2.625,-5.788
聊城,5322,-1.225,2.464
柳州,5919,2.175,-0.755
马鞍山,5480,-2.56,-6.132
绵阳,4844,0.456,2.086
日照,6518,0.292,1.117
淮安,4730,-0.693,-0.127
台州,11488,3.384,2.016
泰州,7015,-2.325,7.99
威海,5910,-0.872,-0.068
吴江,0,0,0
芜湖,5979,1.202,-1.855
湘潭,3711,-2.007,-5.476
新乡,3984,-0.45,5.063
营口,4690,-0.846,-1.367
张家港,8843,-2.309,-8.533
株洲,4730,1.393,4.669
淄博,5815,-0.394,1.714
衡水,3682,0.3,3.543
绍兴,9837,0.573,-2.333
常熟,7791,-3.767,-7.492
盐城,5614,0.18,0
