城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9654,-0.433,1.269
北京,23526,-0.617,-0.381
上海,27169,-0.066,3.655
天津,10636,-0.122,-0.691
重庆,6822,-0.365,-5.813
深圳,23789,-0.335,1.247
广州,13656,-0.146,0.169
杭州,16752,-0.646,-3.486
南京,11523,-0.009,-2.923
武汉,7562,-0.29,1.476
成都,7389,-1.124,-4.51
苏州,11726,-0.23,-1.221
大连,11229,-0.045,2.67
厦门,13772,-3.341,-1.417
西安,7175,-0.843,1.571
长沙,6462,-0.416,13.888
宁波,12836,-0.124,-4.409
东莞,8729,-1.712,6.529
无锡,8698,-1.473,-5.354
福州,13417,-1.599,-0.475
沈阳,7383,-0.673,18.774
青岛,9267,-0.075,1.523
济南,8704,-1.17,2.34
南昌,8376,0.239,1.54
合肥,6470,-0.538,-3.49
郑州,7662,-0.221,3.206
太原,6040,-1.194,5.373
石家庄,5890,0.615,4.804
长春,6320,-1.327,1.039
哈尔滨,6741,0.015,1.216
呼和浩特,7277,0.207,11.833
海口,12612,0.59,-7.039
南宁,7973,-1.907,-3.24
兰州,7000,-0.625,3.138
昆明,8484,-0.27,1.861
贵阳,5144,-0.676,-0.117
西宁,5274,0.61,5.081
银川,4885,0.722,2.347
乌鲁木齐,6597,-0.076,18.12
温州,20344,-3.147,24.909
潍坊,4468,-0.733,9.403
包头,5484,1.518,4.857
北海,5823,-0.274,2.284
常州,8199,-1.05,4.539
桂林,5852,-0.324,19.453
嘉兴,7643,-0.521,-3.777
南通,9740,-2.297,-7.669
唐山,6000,0.033,1.816
徐州,5640,-0.23,7.062
镇江,6293,-0.032,0.255
扬州,8874,-1.268,1.522
佛山,8047,-1.13,-5.751
惠州,6619,-0.451,9.098
昆山,8907,-0.034,1.423
廊坊,6334,-2.748,-5.109
连云港,5248,1.548,6.02
洛阳,5213,0.521,2.841
秦皇岛,6867,-0.363,4.536
三亚,26252,-2.136,-1.014
汕头,7423,0.162,3.312
烟台,6392,-0.868,6.979
中山,6213,-0.273,-1.193
珠海,12770,-2.101,9.388
吉林,5756,0.035,3.173
金华,9554,-1.322,-1.189
泉州,6725,-0.503,7.154
赣州,5006,-0.655,2.289
宜昌,5234,0.673,2.227
湛江,6306,-0.206,7.648
江门,5859,0.982,0.878
舟山,0,0,0
鞍山,5019,-1.453,1.579
宝鸡,4237,0.308,4.078
保定,4709,0.491,3.336
德州,5024,0.319,12.545
东营,5459,-0.201,2.632
鄂尔多斯,8324,-0.192,3.648
邯郸,4576,-0.716,5.365
菏泽,4252,-1.231,24.875
湖州,8502,-0.596,5.733
宿迁,4601,0.065,5.431
江阴,7178,-2.114,-2.777
聊城,5242,1.727,12.033
柳州,6075,-1.155,11.57
马鞍山,5750,-1.033,-1.338
绵阳,4707,-0.801,3.269
日照,6444,0.798,6.179
淮安,4773,1.987,4.625
台州,11108,0.207,-3.232
泰州,6640,-0.225,6.07
威海,5904,0,5.939
吴江,9723,-0.277,0.903
芜湖,6150,1.552,-5.268
湘潭,3898,-0.434,9.803
新乡,3842,-0.415,23.339
营口,4777,-0.042,2.577
张家港,9471,-0.337,-0.305
株洲,4632,2.979,20.187
淄博,5693,-1.266,2.54
衡水,3576,-0.195,7.743
绍兴,10011,-0.507,-0.13
常熟,8178,-2.805,1.894
