城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9696,-0.165,2.657
北京,23672,-0.257,0.753
上海,27187,-0.085,5.091
天津,10649,-0.094,1.294
重庆,6847,0.015,-4.211
深圳,23869,0.143,2.126
广州,13676,-0.299,1.371
杭州,16861,-0.355,-2.436
南京,11524,-0.208,-2.364
武汉,7584,-0.329,2.862
成都,7473,-0.067,-2.86
苏州,11753,0.599,0.342
大连,11234,0.339,2.697
厦门,14248,-0.44,1.961
西安,7236,-0.276,3.416
长沙,6489,0.325,16.667
宁波,12852,-0.054,-4.232
东莞,8881,-1.003,9.197
无锡,8828,-0.563,-3.95
福州,13635,-2.097,4.941
沈阳,7433,-0.562,21.952
青岛,9274,0.032,1.789
济南,8807,-0.755,4.571
南昌,8356,-1.497,2.742
合肥,6505,-0.215,-1.019
郑州,7679,0.261,4.59
太原,6113,0.592,5.761
石家庄,5854,-0.119,4.256
长春,6405,-0.559,2.496
哈尔滨,6740,0.627,0.045
呼和浩特,7262,0.749,12.206
海口,12538,0.192,-7.87
南宁,8128,-0.356,-2.542
兰州,7044,1.192,3.894
昆明,8507,0.639,2.42
贵阳,5179,0.193,1.251
西宁,5242,1.099,5.134
银川,4850,-1.081,1.592
乌鲁木齐,6602,2.436,20.849
温州,21005,3.6,33.56
潍坊,4501,0.067,12.049
包头,5402,-0.277,3.506
北海,5839,-0.613,2.565
常州,8286,-0.205,7.276
桂林,5871,1.12,23.289
嘉兴,7683,-0.672,-2.821
南通,9969,-0.3,-2.921
唐山,5998,0.402,2.303
徐州,5653,0.284,9.258
镇江,6295,0.639,4.239
扬州,8988,0.492,4.028
佛山,8139,-0.611,-3.406
惠州,6649,-1.086,10.817
昆山,8910,0.124,1.458
廊坊,6513,-0.459,-1.735
连云港,5168,-1.693,5.255
洛阳,5186,-2.647,3.803
秦皇岛,6892,0.015,5.302
三亚,26825,0.086,1.768
汕头,7411,-0.962,5.826
烟台,6448,0.124,8.315
中山,6230,-1.346,0.048
珠海,13044,2.507,16.433
吉林,5754,-0.104,3.508
金华,9682,0.269,1.054
泉州,6759,0.476,7.61
赣州,5039,-1.793,1.86
宜昌,5199,-0.038,2.081
湛江,6319,-0.925,10.627
江门,5802,-0.719,0.677
舟山,0,0,0
鞍山,5093,-0.702,3.076
宝鸡,4224,-0.705,3.911
保定,4686,0.192,3.375
德州,5008,-0.516,14.208
东营,5470,-0.816,2.955
鄂尔多斯,8340,-2.285,3.848
邯郸,4609,-1.264,7.286
菏泽,4305,-0.531,30.415
湖州,8553,-0.489,6.993
宿迁,4598,0.437,7.606
江阴,7333,0.109,0.328
聊城,5153,-0.789,12.095
柳州,6146,3.052,13.437
马鞍山,5810,-0.48,-1.274
绵阳,4745,0,4.862
日照,6393,-0.822,6.586
淮安,4680,-1.182,2.519
台州,11085,-1.563,-2.908
泰州,6655,2.448,8.194
威海,5904,-0.169,6.359
吴江,9750,0.671,0.391
芜湖,6056,-0.591,-6.615
湘潭,3915,-0.28,10.812
新乡,3858,1.741,27.033
营口,4779,0.505,2.885
张家港,9503,-1.707,0.699
株洲,4498,-0.465,20.364
淄博,5766,0.857,4.173
衡水,3583,0.759,7.598
绍兴,10062,-0.099,0.479
常熟,8414,-0.095,6.117
