城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9998,1.061,3.897
北京,26011,2.851,11.291
上海,28147,0.446,3.848
天津,10534,0.047,1.405
重庆,7261,0.69,5.61
深圳,26221,2.031,9.304
广州,15309,2.108,11.696
杭州,16603,0.024,0.024
南京,12176,1.934,5.915
武汉,7732,0.285,2.316
成都,7817,1.086,6.137
苏州,12444,2.546,7.331
大连,11283,1.639,1.22
厦门,15153,3.328,10.132
西安,7242,1.885,1.457
长沙,6566,1.015,2.131
宁波,12981,1.098,1.232
东莞,8935,-0.423,-0.39
无锡,8568,1.038,-0.128
福州,14090,0.378,6.718
沈阳,7546,-0.146,2.416
青岛,9274,0.662,0.39
济南,8734,0.092,1.111
南昌,9202,1.277,9.98
合肥,6721,1.22,2.564
郑州,8519,3.036,11.142
太原,6072,0.099,0.63
石家庄,5894,3.096,0.477
长春,6554,0.383,3.719
哈尔滨,7169,0.392,6.936
呼和浩特,7266,-0.575,1.043
海口,10676,-0.009,-14.81
南宁,7349,2.525,-7.373
兰州,6861,1.886,-2.293
昆明,8296,-0.575,-2.031
贵阳,5012,1.581,-1.783
西宁,5616,-0.195,6.525
银川,5124,0.886,4.764
乌鲁木齐,7439,0.351,13.261
温州,15762,-3.649,-20.225
潍坊,4560,0.707,1.536
包头,5733,1.938,4.693
北海,5758,2.201,-0.878
常州,8220,0.207,1.045
桂林,5808,0.956,0
嘉兴,7486,-0.28,-1.565
南通,9141,1.073,-6.024
唐山,6219,1.106,3.633
徐州,5686,0.194,0.977
镇江,6415,1.327,2.739
扬州,9225,1.541,3.582
佛山,8605,1.021,6.616
惠州,6210,0.518,-3.436
昆山,8895,-0.112,1.149
廊坊,6477,1.808,2.924
连云港,5592,0.287,5.729
洛阳,5260,1.018,0.554
秦皇岛,7078,0.554,2.387
三亚,23033,-2.65,-12.836
汕头,7918,2.181,6.054
烟台,6543,2.298,2.507
中山,6271,1.21,0.771
珠海,12358,0.693,-2.331
吉林,6114,1.951,6.832
金华,9252,-2.682,-2.988
泉州,6909,2.083,3.104
赣州,5499,1.57,9.324
宜昌,5276,0.995,0.534
湛江,7004,3.655,9.012
江门,6144,-0.631,5.567
舟山,0,0,0
鞍山,5168,0.408,3.65
宝鸡,4407,1.731,3.451
保定,4862,0.517,3.623
德州,4830,2.136,-2.817
东营,5903,1.969,8.891
鄂尔多斯,8522,2.118,3.717
邯郸,4768,1.167,5.487
菏泽,5072,0.316,16.304
湖州,8631,1.398,1.925
宿迁,4787,0.356,4.11
江阴,6875,0.058,-3.698
聊城,5136,0.117,-1.439
柳州,6333,2.992,5.885
马鞍山,5576,-0.268,-2.295
绵阳,4937,0.982,3.588
日照,6381,1.189,-1.619
淮安,4982,0.342,4.313
台州,11789,2.025,7.056
泰州,7166,-0.486,6.022
威海,5869,0.428,-0.034
吴江,0,0,0
芜湖,6042,-0.132,-0.821
湘潭,3898,1.458,0.051
新乡,4154,1.939,6.349
营口,4802,2.432,0.565
张家港,8546,-0.396,-9.47
株洲,4879,1.203,5.378
淄博,5824,0.587,1.729
衡水,3943,1.154,10.232
绍兴,10179,0.663,2.322
常熟,8499,1.251,4.014
盐城,5574,0.759,0
