城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9640,0.27,-1.903
北京,24037,0.167,0.717
上海,26924,0.071,-2.364
天津,10344,0.165,-3.964
重庆,7111,0.099,0.339
深圳,24049,0.05,0.208
广州,13941,0.927,-0.014
杭州,16349,0.202,-4.358
南京,11671,0.456,-1.527
武汉,7645,0.764,0.065
成都,7433,0.46,-2.773
苏州,12085,1.708,-0.478
大连,11127,-0.438,1.109
厦门,14931,0.749,1.268
西安,7045,0.213,-4.617
长沙,6377,0.52,-3.758
宁波,12818,-0.078,-2.257
东莞,8887,-0.169,-2.896
无锡,8586,0.269,-6.664
福州,13338,0.71,-5.324
沈阳,7434,-0.695,0.8
青岛,9114,-0.153,-1.364
济南,8531,-0.222,-1.239
南昌,8439,1.97,-3.344
合肥,6271,-0.318,-5.415
郑州,7631,0.368,0.105
太原,6074,0.099,2.153
石家庄,5814,-0.598,-0.377
长春,6396,1.027,0.016
哈尔滨,6790,0.847,0.548
呼和浩特,7100,-0.769,0.113
海口,11725,-0.136,-9.529
南宁,7659,-1.441,-8.132
兰州,6959,0.303,-0.229
昆明,8327,-0.264,-1.653
贵阳,4970,-0.54,-4.165
西宁,5449,0.258,3.377
银川,4987,0.1,1.362
乌鲁木齐,6861,-0.508,7.186
温州,17338,0,-10.017
潍坊,4410,0.136,-1.232
包头,5546,-0.502,2.344
北海,5694,-0.646,-2.081
常州,8294,0.753,-0.932
桂林,5870,0.462,3.619
嘉兴,7531,-0.133,-4.9
南通,9248,0,-11.026
唐山,6210,0.42,1.987
徐州,5549,0.108,-1.683
镇江,6123,-0.81,-3.696
扬州,9129,0.851,1.603
佛山,8111,0.21,-4.159
惠州,6499,1.706,-5.249
昆山,8999,2.006,-1.229
廊坊,6177,0.783,-6.804
连云港,5320,1.045,1.314
洛阳,5164,-0.232,-3.979
秦皇岛,6867,1.238,-1.052
三亚,26028,0.677,-3.675
汕头,7116,1.57,-2.72
烟台,6318,-0.111,0.302
中山,6298,0.447,-2.839
珠海,12059,-0.618,-5.943
吉林,5730,1.362,-2.402
金华,9259,-0.086,-7.622
泉州,6304,-1.807,-6.177
赣州,4979,-0.539,-3.132
宜昌,5233,0,-1.875
湛江,6451,-2.258,-0.448
江门,5823,-0.051,-1.622
舟山,0,0,0
鞍山,4917,-0.142,-4.82
宝鸡,4237,-0.726,2.69
保定,4709,0.128,0.663
德州,4716,-1.421,-5.263
东营,5508,0.732,0.861
鄂尔多斯,8410,0.382,-0.989
邯郸,4653,0.802,1.108
菏泽,4742,2.819,14.874
湖州,8308,0.63,-3.26
宿迁,4568,-0.044,1.084
江阴,7169,0.266,-4.094
聊城,5348,1.634,7.346
柳州,5707,-1.773,-4.74
马鞍山,5529,-1.374,-7.681
绵阳,4865,0,4.714
日照,6514,0.339,-0.428
淮安,4664,-0.257,-1.375
台州,10808,-1.737,-5.076
泰州,7058,-0.536,9.156
威海,5793,-1.83,-0.839
吴江,9863,1.922,-1.439
芜湖,5968,1.016,-6.735
湘潭,3803,0.158,-1.985
新乡,3992,-1.261,12.451
营口,4670,0.258,-2.668
张家港,9195,0.174,-5.275
株洲,4599,-0.217,4.761
淄博,5848,0.292,3.706
衡水,3629,0.138,4.462
绍兴,9706,-0.072,-3.834
常熟,8067,0.875,-3.896
