城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10685,0.536,-1.384
北京,33205,1.485,1.433
上海,34118,1.159,5.557
天津,10688,0.707,-3.486
重庆,6946,-1.054,-10.593
深圳,37821,9.731,25.243
广州,17112,-0.233,-5.812
杭州,16026,0.527,-7.252
南京,14023,0.531,0.754
武汉,8400,1.695,2.264
成都,7885,-0.417,-2.618
苏州,12108,0.348,-3.136
大连,10486,-1.057,-9.236
厦门,21461,-0.395,5.057
西安,6679,-0.179,-6.207
长沙,6323,-0.644,-6.075
宁波,12137,-1.084,-6.953
东莞,9259,2.253,-3.672
无锡,8191,-0.462,-1.444
福州,13178,-0.22,-12.491
沈阳,7261,0.945,-4.923
青岛,9044,0.971,-5.358
济南,8581,-0.395,-2.099
南昌,8885,0.886,-2.513
合肥,7509,0.12,2.582
郑州,9173,0.537,2.218
太原,7023,0.286,2.182
石家庄,7098,1.126,0.824
长春,6887,0.938,-1.895
哈尔滨,7147,-0.612,-0.265
呼和浩特,6613,-0.452,-6.292
海口,9150,0.077,-9.406
南宁,7223,-1.581,-8.361
兰州,7034,0.803,-4.481
昆明,7817,-1.661,-5.819
贵阳,4682,-0.826,-7.78
西宁,5914,-0.605,0.322
银川,5030,-0.495,-2.064
乌鲁木齐,7229,-0.918,-6.239
温州,12836,-0.55,-6.163
潍坊,4486,0.179,-2.984
包头,5387,-0.719,-3.424
北海,5495,-0.848,-4.168
常州,7262,-0.069,-3.955
桂林,4939,-1.062,-18.471
嘉兴,7236,-0.44,-3.546
南通,8098,-0.049,-9.062
唐山,5860,0.188,-3.745
徐州,5749,0.736,-5.8
镇江,6556,-0.531,-0.183
扬州,8782,0.412,-4.895
佛山,8415,-0.166,-3.708
惠州,6421,1.23,-4.378
昆山,9286,-0.45,1.843
廊坊,7093,-0.922,-1.459
连云港,5832,-0.563,0.275
洛阳,5316,-0.505,-4.646
秦皇岛,6494,-1.262,-7.202
三亚,20141,0.189,-13.982
汕头,8101,0.161,-3.445
烟台,6399,0.157,-1.25
中山,5996,-0.05,-4.461
珠海,13236,0.738,0.098
吉林,5566,1.347,-8.874
金华,8544,0.023,-8.01
泉州,7588,-1.082,-3.986
赣州,5711,-1.653,-3.563
宜昌,5403,1.427,-6.506
湛江,6962,2.594,-8.898
江门,5856,-0.34,-6.469
舟山,0,0,0
鞍山,5106,-0.098,-0.661
宝鸡,3922,1.03,-7.783
保定,5987,1.389,8.894
德州,4485,0.696,-6.27
东营,5400,-1.925,-6.623
鄂尔多斯,8524,-0.711,-5.937
邯郸,5187,-0.288,4.094
菏泽,4229,0.451,-11.749
湖州,8574,-0.936,-4.86
宿迁,4612,-0.324,-8.036
江阴,6280,-0.806,-7.457
聊城,4666,-1.332,-7.457
柳州,7056,0.499,-3.25
马鞍山,4973,1.098,-4.823
绵阳,4881,0.66,-0.02
日照,5597,-2.219,-11.803
淮安,4738,0,-5.05
台州,10186,-0.235,-5.554
泰州,6255,-0.887,-5.599
威海,6341,0.603,0.779
吴江,0,0,0
芜湖,5752,-1.608,-3.116
湘潭,3971,0.506,-1.366
新乡,4143,0.558,-0.719
营口,4554,0.198,-2.191
张家港,8553,0.837,-14.342
株洲,4691,-1.117,-4.148
淄博,5662,-1.118,-2.581
衡水,4858,0.144,-0.369
绍兴,8571,-1.119,-12.101
常熟,9124,0.33,-3.399
盐城,5538,-1.319,-2.138
