城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10628,0.558,-2.701
北京,32719,0.981,-1.653
上海,33727,1.395,3.874
天津,10613,0.378,-5.25
重庆,7020,-0.454,-10.562
深圳,34467,6.58,13.67
广州,17152,-0.267,-7.266
杭州,15942,0.708,-9.147
南京,13949,0.766,-0.165
武汉,8260,1.975,-0.278
成都,7918,0.674,-2.464
苏州,12066,0.391,-3.703
大连,10598,0.388,-10.171
厦门,21546,1.431,5.799
西安,6691,0.375,-7.761
长沙,6364,0.617,-6.659
宁波,12270,-0.848,-5.55
东莞,9055,-0.593,-6.244
无锡,8229,0.207,-2.581
福州,13207,-0.938,-14.006
沈阳,7193,0.139,-7.604
青岛,8957,0.246,-7.172
济南,8615,-1.588,-2.534
南昌,8807,0.859,-4.042
合肥,7500,0.496,1.93
郑州,9124,-0.567,2.104
太原,7003,-0.568,2.608
石家庄,7019,-0.397,1.167
长春,6823,0.22,-4.131
哈尔滨,7191,-0.18,-0.374
呼和浩特,6643,-0.03,-5.96
海口,9143,-0.284,-11.319
南宁,7339,0.095,-6.247
兰州,6978,2.287,-4.815
昆明,7949,-1.512,-3.928
贵阳,4721,1.222,-9.019
西宁,5950,-0.485,1.744
银川,5055,-0.237,-3.549
乌鲁木齐,7296,-1.472,-5.907
温州,12907,0.241,-5.304
潍坊,4478,-0.178,-3.864
包头,5426,1.005,-3.794
北海,5542,0.654,-5.281
常州,7267,1.099,-4.015
桂林,4992,-0.16,-19.289
嘉兴,7268,0.498,-4.456
南通,8102,-0.917,-11.075
唐山,5849,-0.188,-5.018
徐州,5707,-1.126,-7.579
镇江,6591,0.243,1.058
扬州,8746,-1.075,-5.977
佛山,8429,-0.789,-5.047
惠州,6343,1.229,-6.113
昆山,9328,2.124,2.236
廊坊,7159,0.902,-1.837
连云港,5865,0.188,0.308
洛阳,5343,0.019,-5.684
秦皇岛,6577,-0.258,-4.584
三亚,20103,-1.209,-16.516
汕头,8088,0.911,-2.975
烟台,6389,0.44,-0.777
中山,5999,-0.432,-6.368
珠海,13139,0.536,-1.181
吉林,5492,0.586,-12.922
金华,8542,0.565,-7.913
泉州,7671,-1.058,-1.325
赣州,5807,2.038,-1.325
宜昌,5327,-0.243,-6.968
湛江,6786,-1.381,-11.767
江门,5876,0.017,-7.04
舟山,0,0,0
鞍山,5111,0.157,-1.141
宝鸡,3882,-1.196,-8.873
保定,5905,2.127,7.013
德州,4454,-0.135,-8.655
东营,5506,0.861,-4.509
鄂尔多斯,8585,-0.866,-4.949
邯郸,5202,0,4.921
菏泽,4210,-1.313,-14.829
湖州,8655,2.608,-5.626
宿迁,4627,0.043,-8.194
江阴,6331,0.428,-6.221
聊城,4729,1.524,-7.799
柳州,7021,0.963,-3.888
马鞍山,4919,-2.478,-7.171
绵阳,4849,-0.879,-3.001
日照,5724,-1.801,-11.544
淮安,4738,-0.92,-5.372
台州,10210,-0.059,-7.021
泰州,6311,-0.708,-5.269
威海,6303,0.558,-0.143
吴江,0,0,0
芜湖,5846,0.915,-1.814
湘潭,3951,0.356,-2.661
新乡,4120,1.229,-2.784
营口,4545,-0.307,-2.363
张家港,8482,-0.458,-15.104
株洲,4744,-0.753,-4.278
淄博,5726,0.421,-2.27
衡水,4851,-0.062,-1.422
绍兴,8668,-0.767,-11.713
常熟,9094,-0.883,-3.049
盐城,5612,-0.178,-2.417
