城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9812,0.998,1.196
北京,25075,2.272,5.927
上海,27655,2.297,1.721
天津,10403,0.048,-2.31
重庆,7205,0.042,5.229
深圳,25060,2.181,4.99
广州,14647,2.141,7.1
杭州,16592,0.151,-1.595
南京,11867,0.508,2.976
武汉,7653,0.105,0.91
成都,7619,0.901,1.954
苏州,12098,1.332,2.935
大连,10963,-0.895,-2.412
厦门,14549,-1.222,2.113
西安,7030,1.678,-2.847
长沙,6452,0.907,-0.57
宁波,12977,1.573,0.973
东莞,8948,1.21,0.754
无锡,8416,-1.923,-4.667
福州,13594,1.637,-0.301
沈阳,7525,0.173,1.238
青岛,9178,0.78,-1.035
济南,8717,1.02,-1.022
南昌,8912,0.202,6.654
合肥,6614,0.639,1.676
郑州,8107,3.683,5.574
太原,6105,-3.233,-0.131
石家庄,5757,3.135,-1.657
长春,6549,-0.411,2.248
哈尔滨,7088,-0.839,5.163
呼和浩特,7130,0.934,-1.818
海口,10930,-3.887,-12.825
南宁,7054,-3.975,-13.214
兰州,6790,-1.48,-3.606
昆明,8412,-1.198,-1.117
贵阳,4866,-0.389,-6.044
西宁,5534,-0.198,5.57
银川,5056,0.737,4.247
乌鲁木齐,7204,0.755,9.118
温州,17023,-1.811,-18.957
潍坊,4437,-0.023,-1.422
包头,5551,0.507,2.758
北海,5692,-1.009,-2.518
常州,8165,-0.073,-1.46
桂林,5873,0.824,0.034
嘉兴,7379,-1.284,-3.957
南通,8933,-1.467,-10.392
唐山,6024,0.216,0.433
徐州,5597,0.161,-0.991
镇江,6302,1.793,0.111
扬州,8822,-1.956,-1.847
佛山,8315,2.794,2.162
惠州,6220,-1.738,-6.452
昆山,8845,0.057,-0.73
廊坊,6322,2.713,-2.933
连云港,5561,2.507,7.604
洛阳,5210,-1.605,0.463
秦皇岛,6826,2.354,-0.958
三亚,23979,-3.201,-10.61
汕头,7691,2.179,3.778
烟台,6389,0.757,-0.915
中山,6184,-0.643,-0.738
珠海,12289,-0.235,-5.788
吉林,5998,1.782,4.241
金华,9229,-2.771,-4.679
泉州,6741,3.964,-0.266
赣州,5364,3.373,6.45
宜昌,5319,0.624,2.308
湛江,6624,0.653,4.827
江门,6107,3.054,5.257
舟山,0,0,0
鞍山,4998,1.462,-1.865
宝鸡,4216,-1.495,-0.189
保定,4784,0.251,2.091
德州,4746,-1.351,-5.232
东营,5775,3.015,5.576
鄂尔多斯,8301,1.492,-0.468
邯郸,4711,1.268,2.213
菏泽,5054,1.568,17.398
湖州,8359,1.902,-2.268
宿迁,4681,1.08,1.805
江阴,6848,-0.768,-6.614
聊城,5170,-2.856,0.33
柳州,5961,0.71,-3.01
马鞍山,5620,2.555,-3.27
绵阳,4817,-0.557,1.517
日照,6382,-2.087,-0.172
淮安,4896,3.51,4.615
台州,11514,0.226,3.87
泰州,7145,1.853,7.363
威海,5910,0,0.102
吴江,0,0,0
芜湖,5954,-0.418,-1.684
湘潭,3798,2.344,-2.989
新乡,4090,2.661,6.013
营口,4730,0.853,-1.025
张家港,8494,-3.947,-10.618
株洲,4840,2.326,7.603
淄博,5775,-0.688,0.156
衡水,3798,3.15,6.001
绍兴,10186,3.548,1.232
常熟,8067,3.543,-4.124
盐城,5583,-0.552,0
