城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10835,-0.806,4.716
北京,32736,-1.602,14.952
上海,32322,-0.453,12.73
天津,11074,-1.134,4.857
重庆,7769,-1.019,3.147
深圳,30198,-0.409,8.303
广州,18168,-1.773,7.72
杭州,17279,-1.527,1.51
南京,13918,-0.386,7.235
武汉,8214,-0.833,3.542
成都,8097,-0.259,-0.271
苏州,12500,-0.239,-2.145
大连,11553,-2.077,0.68
厦门,20428,0.309,17.972
西安,7121,-1.833,-1.535
长沙,6732,-1.261,-0.119
宁波,13044,0.408,-0.519
东莞,9612,-0.476,4.9
无锡,8311,-1.61,-3.18
福州,15059,-1.947,3.491
沈阳,7637,-1.901,1.475
青岛,9556,-0.964,0.695
济南,8765,-0.837,-0.057
南昌,9114,-0.697,-2.524
合肥,7320,-0.516,5.704
郑州,8974,0.425,-1.069
太原,6873,0.703,6.707
石家庄,7040,1.47,14.583
长春,7020,-1.363,2.722
哈尔滨,7166,-0.72,-2.887
呼和浩特,7057,-0.099,-1.918
海口,10100,-2.037,-3.322
南宁,7882,0.69,2.965
兰州,7364,0.45,0.464
昆明,8300,0.314,-0.108
贵阳,5077,-2.158,3.612
西宁,5895,0.804,1.901
银川,5136,-2.003,-1.553
乌鲁木齐,7710,-0.567,3.006
温州,13679,0.36,-12.387
潍坊,4624,-0.73,0.895
包头,5578,-1.099,-4.207
北海,5734,-2,-2.566
常州,7561,-0.132,-8.518
桂林,6058,-2.053,0.182
嘉兴,7502,-1.38,-4.177
南通,8905,-2.261,-6.174
唐山,6088,-1.137,-3.011
徐州,6103,-1.166,2.485
镇江,6568,0.705,-0.47
扬州,9234,-0.731,-0.688
佛山,8739,-1.555,-3.893
惠州,6715,-0.607,5.35
昆山,9118,-0.066,1.957
廊坊,7198,-1.303,5.342
连云港,5816,-0.53,-0.462
洛阳,5575,-1.589,4.577
秦皇岛,6998,1.523,-1.158
三亚,23415,-2.762,-1.955
汕头,8390,0.648,-2.146
烟台,6480,0.637,-0.781
中山,6276,-2.045,-0.712
珠海,13223,-0.549,4.737
吉林,6108,-3.155,1.361
金华,9288,0.129,-2.416
泉州,7903,1.659,3.51
赣州,5922,0.629,5.75
宜昌,5779,0.926,7.157
湛江,7642,-0.637,8.954
江门,6261,-0.949,0.32
舟山,0,0,0
鞍山,5140,-0.58,-3.383
宝鸡,4253,-0.164,-2.32
保定,5498,-0.362,10.959
德州,4785,-1.866,-3.47
东营,5783,0.295,-1.566
鄂尔多斯,9062,0.332,-0.81
邯郸,4983,0.504,2.194
菏泽,4792,-3.055,-6.021
湖州,9012,-1.734,0.749
宿迁,5015,-0.496,1.19
江阴,6786,0.518,-2.932
聊城,5042,-1.696,-3.28
柳州,7293,-0.164,11.072
马鞍山,5225,-1.396,-7.783
绵阳,4882,-2.34,-1.533
日照,6346,-1.932,-5.943
淮安,4990,-0.34,-3.22
台州,10785,-1.785,-6.769
泰州,6626,-0.54,-7.729
威海,6292,-0.317,4.867
吴江,0,0,0
芜湖,5937,-0.286,-5.477
湘潭,4026,-0.813,-0.174
新乡,4173,-1.534,-1.95
营口,4656,0.021,-5.096
张家港,9985,-0.06,16.77
株洲,4894,-1.251,-1.569
淄博,5812,-0.802,-3.085
衡水,4876,-0.914,12.298
绍兴,9751,-0.682,-4.139
常熟,9445,0.693,1.789
盐城,5659,-1.6,1.434
