城市,样本平均价,环比涨跌,同比涨跌
全国(百城),11013,0.1,9.061
北京,33241,0.52,23.936
上海,32527,0.581,15.344
天津,11237,0.501,7.274
重庆,7960,0.429,8.123
深圳,31155,-0.17,16.559
广州,18510,0.358,18.064
杭州,18046,-0.578,8.066
南京,14217,0.701,14.746
武汉,8401,0.215,8.526
成都,8265,-0.265,4.172
苏州,12669,-0.456,0.812
大连,11985,0.318,4.118
厦门,19495,1.141,24.473
西安,7457,0.013,2.431
长沙,6952,-0.742,5.079
宁波,13248,-0.846,2.682
东莞,9584,-0.312,3.802
无锡,8469,-0.259,-1.672
福州,15656,0.327,11.821
沈阳,7952,0.214,4.949
青岛,9793,-0.437,5.301
济南,8786,0.366,0.434
南昌,9566,-0.912,3.91
合肥,7334,-0.068,8.813
郑州,9287,-1.034,6.686
太原,6878,-0.42,11.223
石家庄,6709,2.836,12.153
长春,7168,0.252,7.097
哈尔滨,7222,-0.496,-0.386
呼和浩特,7265,-0.37,0.083
海口,10520,0.372,0.114
南宁,8065,0.373,8.62
兰州,7479,-1.293,7.565
昆明,8631,0.653,4.72
贵阳,5249,0.613,5.233
西宁,5741,-1.577,1.003
银川,5195,-1.123,-0.345
乌鲁木齐,7717,0.876,4.031
温州,14488,-0.679,-6.408
潍坊,4613,-1.558,0.435
包头,5933,-0.968,2.505
北海,5917,1.965,1.929
常州,7774,-1.069,-4.508
桂林,6356,-0.734,9.341
嘉兴,7819,0.154,2.814
南通,9200,-2.003,-2.429
唐山,6234,0.972,-0.542
徐州,6211,1.008,6.902
镇江,6546,0.046,1.725
扬州,9357,0.118,0.516
佛山,8905,0.361,2.734
惠州,6764,-0.529,8.502
昆山,9129,0.022,1.287
廊坊,7305,-0.989,12.195
连云港,5790,1.348,2.098
洛阳,5694,0.69,7.698
秦皇岛,7040,-1.179,-1.124
三亚,24726,-0.858,4.559
汕头,8487,-2.178,3.437
烟台,6523,0.369,-0.29
中山,6403,-0.806,1.329
珠海,13046,2.732,6.031
吉林,6437,0.83,7.534
金华,9256,0.872,-1.731
泉州,7704,-0.465,7.869
赣州,5837,0.258,7.456
宜昌,5713,3.104,7.792
湛江,7929,2.033,13.596
江门,6421,-1.729,3.715
舟山,0,0,0
鞍山,5306,0.057,1.706
宝鸡,4428,-0.068,2.028
保定,5282,3.346,8.773
德州,5022,0.38,4.256
东营,5827,0.258,-2.412
鄂尔多斯,9271,-0.28,6.38
邯郸,4959,-0.302,4.181
菏泽,5098,-1.507,0.098
湖州,8900,-0.559,1.924
宿迁,5030,0.219,5.186
江阴,6744,-3.187,-2.204
聊城,5203,0.058,1.443
柳州,7311,0.744,16.011
马鞍山,5350,0.867,-4.956
绵阳,5052,0.258,2.247
日照,6718,0.03,3.881
淮安,5054,0.04,0.597
台州,11133,-1.382,-5.138
泰州,6984,-1.662,-2.973
威海,6383,0.063,7.567
吴江,0,0,0
芜湖,6090,0.132,-0.409
湘潭,4124,-0.818,3.281
新乡,4214,-0.824,1.176
营口,4793,-2.759,-1.175
张家港,10305,1.089,21.693
株洲,4967,-1.292,0.587
淄博,5901,0.187,0.58
衡水,4954,1.767,21.154
绍兴,9722,-0.328,-5.52
常熟,9705,0.134,10.788
盐城,5798,0.835,2.911
