城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10833,0.697,11.508
北京,31465,0.421,28.334
上海,31260,2.344,15.632
天津,11035,0.446,6.126
重庆,7797,0.736,8.262
深圳,30591,0.861,24.734
广州,18297,2.384,27.594
杭州,18051,1.342,8.958
南京,13842,2.617,17.236
武汉,8291,0.351,8.45
成都,8197,-0.919,8.555
苏州,12705,0.602,6.416
大连,11683,0.689,5.614
厦门,18840,2.391,27.911
西安,7341,0.617,6.176
长沙,6997,1.171,9.431
宁波,13417,0.09,5.017
东莞,9325,1.095,5.474
无锡,8825,0.421,2.843
福州,15550,1.04,16.262
沈阳,7780,0.426,3.568
青岛,9698,0.331,6.49
济南,8753,0.528,1.437
南昌,9789,-0.285,10.063
合肥,7124,0.084,8.399
郑州,9738,0.724,24.543
太原,6802,0.875,7.814
石家庄,6466,0.357,15.837
长春,7078,-0.211,7.634
哈尔滨,7518,0.575,5.176
呼和浩特,7192,0.321,1.812
海口,10595,0.132,-6.833
南宁,8017,0.628,9.134
兰州,7644,0.672,10.911
昆明,8469,-0.901,-0.529
贵阳,5069,0.775,3.767
西宁,5705,0.07,2.885
银川,5168,-0.654,2.969
乌鲁木齐,7818,2.223,9.343
温州,14926,-0.758,-13.907
潍坊,4668,0.517,5.183
包头,6053,1.102,9.596
北海,5841,-1.848,1.583
常州,8059,0.587,-1.371
桂林,6271,1.161,7.657
嘉兴,8033,0.551,7.465
南通,9461,-1.857,4.357
唐山,6275,-1.197,4.392
徐州,6179,-0.962,10.576
镇江,6599,0.365,6.59
扬州,9426,1.018,4.757
佛山,8937,-3.258,10.483
惠州,6666,1.261,5.308
昆山,9106,0.965,3.009
廊坊,7275,0.373,18.197
连云港,5718,-1.021,5.401
洛阳,5626,0.053,6.251
秦皇岛,6940,-0.473,4.064
三亚,24897,0.92,0.505
汕头,8785,0.091,16.713
烟台,6437,-0.908,1.514
中山,6376,-0.141,2.442
珠海,12687,0.292,2.996
吉林,6235,0.825,5.803
金华,9453,-3.225,-0.411
泉州,7705,0.299,18.831
赣州,5731,-0.796,10.445
宜昌,5568,0.76,5.335
湛江,7824,0.747,18.888
江门,6374,0.966,7.56
舟山,0,0,0
鞍山,5247,-2.181,6.516
宝鸡,4556,0.375,6.449
保定,4986,1.259,4.484
德州,5059,1.059,5.155
东营,5700,-0.801,1.677
鄂尔多斯,9212,0.065,12.63
邯郸,4959,-0.02,6.599
菏泽,5326,0.396,7.034
湖州,8843,-1.118,7.802
宿迁,4979,-2.085,7.515
江阴,6955,-1.137,0.782
聊城,5248,0.633,-1.39
柳州,6953,0.768,17.469
马鞍山,5475,-2.11,-0.091
绵阳,5027,-1.218,3.778
日照,6714,0.03,3.007
淮安,5225,-1.023,10.465
台州,11734,1.051,2.141
泰州,6957,-2.358,-0.827
威海,6156,-0.501,4.162
吴江,0,0,0
芜湖,6216,-1.239,3.964
湘潭,4185,3.487,12.773
新乡,4284,0.257,7.53
营口,4874,-0.143,3.923
张家港,9566,1.281,8.176
株洲,5108,0.02,7.992
淄博,5968,-0.267,2.631
衡水,4691,1.121,27.404
绍兴,9904,0.051,0.681
常熟,9729,0.154,24.875
盐城,5688,-0.246,1.318
