城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9824,0.38,9.39
北京,23750,0.05,4.7
上海,27674,1.2,10
天津,10915,0.32,10.83
重庆,7325,-0.37,8.86
深圳,24124,0.42,9.98
广州,13846,0.56,10.13
杭州,17256,-0.28,6.41
南京,11868,0.07,3.28
武汉,7578,-0.32,7.86
成都,7726,-0.35,7.01
苏州,12188,-0.34,11.97
大连,11043,0.95,5.6
厦门,14544,0.06,11.4
西安,7294,0.54,12.04
长沙,6542,2.64,32.56
宁波,13278,-1.4,-3.93
东莞,8710,-0.37,14.51
无锡,9275,-1.19,9.14
福州,14927,1.4,32.83
沈阳,7058,2.5,32.3
青岛,9180,0.25,9.12
济南,8559,0.84,8.91
南昌,8560,0.55,12
合肥,6634,-1.4,8.63
郑州,7630,-1,16.95
太原,5930,0.46,14.5
石家庄,5783,1.15,2.72
长春,6494,0.48,7.39
哈尔滨,6766,0.79,4.88
呼和浩特,6942,1.24,18.61
海口,13314,0.63,-4.86
南宁,8346,-0.41,7.03
兰州,6889,-1.29,9.42
昆明,8444,-0.32,8.45
贵阳,5249,-0.11,5.44
西宁,5200,0.44,9.94
银川,4870,-0.71,7.17
乌鲁木齐,6162,2.16,31.53
温州,18449,-0.01,30.83
潍坊,4417,0.62,17.69
包头,5384,0.39,8.46
北海,5775,1.26,11.75
常州,8288,1.46,17.51
桂林,5477,1.26,28.21
嘉兴,7959,-0.74,3.38
南通,10518,0.54,12.13
唐山,6121,1.83,4.29
徐州,5578,0.52,18.58
镇江,6475,0.51,18.37
扬州,8900,-0.39,12.1
佛山,8507,-0.18,4.82
惠州,6440,-0.14,13.3
昆山,9092,0.26,6.85
廊坊,6839,-0.61,15.54
连云港,5183,0.66,11.63
洛阳,5310,-0.41,18.61
秦皇岛,6892,0.89,18.07
三亚,27156,2.61,-2.21
汕头,7211,0,5.7
烟台,6305,1.06,9.4
中山,6564,0.12,7.22
珠海,13110,-0.01,32.06
吉林,5884,1.01,9.49
金华,10054,0.27,9.78
泉州,6898,1.13,10.67
赣州,5060,0.84,9.55
宜昌,5242,1.92,7.73
湛江,6282,1.68,28.1
江门,5946,1.59,8.7
舟山,0,0,0
鞍山,5044,0.22,8.36
宝鸡,4169,0.92,9.42
保定,4675,0.06,12.84
德州,4935,0.28,10.18
东营,5405,0.56,3.94
鄂尔多斯,8263,0.51,11.47
邯郸,4552,1.27,11.02
菏泽,3921,2.78,36.34
湖州,8437,0.43,12.46
宿迁,4468,-1.97,11.62
江阴,7434,-0.09,5.33
聊城,5099,-0.58,26.37
柳州,5883,1.26,13.13
马鞍山,6030,-0.18,6.12
绵阳,4582,-0.5,8.32
日照,6362,1.29,11.54
淮安,4701,0.6,10.04
台州,11510,-0.54,8.69
泰州,6591,1.37,28.53
威海,5805,0.82,7.34
吴江,9925,-0.07,13.31
芜湖,6526,-0.37,12.03
湘潭,3763,0.59,16.57
新乡,3396,-0.32,19.54
营口,4819,0.25,12.15
张家港,9598,0.09,5.07
株洲,4294,2.8,39.19
淄博,5820,-0.1,9.44
衡水,3485,0.14,12.35
绍兴,10003,0.1,3.41
常熟,8225,-0.51,9.71
