0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.43522981418,0.127478123773,0.0543792426174,0.0500897047481,-0.00384514166884,0.0891904397024,0.0352498507926,0.0125631248678,0.0391032570374,0.094282832038,0.0456082982305,0.0351649378271,0.0830644409856,0.0737481334243,0.028886236196,0.0283576506848,0.00706112623767,0.020868070597,0.0485651960481
1.0693826458,1.28318397491,0.0977282842328,0.0988891582126,0.086192561496,0.137169579275,0.0758792167065,0.00319938087052,0.0735041277017,0.189275374038,0.0722994259601,0.0695586123031,0.135811921928,0.113357153318,0.0499179140706,0.0444522860971,0.00874331597157,0.035661441478,0.129927901293
-0.0142868990293,0.0446411942244,0.241712219918,-0.00728434253463,-0.119090923158,0.00854398155601,0.00614803284492,-0.0252897367972,0.000979120633231,-0.000135759169902,-0.00322738919437,-0.0251669595104,0.0173009879317,0.00949500475072,-0.000160829115122,0.000975550027788,-0.00737387059337,-0.0173274027846,0.00966093644829
-0.630420753002,-0.0121227548794,-0.0289369470177,0.218781186324,-0.100898601755,-0.0328135046728,-0.0060279594777,-0.0250313682775,-0.0125185480835,-0.0563196040006,-0.0257648675069,-0.0458690936417,-0.0248639042779,-0.0248461036369,-0.0140174673821,-0.0121252753473,-0.0102480311828,-0.0261253086232,-0.0109485562546
0.507507583331,0.0710583967176,0.0127865943089,0.0108865707745,-0.396414709146,0.027395946816,0.0121980644602,-0.0141062353356,0.00973567924986,0.0380635215815,0.00849458234629,-0.0133515756069,0.0343997094358,0.0268895213823,0.00740094004709,0.00758295848339,-0.00394299715996,-0.00280327450921,0.0197864976838
-0.283859623277,0.143389587084,0.00400179824022,0.00663316356938,-0.188948917177,0.57391639622,0.0310379245566,-0.0475907185672,0.0248627732543,0.0279106917207,0.00453390777418,-0.0409554292044,0.0505579481379,0.0369983861001,0.00834769879781,0.00991648886559,-0.0126058988836,-0.0271430700975,0.0385295787219
-0.191370460018,0.0710070864582,-0.00535168352007,0.000536254362228,-0.0527787326043,0.0041334408801,0.392081871829,-0.0225685173422,0.0173713458493,-0.00511520566574,-0.00323741553142,-0.0159162303846,0.00802997839484,0.00457712663464,0.000495906943084,0.000540851012544,-0.00436164471722,-0.0119233291408,0.0180127199859
0.162012501104,0.0513820273604,0.0037943557487,0.00765643575082,-0.0358061059278,0.0132757317162,0.0217356740334,0.0316957256983,0.0114819626275,0.00717521135311,0.00392268661174,-0.00537661089191,0.0145570408852,0.0119299135418,0.00368514276617,0.00397214876362,-0.000708724852259,-0.000889011290649,0.014539441478
-0.894101023529,-0.0490542201459,-0.0451483823049,-0.0357253691283,-0.0754626223691,-0.0544285900857,-0.00997558366714,-0.0185431098257,0.298399187459,-0.0760656010191,-0.034660021611,-0.0463145401992,-0.0490060472033,-0.0439856089754,-0.0202121621021,-0.0185958473032,-0.00950313112694,-0.0260129400614,-0.023869919991
-0.0769976501694,0.00225112799676,0.00974656222746,0.00875616419606,0.023551984847,0.0037796236395,0.00310599973094,0.0105808495103,0.00457886287944,0.222631001837,0.00743659892685,0.0172053471607,0.0147430904861,0.0212618937832,0.00823920603953,0.00450849421815,0.00453775278767,0.0114096481227,0.00478098296409
-0.225733488793,0.025991276924,-0.00234503518472,0.00045461510953,-0.0136229863011,-0.000277981510446,0.00236066716477,-0.00640346286727,0.000890180353421,0.0275566180406,0.385705513579,-0.00827050698592,0.00774861843819,0.0182596161767,0.00504993711736,0.00850176205043,-0.00196463513804,-0.000750505347728,0.00601970105497
