0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.00942642573903,0.0106877250549,0.0117935794144,0.0126129700084,0.0132830584575,0.0136990029788,0.0139711218128,0.0141551381062,0.0142500527481,0.0143045265613,0.0143533173035,0.0144205384687,0.0145296234004,0.0147000389224,0.0149416119813,0.015259225582,0.0156531032793,0.0161196237893,0.0166520911047,0.0172418977048
0.00365141162642,0.00495957956457,0.0070316041454,0.00787070464112,0.00855306142427,0.00845997363591,0.00806213400799,0.00728032188843,0.00635549143673,0.00535622221836,0.00443060902256,0.00364511185134,0.00306957898581,0.00272737054701,0.00262416629031,0.00273827739007,0.00303500076358,0.00346839589486,0.00398995537947,0.00455238584755
-0.000772956054495,0.00200828032928,0.00226306447802,0.00283694797286,0.00278978220033,0.00249577615802,0.00203222975376,0.00144897617323,0.000818449507468,0.000195743191532,-0.000392852585973,-0.000916908525044,-0.00135575837507,-0.00170003234614,-0.00194721259439,-0.00210150705605,-0.00217360055286,-0.00217780170977,-0.00213023915028,-0.00204758868488
5.58139710696e-05,0.00198351469533,0.00368657261187,0.00484149544889,0.00498649793783,0.00450317936941,0.00360542810422,0.00247029376754,0.00116873530688,-0.00021545488271,-0.00160522814175,-0.0029267976607,-0.00412730256161,-0.00516872960153,-0.00603294121425,-0.00671773613894,-0.0072337119441,-0.00759971431844,-0.00784112441121,-0.00798735038897
-4.76101036797e-05,0.00350920915279,0.00439906353484,0.00397142378406,0.0034921537476,0.00340572673992,0.00296146877695,0.00225192885782,0.00148430201625,0.000773789728885,9.28122079323e-05,-0.000538219152847,-0.00108750574933,-0.00152721489736,-0.00185556111311,-0.00208037367767,-0.00221261765295,-0.00226501915354,-0.00225444197124,-0.00219962963325
0.000629131705202,0.00123533538076,0.00135171606563,0.00200455904131,0.00165278148472,0.00127289945926,0.000861149902603,0.000416015486011,-5.47605027648e-05,-0.00050839789329,-0.000958877992283,-0.00136665147148,-0.00172775628972,-0.00203847189198,-0.00229912136349,-0.00251065773777,-0.00268103094247,-0.00281761992816,-0.00292906126971,-0.0030239954476
0.00219386215647,0.00166640901553,0.000784628914748,0.00148003209679,0.00140025546188,0.00125976607248,0.000947212776889,0.000575657232822,0.000150375185529,-0.000282074169224,-0.000746542795271,-0.00120931723026,-0.00165128132091,-0.002065197891,-0.00244534639338,-0.00278613290297,-0.00308710473624,-0.00335015092033,-0.00357919781101,-0.00377948144686
0.00318175714441,0.00285506580302,0.00203278903544,0.001728419484,0.000817169651244,-0.000299582266722,-0.00129795462354,-0.00233463746513,-0.0033596951331,-0.00428623063548,-0.00512948054907,-0.00588451028592,-0.00653698626014,-0.00709393455114,-0.00756550158805,-0.00796130182153,-0.00829554121092,-0.00858342791172,-0.00883947750605,-0.00907778790833
0.000920137624263,-0.00104044234893,-0.00127841554592,-0.00125401548052,-0.00141614770739,-0.00178185607325,-0.00216804697493,-0.00262564012582,-0.00312088291728,-0.00362654687001,-0.00413790755787,-0.00464297028739,-0.00513074118104,-0.00559731091715,-0.0060404578739,-0.00645928658749,-0.00685572478955,-0.00723311036294,-0.00759569462057,-0.00794830395643
0.00103337555006,0.00152545553652,0.00128433284565,0.00127056461128,0.001188504941,0.000977123081469,0.000760832001294,0.00053963161234,0.000308334697002,9.01673433471e-05,-0.000111137143086,-0.000296242283681,-0.000462573485811,-0.00061165139456,-0.000746121047409,-0.000867670172325,-0.000977971467745,-0.00107860935879,-0.00117056688648,-0.0012543474622
