t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
-5.0,-53.0,-21.0,8.0,-0.0,10.68515596,4.07636005,11.38013943,6.31062097,6854.66161896,-28930,1891.0,82.0,127.0,792.0,499.0
-53.0,-21.0,8.0,-0.0,63.0,4.07636005,11.38013943,6.31062097,-2.447195,6918.34677492,-28795,82.0,127.0,792.0,499.0,193.0
-21.0,8.0,-0.0,63.0,92.0,11.38013943,6.31062097,-2.447195,-0.83333018,6943.42313497,-28647,127.0,792.0,499.0,193.0,46.0
8.0,-0.0,63.0,92.0,27.0,6.31062097,-2.447195,-0.83333018,14.47065563,6946.8032744,-27863,792.0,499.0,193.0,46.0,1287.0
-0.0,63.0,92.0,27.0,-4.0,-2.447195,-0.83333018,14.47065563,2.17925445,6953.11389537,-27364,499.0,193.0,46.0,1287.0,391.0
63.0,92.0,27.0,-4.0,-75.0,-0.83333018,14.47065563,2.17925445,7.44115097,6887.66670037,-27234,193.0,46.0,1287.0,391.0,464.0
92.0,27.0,-4.0,-75.0,-113.0,14.47065563,2.17925445,7.44115097,5.29601204,6794.83337019,-27280,46.0,1287.0,391.0,464.0,754.0
27.0,-4.0,-75.0,-113.0,-50.0,2.17925445,7.44115097,5.29601204,-3.08602895,6782.30402582,-26020,1287.0,391.0,464.0,754.0,83.0
-4.0,-75.0,-113.0,-50.0,4.0,7.44115097,5.29601204,-3.08602895,1.11735186,6788.48328027,-25625,391.0,464.0,754.0,83.0,131.0
-75.0,-113.0,-50.0,4.0,-77.0,5.29601204,-3.08602895,1.11735186,-1.48724066,6870.92443124,-25086,464.0,754.0,83.0,131.0,17.0
-113.0,-50.0,4.0,-77.0,-95.0,-3.08602895,1.11735186,-1.48724066,3.46632552,6989.22044328,-24219,754.0,83.0,131.0,17.0,249.0
-50.0,4.0,-77.0,-95.0,-134.0,1.11735186,-1.48724066,3.46632552,-3.42451379,7036.13441433,-24086,83.0,131.0,17.0,249.0,-111.0
4.0,-77.0,-95.0,-134.0,-170.0,-1.48724066,3.46632552,-3.42451379,-2.61513525,7033.25176619,-23959,131.0,17.0,249.0,-111.0,374.0
-77.0,-95.0,-134.0,-170.0,79.0,3.46632552,-3.42451379,-2.61513525,-9.21994903,7108.76452553,-23865,17.0,249.0,-111.0,374.0,-93.0
-95.0,-134.0,-170.0,79.0,-115.0,-3.42451379,-2.61513525,-9.21994903,-13.76840228,7207.23085105,-23521,249.0,-111.0,374.0,-93.0,-356.0
-134.0,-170.0,79.0,-115.0,-57.0,-2.61513525,-9.21994903,-13.76840228,-9.1895084,7337.80633726,-23498,-111.0,374.0,-93.0,-356.0,-107.0
-170.0,79.0,-115.0,-57.0,-206.0,-9.21994903,-13.76840228,-9.1895084,-8.75417739,7505.19120201,-22954,374.0,-93.0,-356.0,-107.0,-147.0
79.0,-115.0,-57.0,-206.0,49.0,-13.76840228,-9.1895084,-8.75417739,-5.88765414,7416.97125298,-23126,-93.0,-356.0,-107.0,-147.0,81.0
-115.0,-57.0,-206.0,49.0,-138.0,-9.1895084,-8.75417739,-5.88765414,-7.5902849,7518.2028507,-23367,-356.0,-107.0,-147.0,81.0,-139.0
