t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
-105.0,-86.0,-61.0,-27.0,-43.0,6.24867547,2.66178492,5.59472086,2.26904048,4483.21666001,-31353,1891.0,82.0,127.0,792.0,499.0
-86.0,-61.0,-27.0,-43.0,-120.0,2.66178492,5.59472086,2.26904048,-0.49531793,4575.46533548,-31185,82.0,127.0,792.0,499.0,193.0
-61.0,-27.0,-43.0,-120.0,-105.0,5.59472086,2.26904048,-0.49531793,1.43931282,4639.1271204,-30997,127.0,792.0,499.0,193.0,46.0
-27.0,-43.0,-120.0,-105.0,-22.0,2.26904048,-0.49531793,1.43931282,8.45859221,4671.72184126,-30178,792.0,499.0,193.0,46.0,1287.0
-43.0,-120.0,-105.0,-22.0,-56.0,-0.49531793,1.43931282,8.45859221,1.35167121,4716.99088174,-29636,499.0,193.0,46.0,1287.0,391.0
-120.0,-105.0,-22.0,-56.0,-45.0,1.43931282,8.45859221,1.35167121,3.53853507,4836.49556381,-29323,193.0,46.0,1287.0,391.0,464.0
-105.0,-22.0,-56.0,-45.0,-65.0,8.45859221,1.35167121,3.53853507,2.21353746,4942.93487663,-29172,46.0,1287.0,391.0,464.0,754.0
-22.0,-56.0,-45.0,-65.0,-20.0,1.35167121,3.53853507,2.21353746,-4.11867484,4973.39346884,-27863,1287.0,391.0,464.0,754.0,83.0
-56.0,-45.0,-65.0,-20.0,5.0,3.53853507,2.21353746,-4.11867484,0.6023331,5030.74514005,-27416,391.0,464.0,754.0,83.0,131.0
-45.0,-65.0,-20.0,5.0,40.0,2.21353746,-4.11867484,0.6023331,-3.22485063,5079.28367512,-26907,464.0,754.0,83.0,131.0,17.0
-65.0,-20.0,5.0,40.0,-44.0,-4.11867484,0.6023331,-3.22485063,3.55563666,5146.49721258,-26088,754.0,83.0,131.0,17.0,249.0
-20.0,5.0,40.0,-44.0,-58.0,0.6023331,-3.22485063,3.55563666,-6.44359521,5162.37853774,-25985,83.0,131.0,17.0,249.0,-111.0
5.0,40.0,-44.0,-58.0,-22.0,-3.22485063,3.55563666,-6.44359521,-5.68652715,5157.98087084,-25859,131.0,17.0,249.0,-111.0,374.0
40.0,-44.0,-58.0,-22.0,14.0,3.55563666,-6.44359521,-5.68652715,-8.66605476,5114.75602021,-25882,17.0,249.0,-111.0,374.0,-93.0
-44.0,-58.0,-22.0,14.0,-78.0,-6.44359521,-5.68652715,-8.66605476,-12.58895377,5162.31165687,-25589,249.0,-111.0,374.0,-93.0,-356.0
-58.0,-22.0,14.0,-78.0,-42.0,-5.68652715,-8.66605476,-12.58895377,-6.97306957,5213.86806166,-25642,-111.0,374.0,-93.0,-356.0,-107.0
-22.0,14.0,-78.0,-42.0,-36.0,-8.66605476,-12.58895377,-6.97306957,-8.99853833,5230.18153451,-25246,374.0,-93.0,-356.0,-107.0,-147.0
14.0,-78.0,-42.0,-36.0,-226.0,-12.58895377,-6.97306957,-8.99853833,-6.37936751,5207.51547975,-25353,-93.0,-356.0,-107.0,-147.0,81.0
-78.0,-42.0,-36.0,-226.0,-96.0,-6.97306957,-8.99853833,-6.37936751,-5.65491499,5272.92652598,-25631,-356.0,-107.0,-147.0,81.0,-139.0
-42.0,-36.0,-226.0,-96.0,-118.0,-8.99853833,-6.37936751,-5.65491499,-2.41395885,5307.95345641,-25696,-107.0,-147.0,81.0,-139.0,188.0
-36.0,-226.0,-96.0,-118.0,62.0,-6.37936751,-5.65491499,-2.41395885,1.56579879,5334.95491808,-25807,-147.0,81.0,-139.0,188.0,317.0
-226.0,-96.0,-118.0,62.0,61.0,-5.65491499,-2.41395885,1.56579879,-8.97670805,5554.57555057,-25500,81.0,-139.0,188.0,317.0,352.0
-96.0,-118.0,62.0,61.0,22.0,-2.41395885,1.56579879,-8.97670805,2.75515239,5644.92063558,-25543,-139.0,188.0,317.0,352.0,410.0
-118.0,62.0,61.0,22.0,-168.0,1.56579879,-8.97670805,2.75515239,7.84307276,5760.50667673,-25237,188.0,317.0,352.0,410.0,716.0
62.0,61.0,22.0,-168.0,4.0,-8.97670805,2.75515239,7.84307276,7.00528765,5700.07247552,-24982,317.0,352.0,410.0,716.0,549.0
61.0,22.0,-168.0,4.0,4.0,2.75515239,7.84307276,7.00528765,7.37754638,5630.09576747,-24691,352.0,410.0,716.0,549.0,689.0
22.0,-168.0,4.0,4.0,9.0,7.84307276,7.00528765,7.37754638,1.25560632,5610.85091986,-24303,410.0,716.0,549.0,689.0,327.0
-168.0,4.0,4.0,9.0,-73.0,7.00528765,7.37754638,1.25560632,2.10057751,5786.69399262,-23419,716.0,549.0,689.0,327.0,307.0
4.0,4.0,9.0,-73.0,-14.0,7.37754638,1.25560632,2.10057751,1.81866098,5789.69928027,-22874,549.0,689.0,327.0,307.0,243.0
4.0,9.0,-73.0,-14.0,8.0,1.25560632,2.10057751,1.81866098,7.0991122,5793.07682665,-22189,689.0,327.0,307.0,243.0,164.0
9.0,-73.0,-14.0,8.0,-11.0,2.10057751,1.81866098,7.0991122,10.36955522,5785.33243297,-21871,327.0,307.0,243.0,164.0,65.0
-73.0,-14.0,8.0,-11.0,32.0,1.81866098,7.0991122,10.36955522,9.94528705,5860.43301048,-21491,307.0,243.0,164.0,65.0,53.0
-14.0,8.0,-11.0,32.0,-35.0,7.0991122,10.36955522,9.94528705,12.423554,5876.25167146,-21234,243.0,164.0,65.0,53.0,125.0
8.0,-11.0,32.0,-35.0,56.0,10.36955522,9.94528705,12.423554,12.98310226,5875.35078366,-21078,164.0,65.0,53.0,125.0,367.0
-11.0,32.0,-35.0,56.0,130.0,9.94528705,12.423554,12.98310226,2.97431467,5896.72033888,-21002,65.0,53.0,125.0,367.0,621.0
32.0,-35.0,56.0,130.0,-167.0,12.423554,12.98310226,2.97431467,4.29375995,5874.66562593,-20981,53.0,125.0,367.0,621.0,83.0
-35.0,56.0,130.0,-167.0,147.0,12.98310226,2.97431467,4.29375995,-5.79798442,5922.08917993,-20821,125.0,367.0,621.0,83.0,18.0
56.0,130.0,-167.0,147.0,-23.0,2.97431467,4.29375995,-5.79798442,0.66317617,5879.07228219,-20510,367.0,621.0,83.0,18.0,9.0
130.0,-167.0,147.0,-23.0,-38.0,4.29375995,-5.79798442,0.66317617,3.37925214,5752.04659686,-20019,621.0,83.0,18.0,9.0,19.0
