t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
20.0,48.0,1.0,35.0,-277.0,3.345341556,0.879101638,3.097581124,2.916766054,8983.36088025,-27481,1891.0,82.0,127.0,792.0,499.0
48.0,1.0,35.0,-277.0,-60.0,0.879101638,3.097581124,2.916766054,-0.937510174,8938.70622181,-27447,82.0,127.0,792.0,499.0,193.0
1.0,35.0,-277.0,-60.0,-193.0,3.097581124,2.916766054,-0.937510174,-0.351898008,8938.58532345,-27321,127.0,792.0,499.0,193.0,46.0
35.0,-277.0,-60.0,-193.0,-77.0,2.916766054,-0.937510174,-0.351898008,5.24586316,8906.68290457,-26564,792.0,499.0,193.0,46.0,1287.0
-277.0,-60.0,-193.0,-77.0,-24.0,-0.937510174,-0.351898008,5.24586316,-0.252622167,9186.59967063,-25788,499.0,193.0,46.0,1287.0,391.0
-60.0,-193.0,-77.0,-24.0,-6.0,-0.351898008,5.24586316,-0.252622167,2.26549637,9245.66216045,-25535,193.0,46.0,1287.0,391.0,464.0
-193.0,-77.0,-24.0,-6.0,79.0,5.24586316,-0.252622167,2.26549637,0.318393635,9438.31026244,-25296,46.0,1287.0,391.0,464.0,754.0
-77.0,-24.0,-6.0,79.0,-72.0,-0.252622167,2.26549637,0.318393635,-2.99518256,9520.5561256,-23932,1287.0,391.0,464.0,754.0,83.0
-24.0,-6.0,79.0,-72.0,-112.0,2.26549637,0.318393635,-2.99518256,0.027376634,9544.30350344,-23517,391.0,464.0,754.0,83.0,131.0
-6.0,79.0,-72.0,-112.0,-120.0,0.318393635,-2.99518256,0.027376634,-1.062875761,9552.56899981,-23047,464.0,754.0,83.0,131.0,17.0
79.0,-72.0,-112.0,-120.0,-45.0,-2.99518256,0.027376634,-1.062875761,0.978570893,9473.88739344,-22372,754.0,83.0,131.0,17.0,249.0
-72.0,-112.0,-120.0,-45.0,-140.0,0.027376634,-1.062875761,0.978570893,-2.967149431,9542.89221088,-22217,83.0,131.0,17.0,249.0,-111.0
-112.0,-120.0,-45.0,-140.0,-159.0,-1.062875761,0.978570893,-2.967149431,-4.626803143,9654.91958751,-21974,131.0,17.0,249.0,-111.0,374.0
-120.0,-45.0,-140.0,-159.0,-30.0,0.978570893,-2.967149431,-4.626803143,-6.102082219,9773.85671175,-21837,17.0,249.0,-111.0,374.0,-93.0
-45.0,-140.0,-159.0,-30.0,-82.0,-2.967149431,-4.626803143,-6.102082219,-6.85509876,9819.83528265,-21543,249.0,-111.0,374.0,-93.0,-356.0
-140.0,-159.0,-30.0,-82.0,112.0,-4.626803143,-6.102082219,-6.85509876,-5.484768432,9956.86813322,-21514,-111.0,374.0,-93.0,-356.0,-107.0
-159.0,-30.0,-82.0,112.0,-196.0,-6.102082219,-6.85509876,-5.484768432,-4.295913396,10111.2413301,-20981,374.0,-93.0,-356.0,-107.0,-147.0
-30.0,-82.0,112.0,-196.0,-251.0,-6.85509876,-5.484768432,-4.295913396,-1.744745255,10135.1392479,-21044,-93.0,-356.0,-107.0,-147.0,81.0
-82.0,112.0,-196.0,-251.0,99.0,-5.484768432,-4.295913396,-1.744745255,-5.047622627,10210.2841491,-21318,-356.0,-107.0,-147.0,81.0,-139.0
112.0,-196.0,-251.0,99.0,-156.0,-4.295913396,-1.744745255,-5.047622627,-1.416628064,10092.7993807,-21537,-107.0,-147.0,81.0,-139.0,188.0
-196.0,-251.0,99.0,-156.0,95.0,-1.744745255,-5.047622627,-1.416628064,0.613225406,10284.5034673,-21488,-147.0,81.0,-139.0,188.0,317.0
-251.0,99.0,-156.0,95.0,-404.0,-5.047622627,-1.416628064,0.613225406,-2.18401404,10533.758722,-21156,81.0,-139.0,188.0,317.0,352.0
99.0,-156.0,95.0,-404.0,-136.0,-1.416628064,0.613225406,-2.18401404,1.080236688,10429.7110994,-21394,-139.0,188.0,317.0,352.0,410.0
-156.0,95.0,-404.0,-136.0,122.0,0.613225406,-2.18401404,1.080236688,2.016663842,10584.2944713,-21050,188.0,317.0,352.0,410.0,716.0
95.0,-404.0,-136.0,122.0,105.0,-2.18401404,1.080236688,2.016663842,4.762934267,10489.9076967,-20828,317.0,352.0,410.0,716.0,549.0
-404.0,-136.0,122.0,105.0,-132.0,1.080236688,2.016663842,4.762934267,4.174301687,10891.7236827,-20072,352.0,410.0,716.0,549.0,689.0
-136.0,122.0,105.0,-132.0,52.0,2.016663842,4.762934267,4.174301687,2.790975972,11028.8039194,-19526,410.0,716.0,549.0,689.0,327.0
122.0,105.0,-132.0,52.0,19.0,4.762934267,4.174301687,2.790975972,2.221375975,10908.8205832,-18932,716.0,549.0,689.0,327.0,307.0
105.0,-132.0,52.0,19.0,-64.0,4.174301687,2.790975972,2.221375975,1.526559884,10808.5835175,-18488,549.0,689.0,327.0,307.0,243.0
-132.0,52.0,19.0,-64.0,-61.0,2.790975972,2.221375975,1.526559884,3.156939164,10944.7578192,-17667,689.0,327.0,307.0,243.0,164.0
52.0,19.0,-64.0,-61.0,-43.0,2.221375975,1.526559884,3.156939164,5.110031806,10895.5487951,-17392,327.0,307.0,243.0,164.0,65.0
19.0,-64.0,-61.0,-43.0,-53.0,1.526559884,3.156939164,5.110031806,4.68275593,10878.7701711,-17104,307.0,243.0,164.0,65.0,53.0
-64.0,-61.0,-43.0,-53.0,234.0,3.156939164,5.110031806,4.68275593,3.419858414,10944.296731,-16797,243.0,164.0,65.0,53.0,125.0
-61.0,-43.0,-53.0,234.0,41.0,5.110031806,4.68275593,3.419858414,4.371788309,11008.4536702,-16572,164.0,65.0,53.0,125.0,367.0
-43.0,-53.0,234.0,41.0,26.0,4.68275593,3.419858414,4.371788309,4.777983087,11056.563702,-16464,65.0,53.0,125.0,367.0,621.0
-53.0,234.0,41.0,26.0,376.0,3.419858414,4.371788309,4.777983087,2.071136717,11114.2464579,-16358,53.0,125.0,367.0,621.0,83.0
234.0,41.0,26.0,376.0,195.0,4.371788309,4.777983087,2.071136717,-1.212647063,10883.6663163,-16467,125.0,367.0,621.0,83.0,18.0
41.0,26.0,376.0,195.0,109.0,4.777983087,2.071136717,-1.212647063,0.907137857,10847.0381046,-16141,367.0,621.0,83.0,18.0,9.0
26.0,376.0,195.0,109.0,-191.0,2.071136717,-1.212647063,0.907137857,1.121133964,10825.8160877,-15546,621.0,83.0,18.0,9.0,19.0
376.0,195.0,109.0,-191.0,137.0,-1.212647063,0.907137857,1.121133964,0.352291122,10451.8872244,-15839,83.0,18.0,9.0,19.0,52.0
195.0,109.0,-191.0,137.0,230.0,0.907137857,1.121133964,0.352291122,3.181234724,10255.6745774,-16016,18.0,9.0,19.0,52.0,9.0
109.0,-191.0,137.0,230.0,-93.0,1.121133964,0.352291122,3.181234724,-1.897911363,10147.5817152,-16116,9.0,19.0,52.0,9.0,174.0
-191.0,137.0,230.0,-93.0,-192.0,0.352291122,3.181234724,-1.897911363,-5.361820054,10339.7028492,-15906,19.0,52.0,9.0,174.0,-259.0
137.0,230.0,-93.0,-192.0,-95.0,3.181234724,-1.897911363,-5.361820054,-2.240892622,10203.0551403,-15991,52.0,9.0,174.0,-259.0,-175.0
230.0,-93.0,-192.0,-95.0,-96.0,-1.897911363,-5.361820054,-2.240892622,-2.682845816,9976.23637503,-16212,9.0,174.0,-259.0,-175.0,-65.0
-93.0,-192.0,-95.0,-96.0,23.0,-5.361820054,-2.240892622,-2.682845816,-3.635418379,10067.3384637,-15945,174.0,-259.0,-175.0,-65.0,-18.0
-192.0,-95.0,-96.0,23.0,-176.0,-2.240892622,-2.682845816,-3.635418379,-0.418985474,10253.9766436,-16012,-259.0,-175.0,-65.0,-18.0,-23.0
-95.0,-96.0,23.0,-176.0,-68.0,-2.682845816,-3.635418379,-0.418985474,-3.840250458,10346.735751,-16092,-175.0,-65.0,-18.0,-23.0,-115.0
-96.0,23.0,-176.0,-68.0,-38.0,-3.635418379,-0.418985474,-3.840250458,-6.086827464,10440.0529052,-16061,-65.0,-18.0,-23.0,-115.0,-129.0
23.0,-176.0,-68.0,-38.0,-19.0,-0.418985474,-3.840250458,-6.086827464,-2.898937175,10413.4174868,-16102,-18.0,-23.0,-115.0,-129.0,-122.0
-176.0,-68.0,-38.0,-19.0,-13.0,-3.840250458,-6.086827464,-2.898937175,-1.461389684,10588.9985013,-15949,-23.0,-115.0,-129.0,-122.0,-63.0
-68.0,-38.0,-19.0,-13.0,-111.0,-6.086827464,-2.898937175,-1.461389684,-1.41536323,10653.1582509,-15996,-115.0,-129.0,-122.0,-63.0,-35.0
-38.0,-19.0,-13.0,-111.0,-63.0,-2.898937175,-1.461389684,-1.41536323,-0.430700697,10685.0714234,-16087,-129.0,-122.0,-63.0,-35.0,328.0
-19.0,-13.0,-111.0,-63.0,-88.0,-1.461389684,-1.41536323,-0.430700697,3.08761519,10701.1724862,-16190,-122.0,-63.0,-35.0,328.0,260.0
-13.0,-111.0,-63.0,-88.0,202.0,-1.41536323,-0.430700697,3.08761519,1.464885673,10712.7110965,-16240,-63.0,-35.0,328.0,260.0,409.0
-111.0,-63.0,-88.0,202.0,-26.0,-0.430700697,3.08761519,1.464885673,2.940090099,10822.2957333,-16164,-35.0,328.0,260.0,409.0,471.0
-63.0,-88.0,202.0,-26.0,6.0,3.08761519,1.464885673,2.940090099,4.349802696,10884.8650326,-15773,328.0,260.0,409.0,471.0,-5.0
-88.0,202.0,-26.0,6.0,62.0,1.464885673,2.940090099,4.349802696,5.348529048,10975.9526478,-15425,260.0,409.0,471.0,-5.0,341.0
202.0,-26.0,6.0,62.0,63.0,2.940090099,4.349802696,5.348529048,8.971185216,10775.4175335,-15218,409.0,471.0,-5.0,341.0,493.0
-26.0,6.0,62.0,63.0,211.0,4.349802696,5.348529048,8.971185216,4.263621477,10804.3576236,-14721,471.0,-5.0,341.0,493.0,-30.0
6.0,62.0,63.0,211.0,147.0,5.348529048,8.971185216,4.263621477,5.48187203,10802.7074263,-14732,-5.0,341.0,493.0,-30.0,336.0
62.0,63.0,211.0,147.0,-82.0,8.971185216,4.263621477,5.48187203,5.91490023,10746.0559553,-14453,341.0,493.0,-30.0,336.0,424.0
