t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
205.0,-118.0,-81.0,-43.0,-66.0,12.1497906,5.87614368,9.97474073,4.33135191,5332.8306513,-30255,1891.0,82.0,127.0,792.0,499.0
-118.0,-81.0,-43.0,-66.0,-51.0,5.87614368,9.97474073,4.33135191,-2.85350835,5462.9804419,-30055,82.0,127.0,792.0,499.0,193.0
-81.0,-43.0,-66.0,-51.0,-63.0,9.97474073,4.33135191,-2.85350835,0.82186656,5549.85658558,-29847,127.0,792.0,499.0,193.0,46.0
-43.0,-66.0,-51.0,-63.0,49.0,4.33135191,-2.85350835,0.82186656,9.90385398,5602.83132631,-29012,792.0,499.0,193.0,46.0,1287.0
-66.0,-51.0,-63.0,49.0,-5.0,-2.85350835,0.82186656,9.90385398,0.20591966,5673.16267822,-28447,499.0,193.0,46.0,1287.0,391.0
-51.0,-63.0,49.0,-5.0,79.0,0.82186656,9.90385398,0.20591966,4.54410496,5721.30916987,-28203,193.0,46.0,1287.0,391.0,464.0
-63.0,49.0,-5.0,79.0,-26.0,9.90385398,0.20591966,4.54410496,1.138776,5785.13103643,-28094,46.0,1287.0,391.0,464.0,754.0
49.0,-5.0,79.0,-26.0,-31.0,0.20591966,4.54410496,1.138776,-4.89194506,5746.03489041,-26856,1287.0,391.0,464.0,754.0,83.0
-5.0,79.0,-26.0,-31.0,40.0,4.54410496,1.138776,-4.89194506,0.30918129,5751.24081007,-26460,391.0,464.0,754.0,83.0,131.0
79.0,-26.0,-31.0,40.0,-24.0,1.138776,-4.89194506,0.30918129,-2.35237644,5676.78491503,-26075,464.0,754.0,83.0,131.0,17.0
-26.0,-31.0,40.0,-24.0,-13.0,-4.89194506,0.30918129,-2.35237644,2.98213071,5703.92369103,-25295,754.0,83.0,131.0,17.0,249.0
-31.0,40.0,-24.0,-13.0,-39.0,0.30918129,-2.35237644,2.98213071,-5.39253709,5730.03174597,-25181,83.0,131.0,17.0,249.0,-111.0
40.0,-24.0,-13.0,-39.0,-9.0,-2.35237644,2.98213071,-5.39253709,-6.92832861,5690.34092726,-25090,131.0,17.0,249.0,-111.0,374.0
-24.0,-13.0,-39.0,-9.0,-55.0,2.98213071,-5.39253709,-6.92832861,-9.05935048,5711.98855082,-25049,17.0,249.0,-111.0,374.0,-93.0
-13.0,-39.0,-9.0,-55.0,-178.0,-5.39253709,-6.92832861,-9.05935048,-14.13478373,5727.97068153,-24787,249.0,-111.0,374.0,-93.0,-356.0
-39.0,-9.0,-55.0,-178.0,-38.0,-6.92832861,-9.05935048,-14.13478373,-10.118507,5761.57814444,-24859,-111.0,374.0,-93.0,-356.0,-107.0
-9.0,-55.0,-178.0,-38.0,-10.0,-9.05935048,-14.13478373,-10.118507,-12.83415166,5763.64981583,-24476,374.0,-93.0,-356.0,-107.0,-147.0
-55.0,-178.0,-38.0,-10.0,-122.0,-14.13478373,-10.118507,-12.83415166,-6.30071564,5809.59046535,-24514,-93.0,-356.0,-107.0,-147.0,81.0
-178.0,-38.0,-10.0,-122.0,-81.0,-10.118507,-12.83415166,-6.30071564,-8.65103912,5973.45568162,-24692,-356.0,-107.0,-147.0,81.0,-139.0
-38.0,-10.0,-122.0,-81.0,-84.0,-12.83415166,-6.30071564,-8.65103912,-4.07483393,6001.33717462,-24761,-107.0,-147.0,81.0,-139.0,188.0
-10.0,-122.0,-81.0,-84.0,-68.0,-6.30071564,-8.65103912,-4.07483393,1.50406155,5998.50302296,-24898,-147.0,81.0,-139.0,188.0,317.0
-122.0,-81.0,-84.0,-68.0,-101.0,-8.65103912,-4.07483393,1.50406155,-7.28534285,6114.20230732,-24695,81.0,-139.0,188.0,317.0,352.0
-81.0,-84.0,-68.0,-101.0,-32.0,-4.07483393,1.50406155,-7.28534285,3.49598738,6186.5512682,-24753,-139.0,188.0,317.0,352.0,410.0
-84.0,-68.0,-101.0,-32.0,47.0,1.50406155,-7.28534285,3.49598738,5.28104627,6266.47643427,-24481,188.0,317.0,352.0,410.0,716.0
-68.0,-101.0,-32.0,47.0,-16.0,-7.28534285,3.49598738,5.28104627,9.16050897,6335.98049582,-24096,317.0,352.0,410.0,716.0,549.0
-101.0,-32.0,47.0,-16.0,-113.0,3.49598738,5.28104627,9.16050897,10.45551077,6429.69515297,-23643,352.0,410.0,716.0,549.0,689.0
-32.0,47.0,-16.0,-113.0,-179.0,5.28104627,9.16050897,10.45551077,4.66720097,6465.19114035,-23201,410.0,716.0,549.0,689.0,327.0
47.0,-16.0,-113.0,-179.0,55.0,9.16050897,10.45551077,4.66720097,2.29538507,6423.47218662,-22532,716.0,549.0,689.0,327.0,307.0
-16.0,-113.0,-179.0,55.0,-39.0,10.45551077,4.66720097,2.29538507,2.12580302,6448.63269559,-21967,549.0,689.0,327.0,307.0,243.0
-113.0,-179.0,55.0,-39.0,39.0,4.66720097,2.29538507,2.12580302,6.90010584,6572.08820636,-21165,689.0,327.0,307.0,243.0,164.0
-179.0,55.0,-39.0,39.0,124.0,2.29538507,2.12580302,6.90010584,11.57684383,6755.75540733,-20659,327.0,307.0,243.0,164.0,65.0
55.0,-39.0,39.0,124.0,-79.0,2.12580302,6.90010584,11.57684383,13.62715765,6703.0507924,-20407,307.0,243.0,164.0,65.0,53.0
-39.0,39.0,124.0,-79.0,17.0,6.90010584,11.57684383,13.62715765,13.83244587,6744.17659542,-20125,243.0,164.0,65.0,53.0,125.0
