t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
-5.0,45.0,-23.0,-5.0,-34.0,14.14097753,4.61743984,12.48596134,8.85775817,5768.28985211,-29698,1891.0,82.0,127.0,792.0,499.0
45.0,-23.0,-5.0,-34.0,78.0,4.61743984,12.48596134,8.85775817,-3.82703265,5737.43082964,-29661,82.0,127.0,792.0,499.0,193.0
-23.0,-5.0,-34.0,78.0,134.0,12.48596134,8.85775817,-3.82703265,-1.65525848,5765.04826948,-29511,127.0,792.0,499.0,193.0,46.0
-5.0,-34.0,78.0,134.0,15.0,8.85775817,-3.82703265,-1.65525848,15.99157594,5782.53423082,-28714,792.0,499.0,193.0,46.0,1287.0
-34.0,78.0,134.0,15.0,-32.0,-3.82703265,-1.65525848,15.99157594,2.0871769,5825.39198899,-28181,499.0,193.0,46.0,1287.0,391.0
78.0,134.0,15.0,-32.0,36.0,-1.65525848,15.99157594,2.0871769,9.28615424,5743.56495634,-28066,193.0,46.0,1287.0,391.0,464.0
134.0,15.0,-32.0,36.0,-18.0,15.99157594,2.0871769,9.28615424,2.96729149,5607.90969786,-28154,46.0,1287.0,391.0,464.0,754.0
15.0,-32.0,36.0,-18.0,23.0,2.0871769,9.28615424,2.96729149,-6.71954286,5608.9012738,-26882,1287.0,391.0,464.0,754.0,83.0
-32.0,36.0,-18.0,23.0,-18.0,9.28615424,2.96729149,-6.71954286,0.41371364,5642.9884507,-26459,391.0,464.0,754.0,83.0,131.0
36.0,-18.0,23.0,-18.0,-7.0,2.96729149,-6.71954286,0.41371364,-3.56884022,5616.27460494,-26031,464.0,754.0,83.0,131.0,17.0
-18.0,23.0,-18.0,-7.0,-1.0,-6.71954286,0.41371364,-3.56884022,3.67324677,5637.24189643,-25259,754.0,83.0,131.0,17.0,249.0
23.0,-18.0,-7.0,-1.0,-13.0,0.41371364,-3.56884022,3.67324677,-3.1995876,5607.52235357,-25199,83.0,131.0,17.0,249.0,-111.0
-18.0,-7.0,-1.0,-13.0,-76.0,-3.56884022,3.67324677,-3.1995876,-8.10330288,5625.93606721,-25050,131.0,17.0,249.0,-111.0,374.0
-7.0,-1.0,-13.0,-76.0,-118.0,3.67324677,-3.1995876,-8.10330288,-13.18084023,5629.36722699,-25026,17.0,249.0,-111.0,374.0,-93.0
