"","resid_0","resid_1","resid_2","resid_3","resid_4","resid_5","resid_6","resid_7","resid_8","resid_9","resid_10","resid_11","resid_12","resid_13","resid_14","resid_15","resid_16","resid_17","resid_18"
"1",1088.07586211702,7.90890121712505,7.46200437850196,108.191868622519,291.238824798714,5.94058010750758,68.3671110761394,23.7079259890083,-33.0659242664518,-47.759209359333,-13.0476570034323,-41.8627235220959,69.1520438268963,138.283534284615,7.55896428431955,49.4623720287276,94.3977928952745,-72.6009699565199,45.3253334822361
"2",-524.009099086074,23.7630146334854,34.9648316139388,-42.1617050502563,546.786092161423,-59.4923816657756,-95.3730090135579,-53.1655931926815,-4.91737073946314,144.891559127208,-64.5332482012797,35.5932524674949,-44.3383055743946,138.583398396674,47.4080079367913,98.3144525950073,70.8052205574914,-37.1299056000011,83.2370101857062
"3",-496.054062326764,143.913084791229,56.0916475938385,-10.5659044047542,-108.800606622887,-22.859657050526,-46.0583726913971,-36.1277608458065,27.058671066593,29.614873944323,-18.9642976055004,-22.5950780777305,-75.231017803425,-4.87504133207099,9.04388234823269,24.0633676749198,-69.0804505907028,18.6937451607624,50.5221044174275
"4",233.853797190615,-119.961062546851,152.985402063649,-26.7140393098713,21.7935487325322,67.2041861325572,11.7991546288238,-19.9065191304632,45.1228403870243,26.9043350123473,-42.9415838483628,0.887508831513281,-84.6184606065089,-64.184361555244,35.7329335629341,38.6100993536347,38.6738606947245,0.956445330891002,41.5879027036195
"5",83.1883285494863,-35.7277291228026,-46.1193632020581,-14.4778283749466,206.813725716138,74.1924441251371,-15.2954798161655,-19.9957481645454,12.3739635688383,97.7251231962892,53.4795645904376,-27.5829080627075,17.1929822696216,-11.0418672483933,43.3501882565946,-215.455121795066,-78.5702525166284,-15.1004707357792,22.1575211424338
"6",-293.102320997374,-17.6679035178903,1.9715911840112,18.8220331962633,-268.46466069725,28.8463506451051,1.43624988816593,-45.3830347853144,-57.0338618795209,-159.532088130988,76.1995010749321,90.086907908893,-58.2406955693462,0.906924056199697,-152.412633661973,-3.63294362591883,55.6937938195878,-47.5904354347075,-19.5369925226354
"7",-467.379106330235,-34.7521605452752,-63.9365972989413,6.09754763565458,-139.56698331118,70.4107174715708,8.83384411298266,-3.46514422427466,-23.5458295311736,-19.1124725901916,-4.21077144670009,61.2345933786877,-65.4233055089395,-73.7637644749056,-138.895322976777,-180.306822311291,-28.3002479347286,-70.2780818738482,-9.02445553841615
"8",924.926514414869,-3.6688004894859,-17.1656244775926,4.59951819900388,-247.011998263156,-2.50930366305367,-61.6844760289627,-19.9204386436629,30.6783080947041,-146.037482585868,-67.4701818265101,-15.2146931435578,-18.2504685567876,-12.8668718277577,50.9163976570754,-25.8405154407661,-71.7808498331536,-0.756671355964381,-23.0837016918538
"9",-53.4965063395569,-90.4085430746895,-68.8622301092263,6.78898661056198,-116.025988807606,-44.9391948006346,-27.4281739247664,-30.726186100712,-5.41339962306642,-59.2840602905736,-104.343509862596,-57.2700289943962,-75.692895019684,-77.2829463207693,29.4872245961157,-7.213742493006,-37.5589596111564,-60.7126815238524,21.0486970497738
"10",180.539278262274,35.1431697354073,-63.828243535557,73.7790979228105,-106.465668619791,-57.1482871404498,-38.2839301847808,3.34355961012975,-2.73299875726677,34.245945090402,-116.795977052293,7.42497819534801,219.977964959299,-36.5988142109563,54.1903721013167,22.1964344303176,-15.5058352389275,75.7791883644673,-129.066210491521
