t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
43.0,132.0,92.0,82.0,35.0,8.4116136,0.94084447,4.26635549,2.48553997,15136.6055231,-20734,1891.0,82.0,127.0,792.0,499.0
132.0,92.0,82.0,35.0,-86.0,0.94084447,4.26635549,2.48553997,-2.20598334,15013.0171367,-20784,82.0,127.0,792.0,499.0,193.0
92.0,82.0,35.0,-86.0,108.0,4.26635549,2.48553997,-2.20598334,-2.84299735,14921.9579811,-20749,127.0,792.0,499.0,193.0,46.0
82.0,35.0,-86.0,108.0,21.0,2.48553997,-2.20598334,-2.84299735,8.09437876,14844.2243366,-20039,792.0,499.0,193.0,46.0,1287.0
35.0,-86.0,108.0,21.0,84.0,-2.20598334,-2.84299735,8.09437876,-2.28145463,14811.7098766,-19575,499.0,193.0,46.0,1287.0,391.0
-86.0,108.0,21.0,84.0,112.0,-2.84299735,8.09437876,-2.28145463,5.05119006,14895.5038933,-19296,193.0,46.0,1287.0,391.0,464.0
108.0,21.0,84.0,112.0,-68.0,8.09437876,-2.28145463,5.05119006,-1.60636616,14784.6608959,-19358,46.0,1287.0,391.0,464.0,754.0
21.0,84.0,112.0,-68.0,-234.0,-2.28145463,5.05119006,-1.60636616,-4.37125409,14771.7552747,-18092,1287.0,391.0,464.0,754.0,83.0
84.0,112.0,-68.0,-234.0,-21.0,5.05119006,-1.60636616,-4.37125409,-0.0886713699999,14685.47382,-17785,391.0,464.0,754.0,83.0,131.0
112.0,-68.0,-234.0,-21.0,-62.0,-1.60636616,-4.37125409,-0.0886713699999,-3.5656779,14578.5250101,-17433,464.0,754.0,83.0,131.0,17.0
-68.0,-234.0,-21.0,-62.0,82.0,-4.37125409,-0.0886713699999,-3.5656779,1.04227355,14644.9186439,-16611,754.0,83.0,131.0,17.0,249.0
-234.0,-21.0,-62.0,82.0,117.0,-0.0886713699999,-3.5656779,1.04227355,-5.57670986,14874.5473899,-16294,83.0,131.0,17.0,249.0,-111.0
-21.0,-62.0,82.0,117.0,-150.0,-3.5656779,1.04227355,-5.57670986,-10.7734554,14895.4587185,-16142,131.0,17.0,249.0,-111.0,374.0
-62.0,82.0,117.0,-150.0,-428.0,1.04227355,-5.57670986,-10.7734554,-8.42627556,14953.8930406,-16063,17.0,249.0,-111.0,374.0,-93.0
82.0,117.0,-150.0,-428.0,-372.0,-5.57670986,-10.7734554,-8.42627556,-13.29087451,14872.9353141,-15896,249.0,-111.0,374.0,-93.0,-356.0
117.0,-150.0,-428.0,-372.0,-313.0,-10.7734554,-8.42627556,-13.29087451,-7.50956686,14750.3586043,-16124,-111.0,374.0,-93.0,-356.0,-107.0
-150.0,-428.0,-372.0,-313.0,-268.0,-8.42627556,-13.29087451,-7.50956686,-9.6759864,14889.5851489,-15600,374.0,-93.0,-356.0,-107.0,-147.0
-428.0,-372.0,-313.0,-268.0,-369.0,-13.29087451,-7.50956686,-9.6759864,0.84095975,15309.1588733,-15265,-93.0,-356.0,-107.0,-147.0,81.0
