t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
110.0,-124.0,-86.0,-56.0,111.0,7.028229151,2.243092386,6.465681513,1.708774393,11046.6592004,-25131,1891.0,82.0,127.0,792.0,499.0
-124.0,-86.0,-56.0,111.0,31.0,2.243092386,6.465681513,1.708774393,-1.455846035,11177.6874295,-24925,82.0,127.0,792.0,499.0,193.0
-86.0,-56.0,111.0,31.0,5.0,6.465681513,1.708774393,-1.455846035,-1.316628118,11265.9305219,-24712,127.0,792.0,499.0,193.0,46.0
-56.0,111.0,31.0,5.0,-5.0,1.708774393,-1.455846035,-1.316628118,8.749649363,11328.3962034,-23864,792.0,499.0,193.0,46.0,1287.0
111.0,31.0,5.0,-5.0,-133.0,-1.455846035,-1.316628118,8.749649363,1.276786585,11219.1049778,-23476,499.0,193.0,46.0,1287.0,391.0
31.0,5.0,-5.0,-133.0,-105.0,-1.316628118,8.749649363,1.276786585,4.910393214,11186.6491318,-23314,193.0,46.0,1287.0,391.0,464.0
5.0,-5.0,-133.0,-105.0,34.0,8.749649363,1.276786585,4.910393214,1.859606006,11180.3325037,-23273,46.0,1287.0,391.0,464.0,754.0
-5.0,-133.0,-105.0,34.0,-113.0,1.276786585,4.910393214,1.859606006,-3.486854599,11194.082153,-21981,1287.0,391.0,464.0,754.0,83.0
-133.0,-105.0,34.0,-113.0,-58.0,4.910393214,1.859606006,-3.486854599,0.0520955310001,11328.3589396,-21457,391.0,464.0,754.0,83.0,131.0
-105.0,34.0,-113.0,-58.0,57.0,1.859606006,-3.486854599,0.0520955310001,-3.051938208,11438.2693328,-20888,464.0,754.0,83.0,131.0,17.0
34.0,-113.0,-58.0,57.0,39.0,-3.486854599,0.0520955310001,-3.051938208,1.227512119,11406.1289388,-20168,754.0,83.0,131.0,17.0,249.0
-113.0,-58.0,57.0,39.0,-104.0,0.0520955310001,-3.051938208,1.227512119,-3.588487782,11515.6420842,-19972,83.0,131.0,17.0,249.0,-111.0
-58.0,57.0,39.0,-104.0,-203.0,-3.051938208,1.227512119,-3.588487782,-5.470603842,11573.6941798,-19783,131.0,17.0,249.0,-111.0,374.0
57.0,39.0,-104.0,-203.0,-131.0,1.227512119,-3.588487782,-5.470603842,-7.446461929,11513.6422416,-19823,17.0,249.0,-111.0,374.0,-93.0
39.0,-104.0,-203.0,-131.0,9.0,-3.588487782,-5.470603842,-7.446461929,-11.353777304,11475.8697537,-19613,249.0,-111.0,374.0,-93.0,-356.0
-104.0,-203.0,-131.0,9.0,-199.0,-5.470603842,-7.446461929,-11.353777304,-5.490869528,11576.2812659,-19620,-111.0,374.0,-93.0,-356.0,-107.0
-203.0,-131.0,9.0,-199.0,53.0,-7.446461929,-11.353777304,-5.490869528,-8.779311453,11773.8106621,-19043,374.0,-93.0,-356.0,-107.0,-147.0
-131.0,9.0,-199.0,53.0,-3.0,-11.353777304,-5.490869528,-8.779311453,-4.101808979,11897.3642001,-19005,-93.0,-356.0,-107.0,-147.0,81.0
9.0,-199.0,53.0,-3.0,-254.0,-5.490869528,-8.779311453,-4.101808979,-4.239530459,11877.0104228,-19370,-356.0,-107.0,-147.0,81.0,-139.0
-199.0,53.0,-3.0,-254.0,-113.0,-8.779311453,-4.101808979,-4.239530459,-2.128934375,12070.5195533,-19278,-107.0,-147.0,81.0,-139.0,188.0
53.0,-3.0,-254.0,-113.0,4.0,-4.101808979,-4.239530459,-2.128934375,2.859142861,12008.7402418,-19478,-147.0,81.0,-139.0,188.0,317.0
-3.0,-254.0,-113.0,4.0,2.0,-4.239530459,-2.128934375,2.859142861,-6.209246718,12007.6384329,-19394,81.0,-139.0,188.0,317.0,352.0
-254.0,-113.0,4.0,2.0,-62.0,-2.128934375,2.859142861,-6.209246718,1.780404646,12257.3989024,-19279,-139.0,188.0,317.0,352.0,410.0
-113.0,4.0,2.0,-62.0,12.0,2.859142861,-6.209246718,1.780404646,5.841539224,12368.269968,-18978,188.0,317.0,352.0,410.0,716.0
