t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
-1.0,10.0,3.0,-25.0,2.0,4.914254349,1.509038796,3.773467092,1.085783257,7497.35929317,-28871,1891.0,82.0,127.0,792.0,499.0
10.0,3.0,-25.0,2.0,-143.0,1.509038796,3.773467092,1.085783257,-0.964279039,7492.27354752,-28799,82.0,127.0,792.0,499.0,193.0
3.0,-25.0,2.0,-143.0,-158.0,3.773467092,1.085783257,-0.964279039,-0.462939057,7490.78258632,-28675,127.0,792.0,499.0,193.0,46.0
-25.0,2.0,-143.0,-158.0,40.0,1.085783257,-0.964279039,-0.462939057,4.596825032,7519.55605341,-27858,792.0,499.0,193.0,46.0,1287.0
2.0,-143.0,-158.0,40.0,2.0,-0.964279039,-0.462939057,4.596825032,-0.174441716,7518.64183667,-27361,499.0,193.0,46.0,1287.0,391.0
-143.0,-158.0,40.0,2.0,48.0,-0.462939057,4.596825032,-0.174441716,2.725897371,7660.67755763,-27025,193.0,46.0,1287.0,391.0,464.0
-158.0,40.0,2.0,48.0,-77.0,4.596825032,-0.174441716,2.725897371,0.295813661,7818.21461857,-26821,46.0,1287.0,391.0,464.0,754.0
40.0,2.0,48.0,-77.0,-71.0,-0.174441716,2.725897371,0.295813661,-3.491866203,7782.81144361,-25574,1287.0,391.0,464.0,754.0,83.0
2.0,48.0,-77.0,-71.0,11.0,2.725897371,0.295813661,-3.491866203,-0.615061971,7780.63700189,-25185,391.0,464.0,754.0,83.0,131.0
48.0,-77.0,-71.0,11.0,-25.0,0.295813661,-3.491866203,-0.615061971,-2.179075873,7735.36289926,-24769,464.0,754.0,83.0,131.0,17.0
-77.0,-71.0,11.0,-25.0,-102.0,-3.491866203,-0.615061971,-2.179075873,1.484918373,7812.65871292,-23938,754.0,83.0,131.0,17.0,249.0
-71.0,11.0,-25.0,-102.0,-224.0,-0.615061971,-2.179075873,1.484918373,-2.143194876,7880.16684672,-23784,83.0,131.0,17.0,249.0,-111.0
11.0,-25.0,-102.0,-224.0,-76.0,-2.179075873,1.484918373,-2.143194876,-5.712081534,7868.55178475,-23664,131.0,17.0,249.0,-111.0,374.0
