t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
484.0,287.0,277.0,98.0,147.0,3.93583886,0.73208577,4.44999989,0.35344987,14206.1071425,-21821,1891.0,82.0,127.0,792.0,499.0
287.0,277.0,98.0,147.0,185.0,0.73208577,4.44999989,0.35344987,-3.3454679,13923.0429813,-22026,82.0,127.0,792.0,499.0,193.0
277.0,98.0,147.0,185.0,73.0,4.44999989,0.35344987,-3.3454679,-1.25393622,13646.7750671,-22176,127.0,792.0,499.0,193.0,46.0
98.0,147.0,185.0,73.0,233.0,0.35344987,-3.3454679,-1.25393622,4.09263236,13553.225067,-21482,792.0,499.0,193.0,46.0,1287.0
147.0,185.0,73.0,233.0,74.0,-3.3454679,-1.25393622,4.09263236,-0.15071541,13406.5785169,-21130,499.0,193.0,46.0,1287.0,391.0
185.0,73.0,233.0,74.0,106.0,-1.25393622,4.09263236,-0.15071541,0.76402871,13218.233049,-21122,193.0,46.0,1287.0,391.0,464.0
73.0,233.0,74.0,106.0,92.0,4.09263236,-0.15071541,0.76402871,-0.83208858,13143.9791128,-21149,46.0,1287.0,391.0,464.0,754.0
233.0,74.0,106.0,92.0,81.0,-0.15071541,0.76402871,-0.83208858,-4.11598984,12915.0717451,-20095,1287.0,391.0,464.0,754.0,83.0
74.0,106.0,92.0,81.0,-98.0,0.76402871,-0.83208858,-4.11598984,0.96842802,12840.9210297,-19778,391.0,464.0,754.0,83.0,131.0
106.0,92.0,81.0,-98.0,-39.0,-0.83208858,-4.11598984,0.96842802,-2.25056214,12735.6850584,-19420,464.0,754.0,83.0,131.0,17.0
92.0,81.0,-98.0,-39.0,-7.0,-4.11598984,0.96842802,-2.25056214,3.14062328,12642.8529698,-18758,754.0,83.0,131.0,17.0,249.0
81.0,-98.0,-39.0,-7.0,-99.0,0.96842802,-2.25056214,3.14062328,-4.61544843,12557.73698,-18756,83.0,131.0,17.0,249.0,-111.0
-98.0,-39.0,-7.0,-99.0,24.0,-2.25056214,3.14062328,-4.61544843,-6.17318802,12656.705408,-18527,131.0,17.0,249.0,-111.0,374.0
-39.0,-7.0,-99.0,24.0,68.0,3.14062328,-4.61544843,-6.17318802,-8.33011697,12693.4548459,-18471,17.0,249.0,-111.0,374.0,-93.0
-7.0,-99.0,24.0,68.0,-12.0,-4.61544843,-6.17318802,-8.33011697,-11.25778928,12703.5954692,-18215,249.0,-111.0,374.0,-93.0,-356.0
-99.0,24.0,68.0,-12.0,-85.0,-6.17318802,-8.33011697,-11.25778928,-4.88227014,12797.9800207,-18227,-111.0,374.0,-93.0,-356.0,-107.0
