t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
45.0,79.0,47.0,36.0,9.0,8.29910154,6.28286963,6.09305937,3.02523608,3791.52317888,-32064,1891.0,82.0,127.0,792.0,499.0
79.0,47.0,36.0,9.0,-6.0,6.28286963,6.09305937,3.02523608,-0.14178307,3720.82228042,-32061,82.0,127.0,792.0,499.0,193.0
47.0,36.0,9.0,-6.0,-21.0,6.09305937,3.02523608,-0.14178307,-0.5695133,3680.10515005,-31981,127.0,792.0,499.0,193.0,46.0
36.0,9.0,-6.0,-21.0,-37.0,3.02523608,-0.14178307,-0.5695133,9.14706016,3650.19820942,-31225,792.0,499.0,193.0,46.0,1287.0
9.0,-6.0,-21.0,-37.0,54.0,-0.14178307,-0.5695133,9.14706016,-1.18481233,3644.2234455,-30735,499.0,193.0,46.0,1287.0,391.0
-6.0,-21.0,-37.0,54.0,-125.0,-0.5695133,9.14706016,-1.18481233,6.63687122,3650.08166243,-30536,193.0,46.0,1287.0,391.0,464.0
-21.0,-37.0,54.0,-125.0,-34.0,9.14706016,-1.18481233,6.63687122,-0.56944615,3670.51214913,-30469,46.0,1287.0,391.0,464.0,754.0
-37.0,54.0,-125.0,-34.0,-15.0,-1.18481233,6.63687122,-0.56944615,-1.05649451,3716.65920929,-29145,1287.0,391.0,464.0,754.0,83.0
54.0,-125.0,-34.0,-15.0,5.0,6.63687122,-0.56944615,-1.05649451,-1.21856994,3661.47439696,-28808,391.0,464.0,754.0,83.0,131.0
-125.0,-34.0,-15.0,5.0,-29.0,-0.56944615,-1.05649451,-1.21856994,-2.430916,3793.11126818,-28219,464.0,754.0,83.0,131.0,17.0
-34.0,-15.0,5.0,-29.0,17.0,-1.05649451,-1.21856994,-2.430916,2.4825563,3826.54182203,-27431,754.0,83.0,131.0,17.0,249.0
-15.0,5.0,-29.0,17.0,18.0,-1.21856994,-2.430916,2.4825563,-6.78127929,3840.48532752,-27333,83.0,131.0,17.0,249.0,-111.0
5.0,-29.0,17.0,18.0,-81.0,-2.430916,2.4825563,-6.78127929,-3.18890516,3834.26675758,-27207,131.0,17.0,249.0,-111.0,374.0
-29.0,17.0,18.0,-81.0,-55.0,2.4825563,-6.78127929,-3.18890516,-4.63138337,3860.83584158,-27161,17.0,249.0,-111.0,374.0,-93.0
17.0,18.0,-81.0,-55.0,-39.0,-6.78127929,-3.18890516,-4.63138337,-10.59023656,3846.31839788,-26929,249.0,-111.0,374.0,-93.0,-356.0
18.0,-81.0,-55.0,-39.0,32.0,-3.18890516,-4.63138337,-10.59023656,-7.37651692,3821.53711859,-27058,-111.0,374.0,-93.0,-356.0,-107.0
-81.0,-55.0,-39.0,32.0,-74.0,-4.63138337,-10.59023656,-7.37651692,-7.71195294,3899.34821343,-26603,374.0,-93.0,-356.0,-107.0,-147.0
-55.0,-39.0,32.0,-74.0,19.0,-10.59023656,-7.37651692,-7.71195294,-5.73255356,3949.71683006,-26641,-93.0,-356.0,-107.0,-147.0,81.0
-39.0,32.0,-74.0,19.0,-70.0,-7.37651692,-7.71195294,-5.73255356,-10.4633324,3978.1265935,-26958,-356.0,-107.0,-147.0,81.0,-139.0
32.0,-74.0,19.0,-70.0,46.0,-7.71195294,-5.73255356,-10.4633324,-0.92289441,3938.75007658,-27097,-107.0,-147.0,81.0,-139.0,188.0
-74.0,19.0,-70.0,46.0,-21.0,-5.73255356,-10.4633324,-0.92289441,1.69594033,4005.03812364,-27170,-147.0,81.0,-139.0,188.0,317.0
19.0,-70.0,46.0,-21.0,-185.0,-10.4633324,-0.92289441,1.69594033,-3.42921011,3980.30557008,-27108,81.0,-139.0,188.0,317.0,352.0
-70.0,46.0,-21.0,-185.0,35.0,-0.92289441,1.69594033,-3.42921011,2.50546004,4039.84223768,-27177,-139.0,188.0,317.0,352.0,410.0
46.0,-21.0,-185.0,35.0,-118.0,1.69594033,-3.42921011,2.50546004,7.4024697,3992.91934327,-27035,188.0,317.0,352.0,410.0,716.0
-21.0,-185.0,35.0,-118.0,-117.0,-3.42921011,2.50546004,7.4024697,10.88473978,4015.6152836,-26697,317.0,352.0,410.0,716.0,549.0
-185.0,35.0,-118.0,-117.0,43.0,2.50546004,7.4024697,10.88473978,9.29049794,4197.18607349,-26160,352.0,410.0,716.0,549.0,689.0
35.0,-118.0,-117.0,43.0,34.0,7.4024697,10.88473978,9.29049794,3.86074485,4164.69153353,-25785,410.0,716.0,549.0,689.0,327.0
-118.0,-117.0,43.0,34.0,-33.0,10.88473978,9.29049794,3.86074485,-1.62359041,4290.09400323,-24951,716.0,549.0,689.0,327.0,307.0
-117.0,43.0,34.0,-33.0,-61.0,9.29049794,3.86074485,-1.62359041,4.28150015,4417.97874301,-24285,549.0,689.0,327.0,307.0,243.0
43.0,34.0,-33.0,-61.0,33.0,3.86074485,-1.62359041,4.28150015,9.20253359,4384.26924095,-23639,689.0,327.0,307.0,243.0,164.0
34.0,-33.0,-61.0,33.0,65.0,-1.62359041,4.28150015,9.20253359,12.93538625,4354.1299858,-23346,327.0,307.0,243.0,164.0,65.0
-33.0,-61.0,33.0,65.0,53.0,4.28150015,9.20253359,12.93538625,11.36992226,4385.50639539,-23006,307.0,243.0,164.0,65.0,53.0
-61.0,33.0,65.0,53.0,-15.0,9.20253359,12.93538625,11.36992226,10.72289464,4450.78789554,-22702,243.0,164.0,65.0,53.0,125.0
33.0,65.0,53.0,-15.0,-29.0,12.93538625,11.36992226,10.72289464,11.67656635,4426.99042913,-22571,164.0,65.0,53.0,125.0,367.0
65.0,53.0,-15.0,-29.0,140.0,11.36992226,10.72289464,11.67656635,4.2459892,4374.92581538,-22571,65.0,53.0,125.0,367.0,621.0
53.0,-15.0,-29.0,140.0,-144.0,10.72289464,11.67656635,4.2459892,6.54601291,4333.29573764,-22571,53.0,125.0,367.0,621.0,83.0
-15.0,-29.0,140.0,-144.0,-17.0,11.67656635,4.2459892,6.54601291,-2.19750428,4359.01863228,-22431,125.0,367.0,621.0,83.0,18.0
-29.0,140.0,-144.0,-17.0,112.0,4.2459892,6.54601291,-2.19750428,1.13413373,4399.69519863,-22035,367.0,621.0,83.0,18.0,9.0
140.0,-144.0,-17.0,112.0,-77.0,6.54601291,-2.19750428,1.13413373,4.02539302,4263.94118783,-21554,621.0,83.0,18.0,9.0,19.0
-144.0,-17.0,112.0,-77.0,46.0,-2.19750428,1.13413373,4.02539302,4.24452617,4414.48720074,-21327,83.0,18.0,9.0,19.0,52.0
-17.0,112.0,-77.0,46.0,-61.0,1.13413373,4.02539302,4.24452617,10.47282065,4429.28969646,-21292,18.0,9.0,19.0,52.0,9.0
112.0,-77.0,46.0,-61.0,-38.0,4.02539302,4.24452617,10.47282065,-6.12087469,4318.42383019,-21395,9.0,19.0,52.0,9.0,174.0
-77.0,46.0,-61.0,-38.0,-31.0,4.24452617,10.47282065,-6.12087469,-9.33041569,4399.44922321,-21299,19.0,52.0,9.0,174.0,-259.0
