t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
97.0,92.0,-42.0,-104.0,-62.0,8.15562667,3.31365449,8.08908456,4.43600055,6884.40448901,-28878,1891.0,82.0,127.0,792.0,499.0
92.0,-42.0,-104.0,-62.0,-41.0,3.31365449,8.08908456,4.43600055,-2.49699405,6800.56011568,-28888,82.0,127.0,792.0,499.0,193.0
-42.0,-104.0,-62.0,-41.0,-103.0,8.08908456,4.43600055,-2.49699405,1.4911856,6845.87377017,-28719,127.0,792.0,499.0,193.0,46.0
-104.0,-62.0,-41.0,-103.0,-45.0,4.43600055,-2.49699405,1.4911856,9.59697778,6957.96285473,-27823,792.0,499.0,193.0,46.0,1287.0
-62.0,-41.0,-103.0,-45.0,-97.0,-2.49699405,1.4911856,9.59697778,1.54333222,7024.39885528,-27262,499.0,193.0,46.0,1287.0,391.0
-41.0,-103.0,-45.0,-97.0,-67.0,1.4911856,9.59697778,1.54333222,7.27279124,7062.90186123,-27028,193.0,46.0,1287.0,391.0,464.0
-103.0,-45.0,-97.0,-67.0,-120.0,9.59697778,1.54333222,7.27279124,0.96502237,7167.39304683,-26879,46.0,1287.0,391.0,464.0,754.0
-45.0,-97.0,-67.0,-120.0,-101.0,1.54333222,7.27279124,0.96502237,-7.12309645,7221.99002461,-25547,1287.0,391.0,464.0,754.0,83.0
-97.0,-67.0,-120.0,-101.0,44.0,7.27279124,0.96502237,-7.12309645,-1.35932323,7320.53335683,-25059,391.0,464.0,754.0,83.0,131.0
-67.0,-120.0,-101.0,44.0,-89.0,0.96502237,-7.12309645,-1.35932323,-2.6726332,7394.80614807,-24528,464.0,754.0,83.0,131.0,17.0
-120.0,-101.0,44.0,-89.0,-44.0,-7.12309645,-1.35932323,-2.6726332,3.27476188,7515.77117044,-23654,754.0,83.0,131.0,17.0,249.0
-101.0,44.0,-89.0,-44.0,-72.0,-1.35932323,-2.6726332,3.27476188,-2.50202394,7609.64807399,-23470,83.0,131.0,17.0,249.0,-111.0
44.0,-89.0,-44.0,-72.0,-295.0,-2.6726332,3.27476188,-2.50202394,-7.71072583,7564.28875076,-23383,131.0,17.0,249.0,-111.0,374.0
-89.0,-44.0,-72.0,-295.0,-37.0,3.27476188,-2.50202394,-7.71072583,-15.98828382,7650.61611756,-23277,17.0,249.0,-111.0,374.0,-93.0
-44.0,-72.0,-295.0,-37.0,-229.0,-2.50202394,-7.71072583,-15.98828382,-15.23727586,7697.89087944,-22984,249.0,-111.0,374.0,-93.0,-356.0
-72.0,-295.0,-37.0,-229.0,-73.0,-7.71072583,-15.98828382,-15.23727586,-12.19907336,7767.3888555,-23023,-111.0,374.0,-93.0,-356.0,-107.0
-295.0,-37.0,-229.0,-73.0,-67.0,-15.98828382,-15.23727586,-12.19907336,-12.58326512,8054.67812967,-22354,374.0,-93.0,-356.0,-107.0,-147.0
-37.0,-229.0,-73.0,-67.0,72.0,-15.23727586,-12.19907336,-12.58326512,-9.24713699,8075.68984585,-22410,-93.0,-356.0,-107.0,-147.0,81.0
-229.0,-73.0,-67.0,72.0,24.0,-12.19907336,-12.58326512,-9.24713699,-10.13337944,8289.45256999,-22537,-356.0,-107.0,-147.0,81.0,-139.0
-73.0,-67.0,72.0,24.0,-32.0,-12.58326512,-9.24713699,-10.13337944,-4.35838225,8350.25349663,-22571,-107.0,-147.0,81.0,-139.0,188.0
-67.0,72.0,24.0,-32.0,132.0,-9.24713699,-10.13337944,-4.35838225,0.33859835,8404.67023151,-22651,-147.0,81.0,-139.0,188.0,317.0
72.0,24.0,-32.0,132.0,-320.0,-10.13337944,-4.35838225,0.33859835,-3.45924382,8323.42309452,-22642,81.0,-139.0,188.0,317.0,352.0
24.0,-32.0,132.0,-320.0,38.0,-4.35838225,0.33859835,-3.45924382,2.30601922,8289.28971508,-22805,-139.0,188.0,317.0,352.0,410.0
-32.0,132.0,-320.0,38.0,5.0,0.33859835,-3.45924382,2.30601922,8.08017207,8316.93133283,-22585,188.0,317.0,352.0,410.0,716.0
132.0,-320.0,38.0,5.0,-95.0,-3.45924382,2.30601922,8.08017207,13.83759378,8185.26993118,-22400,317.0,352.0,410.0,716.0,549.0
-320.0,38.0,5.0,-95.0,-182.0,2.30601922,8.08017207,13.83759378,11.34469587,8501.81068736,-21728,352.0,410.0,716.0,549.0,689.0
38.0,5.0,-95.0,-182.0,5.0,8.08017207,13.83759378,11.34469587,6.77877627,8466.11670658,-21356,410.0,716.0,549.0,689.0,327.0
5.0,-95.0,-182.0,5.0,-1.0,13.83759378,11.34469587,6.77877627,4.46945808,8469.19687865,-20645,716.0,549.0,689.0,327.0,307.0
-95.0,-182.0,5.0,-1.0,-7.0,11.34469587,6.77877627,4.46945808,2.5284836,8578.03447243,-20001,549.0,689.0,327.0,307.0,243.0
-182.0,5.0,-1.0,-7.0,-37.0,6.77877627,4.46945808,2.5284836,7.82371789,8771.3791683,-19130,689.0,327.0,307.0,243.0,164.0
5.0,-1.0,-7.0,-37.0,-74.0,4.46945808,2.5284836,7.82371789,11.8509356,8773.15794457,-18808,327.0,307.0,243.0,164.0,65.0
-1.0,-7.0,-37.0,-74.0,111.0,2.5284836,7.82371789,11.8509356,8.69988002,8778.62740265,-18500,307.0,243.0,164.0,65.0,53.0
-7.0,-37.0,-74.0,111.0,67.0,7.82371789,11.8509356,8.69988002,7.50717134,8788.15588625,-18250,243.0,164.0,65.0,53.0,125.0
-37.0,-74.0,111.0,67.0,-74.0,11.8509356,8.69988002,7.50717134,9.57701332,8832.97960414,-18049,164.0,65.0,53.0,125.0,367.0
-74.0,111.0,67.0,-74.0,349.0,8.69988002,7.50717134,9.57701332,5.43312037,8918.83053974,-17910,65.0,53.0,125.0,367.0,621.0
111.0,67.0,-74.0,349.0,56.0,7.50717134,9.57701332,5.43312037,5.55263237,8816.53041976,-17968,53.0,125.0,367.0,621.0,83.0
67.0,-74.0,349.0,56.0,38.0,9.57701332,5.43312037,5.55263237,-0.93207684,8757.0375911,-17910,125.0,367.0,621.0,83.0,18.0
-74.0,349.0,56.0,38.0,37.0,5.43312037,5.55263237,-0.93207684,2.34510461,8840.61460442,-17469,367.0,621.0,83.0,18.0,9.0
349.0,56.0,38.0,37.0,-7.0,5.55263237,-0.93207684,2.34510461,1.8095232,8497.04772479,-17197,621.0,83.0,18.0,9.0,19.0
56.0,38.0,37.0,-7.0,-28.0,-0.93207684,2.34510461,1.8095232,2.42947695,8446.60035716,-17170,83.0,18.0,9.0,19.0,52.0
38.0,37.0,-7.0,-28.0,10.0,2.34510461,1.8095232,2.42947695,8.83345482,8407.66828032,-17190,18.0,9.0,19.0,52.0,9.0
37.0,-7.0,-28.0,10.0,-48.0,1.8095232,2.42947695,8.83345482,-3.76495858,8373.01338493,-17218,9.0,19.0,52.0,9.0,174.0
-7.0,-28.0,10.0,-48.0,-120.0,2.42947695,8.83345482,-3.76495858,-13.20588027,8381.82290813,-17192,19.0,52.0,9.0,174.0,-259.0
-28.0,10.0,-48.0,-120.0,-49.0,8.83345482,-3.76495858,-13.20588027,-5.75571476,8412.25238508,-17112,52.0,9.0,174.0,-259.0,-175.0
10.0,-48.0,-120.0,-49.0,-63.0,-3.76495858,-13.20588027,-5.75571476,-7.06979267,8411.0858399,-17113,9.0,174.0,-259.0,-175.0,-65.0
-48.0,-120.0,-49.0,-63.0,-51.0,-13.20588027,-5.75571476,-7.06979267,-7.12246541,8455.32088132,-16891,174.0,-259.0,-175.0,-65.0,-18.0
-120.0,-49.0,-63.0,-51.0,-10.0,-5.75571476,-7.06979267,-7.12246541,-2.81975578,8562.11500105,-17030,-259.0,-175.0,-65.0,-18.0,-23.0
-49.0,-63.0,-51.0,-10.0,23.0,-7.06979267,-7.12246541,-2.81975578,-7.65478943,8605.35928629,-17156,-175.0,-65.0,-18.0,-23.0,-115.0
-63.0,-51.0,-10.0,23.0,-5.0,-7.12246541,-2.81975578,-7.65478943,-10.80639264,8661.28949362,-17158,-65.0,-18.0,-23.0,-115.0,-129.0
-51.0,-10.0,23.0,-5.0,-39.0,-2.81975578,-7.65478943,-10.80639264,-6.3866888,8705.16702821,-17125,-18.0,-23.0,-115.0,-129.0,-122.0
-10.0,23.0,-5.0,-39.0,74.0,-7.65478943,-10.80639264,-6.3866888,-3.83425685,8712.34727243,-17138,-23.0,-115.0,-129.0,-122.0,-63.0
23.0,-5.0,-39.0,74.0,16.0,-10.80639264,-6.3866888,-3.83425685,-3.9785691,8681.692483,-17276,-115.0,-129.0,-122.0,-63.0,-35.0
-5.0,-39.0,74.0,16.0,10.0,-6.3866888,-3.83425685,-3.9785691,-1.49792901,8675.88609036,-17400,-129.0,-122.0,-63.0,-35.0,328.0
-39.0,74.0,16.0,10.0,34.0,-3.83425685,-3.9785691,-1.49792901,5.09665745,8708.49940156,-17483,-122.0,-63.0,-35.0,328.0,260.0
74.0,16.0,10.0,34.0,-5.0,-3.9785691,-1.49792901,5.09665745,-0.332117,8630.66514471,-17620,-63.0,-35.0,328.0,260.0,409.0
16.0,10.0,34.0,-5.0,-35.0,-1.49792901,5.09665745,-0.332117,7.35765848,8610.68657561,-17671,-35.0,328.0,260.0,409.0,471.0
10.0,34.0,-5.0,-35.0,-25.0,5.09665745,-0.332117,7.35765848,9.94473705,8599.1886466,-17353,328.0,260.0,409.0,471.0,-5.0
34.0,-5.0,-35.0,-25.0,10.0,-0.332117,7.35765848,9.94473705,10.68811084,8570.28530405,-17127,260.0,409.0,471.0,-5.0,341.0
-5.0,-35.0,-25.0,10.0,41.0,7.35765848,9.94473705,10.68811084,19.83532316,8574.95318705,-16713,409.0,471.0,-5.0,341.0,493.0
-35.0,-25.0,10.0,41.0,-1.0,9.94473705,10.68811084,19.83532316,10.9266466,8617.31084553,-16207,471.0,-5.0,341.0,493.0,-30.0
-25.0,10.0,41.0,-1.0,2.0,10.68811084,19.83532316,10.9266466,12.2717047,8652.25558258,-16187,-5.0,341.0,493.0,-30.0,336.0
10.0,41.0,-1.0,2.0,79.0,19.83532316,10.9266466,12.2717047,11.80417934,8652.94369342,-15856,341.0,493.0,-30.0,336.0,424.0
