t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
304.0,176.0,34.0,167.0,30.0,3.974139127,2.454466956,2.959666575,1.484028281,7525.57218457,-28942,1891.0,82.0,127.0,792.0,499.0
176.0,34.0,167.0,30.0,138.0,2.454466956,2.959666575,1.484028281,-1.052327635,7353.5463237,-29036,82.0,127.0,792.0,499.0,193.0
34.0,167.0,30.0,138.0,80.0,2.959666575,1.484028281,-1.052327635,-0.765006314,7322.00079065,-28943,127.0,792.0,499.0,193.0,46.0
167.0,30.0,138.0,80.0,68.0,1.484028281,-1.052327635,-0.765006314,4.240684863,7157.96045723,-28318,792.0,499.0,193.0,46.0,1287.0
30.0,138.0,80.0,68.0,9.0,-1.052327635,-0.765006314,4.240684863,0.210378587,7129.44448551,-27849,499.0,193.0,46.0,1287.0,391.0
138.0,80.0,68.0,9.0,37.0,-0.765006314,4.240684863,0.210378587,1.90861667,6990.39215787,-27794,193.0,46.0,1287.0,391.0,464.0
80.0,68.0,9.0,37.0,-6.0,4.240684863,0.210378587,1.90861667,-0.061097602,6909.62715156,-27828,46.0,1287.0,391.0,464.0,754.0
68.0,9.0,37.0,-6.0,95.0,0.210378587,1.90861667,-0.061097602,-1.916202116,6845.86783642,-26609,1287.0,391.0,464.0,754.0,83.0
9.0,37.0,-6.0,95.0,-34.0,1.90861667,-0.061097602,-1.916202116,-0.221716395,6837.07821501,-26227,391.0,464.0,754.0,83.0,131.0
37.0,-6.0,95.0,-34.0,-13.0,-0.061097602,-1.916202116,-0.221716395,-1.522849515,6801.98683168,-25800,464.0,754.0,83.0,131.0,17.0
-6.0,95.0,-34.0,-13.0,-2.0,-1.916202116,-0.221716395,-1.522849515,1.264395098,6807.92573408,-25040,754.0,83.0,131.0,17.0,249.0
95.0,-34.0,-13.0,-2.0,25.0,-0.221716395,-1.522849515,1.264395098,-3.159602599,6711.00953196,-25052,83.0,131.0,17.0,249.0,-111.0
