0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
10.5722139586,10.5225575297,10.5203474649,10.51691489,10.4952385712,10.4813361087,10.4759067403,10.4746083321,10.4375803832,10.4260539825,10.4122009471,10.3892722531,10.3867158491,10.3826676985,10.3821411626,10.3743970214,10.3778566393,10.3661518144,10.3690751957,10.3801874616,10.3835033919,10.388041067,10.3855432628,10.3898257927,10.3840292112,10.3741784456,10.3631251395,10.350094604,10.326923546,10.3087859801,10.2855475522,10.2743267087,10.2636763158,10.2551650299,10.2493795691,10.2470772569,10.245196056,10.2407451949,10.2275618224,10.204850612,10.2017756814,10.2011075795,10.2007733611,10.2000674219,10.1981328255,10.1977976113,10.1912946172,10.2009590518,10.2074365975,10.2098318964,10.2104941969,10.2113398318,10.215557313,10.2202671558,10.2247011082,10.2269830978,10.2282486232,10.2163255449,10.2067722682,10.1915570499,10.1737436712,10.173934449,10.1608392752,10.141598531,10.1427800056,10.1294670787,10.1124104682,10.0969138891,10.1329709644,10.1455313634
9.66820815888,9.63711024658,9.61820260468,9.59960834518,9.59294618594,9.58286897984,9.57004073472,9.56493314971,9.54845411773,9.54316310009,9.53553496869,9.52886682772,9.52295892972,9.53010233789,9.53293098892,9.53343784965,9.54057893384,9.53885243892,9.5339444536,9.53481232087,9.5409382454,9.54481060593,9.5485254266,9.56219371064,9.55520585796,9.55108916536,9.53798807237,9.5354627274,9.50962981747,9.49213011872,9.47761563465,9.47331983179,9.47108794569,9.45155957002,9.43484299933,9.42464497462,9.4072220801,9.38806805976,9.38151671767,9.37644785491,9.37381884097,9.36871070795,9.36486241141,9.36031089855,9.35374783527,9.35079772467,9.35027621227,9.34879711512,9.34975442776,9.35210031701,9.3521870962,9.35426754078,9.36048303041,9.37254425185,9.38025190869,9.37940781309,9.38160098141,9.38092667255,9.38681151509,9.38714674808,9.3853855198,9.3817694876,9.37610901543,9.35953593834,9.35927748475,9.35996654593,9.35979432514,9.34897124015,9.34931939926,9.36185901962
9.03503415008,9.03836510724,9.0291781429,9.01213330595,8.9978894502,9.0094474296,9.01481198769,9.00956967151,9.01079126952,9.01541977961,9.01335177814,9.01432548805,9.02075247919,9.01529825077,9.01298639235,9.00773447188,9.00797935984,9.00736702745,9.0117674746,9.02135667231,9.02533521755,9.04156662773,9.04428578765,9.04416771692,9.046762058,9.06427359584,9.09380655572,9.0853438818,9.0811424335,9.07886400919,9.07726601775,9.07635173197,9.05765528431,9.06160831818,9.06543020018,9.06102796879,9.05578961213,9.04546572879,9.03788993498,9.05730573581,9.06067959742,9.07291569606,9.05788824878,9.05520587503,9.06958293426,9.0539204527,9.05169627854,9.05473863988,9.05707263557,9.07084839316,9.08568376738,9.09133158539,9.10819689831,9.12717613072,9.12685006148,9.1402397443,9.13507788748,9.14708103234,9.13680146864,9.13550906135,9.12978086412,9.12587121535,9.12598002336,9.12967246891,9.09560269451,9.08068716375,9.08125621856,9.08148374985,9.04758612067,9.04782144248
8.86700463533,8.83768121559,8.85466492837,8.86615849228,8.87220675603,8.88141955151,8.88848084772,8.89713534229,8.89041055197,8.89109883062,8.8801682479,8.88377886146,8.88806685475,8.88253050843,8.885855993,8.88765269033,8.89302349439,8.894258825,8.90177508861,8.92572027356,8.93075873556,8.9320804381,8.94806610346,8.95854011141,8.96928740012,8.97790377375,8.99056613813,8.99454475832,8.98869569679,8.99069070992,9.00466830157,9.02641753382,9.01978501026,9.02449260541,9.01978501026,9.00466830157,9.01432548805,9.01225522,9.0076120054,9.00834657938,9.01164550106,9.01663425632,9.02328764081,9.01578427751,9.00085314711,8.99205997633,8.99553694494,8.99702338148,9.00393101965,9.0117674746,9.02232262264,9.02437217426,9.02713842775,9.0321701863,9.03264808357,9.0196640108,9.0225639645,9.00810178134,8.9980131131,8.9981367607,8.98193299099,8.96737669321,8.95208764355,8.92345797969,8.91435727449,8.89699855274,8.8761255854,8.86064104177,8.86120833721,8.86304982792
9.56134929429,9.5050973581,9.45100945016,9.43938646894,9.42019602896,9.39249524821,9.40450815105,9.4072220801,9.40162167014,9.398146859,9.39424400995,9.38999170021,9.38923941197,9.38873757188,9.39032586897,9.39490940131,9.38798433922,9.39166142844,9.40021665317,9.40960098283,9.43348392329,9.43588104789,9.43898874392,9.4469133436,9.45148099999,9.44864835981,9.44081697066,9.44975089575,9.44375103565,9.44002250013,9.42891349478,9.43898874392,9.45516713412,9.44880593939,9.45163813387,9.43882960962,9.42899385802,9.40384911816,9.40079542867,9.38756563135,9.3873980991,9.39032586897,9.39972029314,9.38277992892,9.38462975707,9.35027621227,9.34975442776,9.35253413768,9.3582430019,9.36956387752,9.37186380613,9.36589007272,9.36956387752,9.37339415841,9.40450815105,9.40401391711,9.40820714011,9.41156545919,9.41564576516,9.41254625208,9.42173517626,9.38185373005,9.36845461507,9.32197118815,9.30027247948,9.29366997956,9.28730141311,9.29007534,9.29514097367,9.29935806829
9.01298639235,9.01359529452,9.02002696525,9.0225639645,9.02159824738,9.02159824738,9.01396045793,9.0027010072,8.99937239659,8.99986622376,9.00908061416,9.02280524813,9.02881849535,9.02833876399,9.03753340755,9.04876217632,9.06438931649,9.08386970792,9.07486423241,9.08794672376,9.09436819572,9.11723775371,9.11184512523,9.12695876304,9.14718755697,9.14195445911,9.14835857962,9.1549333647,9.1736763876,9.18686701579,9.18379103674,9.17523119486,9.15809926013,9.15957325492,9.16743287096,9.15154532547,9.12052506765,9.1098568334,9.0975075637,9.1122864315,9.11943049662,9.12761072438,9.13216259091,9.13216259091,9.12652388588,9.12565356381,9.14612179965,9.17097564845,9.18266080287,9.18399639664,9.20723555702,9.21024036698,9.21652123105,9.25521813075,9.24898399557,9.25339986144,9.26084335415,9.25540933534,9.24261393253,9.26605886073,9.26586968177,9.26378634768,9.2368849272,9.21453157659,9.21253795552,9.18379103674,9.17523119486,9.16816329308,9.146335042,9.15196945865
9.06357899058,9.05520587503,9.05963375455,9.06485206523,9.07474971767,9.08159749608,9.07966204833,9.07291569606,9.08045945112,9.07635173197,9.08715527141,9.08647638475,9.08975340899,9.088172738,9.09459276343,9.0839831831,9.09773142759,9.10164095505,9.11899233252,9.12956406195,9.13064760307,9.13798470978,9.15630648348,9.14388000528,9.14270372326,9.12880488399,9.15778312124,9.15122710748,9.14109746923,9.13658618339,9.12728479684,9.12685006148,9.13755460225,9.13970329238,9.13248693277,9.13873695312,9.12967246891,9.11437998083,9.08500388066,9.1047576094,9.1019753473,9.11217612319,9.11921143857,9.11074100675,9.09065552903,9.09481728072,9.10208678654,9.10342308963,9.09448048588,9.09088093194,9.10364563331,9.09873819539,9.10007897772,9.09661160665,9.10331179922,9.10297785365,9.09380655572,9.09773142759,9.08489052126,9.08896338581,9.07783702216,9.07577987858,9.0641578618,9.04581943981,9.0297772682,9.01164550106,8.99949587625,8.97765140782,8.97954260173,8.99912539153
8.78950778674,8.7693517078,8.77709288286,8.78124833324,8.77909581088,8.78155545855,8.78996465113,8.79118193674,8.78813593986,8.79346036105,8.79102985705,8.77940359789,8.79163803709,8.78874588194,8.78462153484,8.77740128687,8.7823228594,8.78950778674,8.79118193674,8.78920309447,8.78996465113,8.78293635635,8.78660945506,8.78660945506,8.78615105487,8.80161997115,8.79815271811,8.79467340138,8.79102985705,8.79163803709,8.79376375911,8.79920924224,8.79467340138,8.79254961418,8.78523362361,8.76950712003,8.76639427705,8.75321348054,8.74862232232,8.73085190352,8.71226643214,8.7274541169,8.71980745148,8.72794022239,8.73230457103,8.73262709966,8.73069036568,8.7353644011,8.73937628164,8.74719318353,8.74751094648,8.7411364229,8.7440099881,8.74639833411,8.75746914147,8.76280248745,8.77570388657,8.77059432989,8.77307495132,8.7777095958,8.77137018531,8.74464743832,8.70599371431,8.69550672681,8.6816901633,8.65067458279,8.61540823891,8.60263667323,8.60703389542,8.60886037994
8.64576229221,8.66406026723,8.67880170661,8.68912765532,8.69366433453,8.70084719344,8.72062371142,8.73761303681,8.7411364229,8.75004942158,8.75715452766,8.76732914779,8.77043908655,8.76966250811,8.76342807395,8.7702838191,8.77924971623,8.78262965492,8.78048010703,8.79239774236,8.79875658286,8.80417501875,8.83753604611,8.85137709752,8.8681317135,8.85936344915,8.85066091902,8.84750362592,8.87136500514,8.87080344398,8.8702415673,8.86897618927,8.87919392811,8.88114161932,8.88002911747,8.88155848864,8.87710289786,8.88197518425,8.87416809036,8.85580599254,8.87933317479,8.85865296955,8.86191700424,8.86728652399,8.84965740664,8.82217476095,8.79421868368,8.81284343352,8.8186302291,8.80086724247,8.80312373083,8.77894188184,8.79649020733,8.78676220844,8.77431295829,8.79285328864,8.79346036105,8.77986510086,8.78477459216,8.77183540979,8.75699718362,8.74193546409,8.72436994921,8.70896990698,8.67282848295,8.65049955872,8.6135936857,8.5716813767,8.5424709986,8.54616929965
9.70826311039,9.70564618408,9.69756978189,9.69190195006,9.68682296732,9.68464722904,9.68998487826,9.6832771952,9.68196768234,9.67671241499,9.66966215288,9.67394859413,9.68856015599,9.68986106991,9.69369201874,9.68862214267,9.68134350156,9.69066555029,9.71679646322,9.73896662037,9.75724717031,9.77263827411,9.79344944733,9.80067933255,9.80648093459,9.80829736553,9.80961633693,9.80095636389,9.78762766644,9.77166897792,9.75788357868,9.74922853351,9.74226190404,9.73636982948,9.72990767568,9.72310411637,9.71733868091,9.71709773157,9.71667593047,9.71516804394,9.71105505199,9.70698593217,9.70192201238,9.69990150044,9.69634037431,9.69171658752,9.69412362463,9.71281119136,9.71709773157,9.72627293311,9.73275854178,9.73631073307,9.74132150195,9.74496064431,9.74648280373,9.75027809629,9.75591518807,9.75875075607,9.75527752537,9.77428961406,9.76720953424,9.76175116222,9.7574207764,9.73908449624,9.73548301634,9.72901511069,9.71956471438,9.68514495816,9.69381535372,9.70601174797
