城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10564,0.209,-3.091
北京,32412,1.155,0.875
上海,32278,0.777,1.92
天津,10520,-0.548,-5.319
重庆,7211,0.755,-7.882
深圳,30916,0.641,0.983
广州,17526,0.332,-5.183
杭州,16215,0.508,-10.946
南京,13807,-0.051,-0.504
武汉,7761,-0.576,-6.685
成都,7965,-0.884,-3.185
苏州,11972,-0.457,-4.924
大连,10822,-1.214,-7.512
厦门,21421,1.272,14.264
西安,6700,-0.682,-9.214
长沙,6370,0.126,-8.398
宁波,12455,0.314,-6.739
东莞,9066,-1.424,-4.498
无锡,8209,0.527,-7.764
福州,13764,-1.142,-11.594
沈阳,7332,0.493,-6.348
青岛,9194,-0.895,-5.596
济南,8572,1.228,-2.58
南昌,8807,-0.486,-9.337
合肥,7421,-0.027,3.227
郑州,9019,0.793,-7.459
太原,6983,0.969,2.903
石家庄,6999,0.029,7.776
长春,6831,0.515,-2.983
哈尔滨,7188,0.07,-3.296
呼和浩特,6759,-1.887,-6.708
海口,9378,0.375,-10.949
南宁,7403,-0.497,-9.132
兰州,6991,0.474,-7.232
昆明,8177,0.049,-4.563
贵阳,4749,-1.289,-6.919
西宁,5984,0.962,3.907
银川,5097,0.157,-2.524
乌鲁木齐,7407,-1.002,-3.075
温州,12803,-1.584,-13.376
潍坊,4496,-1.77,-3.602
包头,5428,-0.732,-9.654
北海,5676,0.283,-1.612
常州,7229,-0.18,-9.941
桂林,5173,-2.138,-18.368
嘉兴,7252,-0.014,-8.538
南通,8413,-1.117,-10.49
唐山,5890,-0.456,-7.171
徐州,5811,-0.853,-5.94
镇江,6533,0.725,-1.344
扬州,8907,1.067,-6.124
佛山,8613,-0.116,-2.424
惠州,6477,-0.933,-4.229
昆山,9036,-0.276,-0.964
廊坊,7192,0.7,-0.056
连云港,5747,-0.347,0.754
洛阳,5300,1.222,-4.418
秦皇岛,6624,-0.316,-5.155
三亚,20764,-0.422,-17.097
汕头,8356,1.138,-5.71
烟台,6442,0.265,0.155
中山,6015,0.167,-6.816
珠海,13170,-0.008,3.465
吉林,5514,-0.523,-12.155
金华,8656,-1.165,-7.719
泉州,7790,1.353,-0.79
赣州,5698,-0.541,-0.576
宜昌,5615,-1.127,0.663
湛江,7121,0.084,-8.435
江门,5938,-1.542,-6.767
舟山,0,0,0
鞍山,5107,2.201,-1.637
宝鸡,3980,-2.019,-12.834
保定,5596,-0.178,9.489
德州,4449,0.045,-10.86
东营,5573,-0.589,-3.798
鄂尔多斯,8693,-0.674,-5.92
邯郸,5178,-0.135,2.555
菏泽,4315,0.7,-18.998
湖州,8819,0.927,0.136
宿迁,4781,0.61,-4.284
江阴,6437,-0.248,-9.018
聊城,4787,1.098,-8.137
柳州,6856,-0.262,-2.724
马鞍山,5117,0.333,-7.132
绵阳,4930,-0.545,-2.396
日照,5970,-0.317,-10.441
淮安,4818,-0.455,-7.842
台州,10441,-0.429,-9.976
泰州,6396,-0.683,-8.354
威海,6279,-0.222,0.048
吴江,0,0,0
芜湖,5864,0.6,-5.723
湘潭,3914,0.385,-6.274
新乡,4263,0.566,1.767
营口,4567,0.374,-6.548
张家港,8908,-1.395,-9.481
株洲,4704,-2.548,-7.219
淄博,5732,-0.209,-2.815
衡水,4928,-0.061,2.709
绍兴,9001,-0.486,-9.465
常熟,9126,-0.033,-6.706
盐城,5573,0.869,-2.073
