城市,样本平均价,环比涨跌,同比涨跌
全国(百城),8981,-0.67,0
北京,22684,-0.2,0
上海,25159,-1.25,0
天津,9848,-1.31,0
重庆,6729,-1.32,0
深圳,21935,-1.15,0
广州,12572,-1.8,0
杭州,16217,-1.21,0
南京,11491,-1.25,0
武汉,7026,-2.24,0
成都,7220,0.6,0
苏州,10885,-0.42,0
大连,10457,-2.67,0
厦门,13056,0.69,0
西安,6510,-1.59,0
长沙,4935,-1.24,0
宁波,13821,-0.43,0
东莞,7606,-0.24,0
无锡,8498,-0.02,0
福州,11238,-1.15,0
沈阳,5335,-0.6,0
青岛,8413,-1.51,0
济南,7859,2.41,0
南昌,7643,-2.75,0
合肥,6107,-0.05,0
郑州,6524,-0.88,0
太原,5179,4.33,0
石家庄,5630,-1.9,0
长春,6047,1.6,0
哈尔滨,6451,2.95,0
呼和浩特,5853,-1.96,0
海口,13994,-0.93,0
南宁,7798,-0.36,0
兰州,6296,0.3,0
昆明,7786,-0.32,0
贵阳,4978,-0.18,0
西宁,4730,-1.25,0
银川,4544,-0.15,0
乌鲁木齐,4685,2.81,0
温州,14102,-1.23,0
潍坊,3753,0.03,0
包头,4964,-4.13,0
北海,5168,0.1,0
常州,7053,-0.18,0
桂林,4272,-0.88,0
嘉兴,7699,1.05,0
南通,9380,-0.56,0
唐山,5869,0.67,0
徐州,4704,-0.04,0
镇江,5470,-0.18,0
扬州,7939,-1.94,0
佛山,8116,-0.01,0
惠州,5684,0,0
昆山,8509,-0.27,0
廊坊,5919,1.49,0
连云港,4643,0.85,0
洛阳,4477,0.58,0
秦皇岛,5837,0.97,0
三亚,27770,-1.85,0
汕头,6822,-4.32,0
烟台,5763,-0.64,0
中山,6122,-1.02,0
珠海,9927,-0.2,0
吉林,5374,0.13,0
金华,9158,0.96,0
泉州,6233,2.15,0
赣州,4619,0.13,0
宜昌,4866,1.44,0
湛江,4904,2.57,0
江门,5470,-1.3,0
舟山,0,0,0
鞍山,4655,-0.79,0
宝鸡,3810,-0.31,0
保定,4143,-0.12,0
德州,4479,2.26,0
东营,5200,0.12,0
鄂尔多斯,7413,2.01,0
邯郸,4100,-0.94,0
菏泽,2876,-0.66,0
湖州,7502,0.32,0
宿迁,4003,-0.52,0
江阴,7058,-3.01,0
聊城,4035,-0.2,0
柳州,5200,0.08,0
马鞍山,5682,-0.49,0
绵阳,4230,-0.02,0
日照,5704,2.83,0
淮安,4272,-0.51,0
台州,10590,-2.3,0
泰州,5128,-0.37,0
威海,5408,1.01,0
吴江,8759,0.46,0
芜湖,5825,-0.24,0
湘潭,3228,-3.27,0
新乡,2841,1.94,0
营口,4297,-1.24,0
张家港,9135,-0.14,0
株洲,3085,-0.42,0
淄博,5318,-0.62,0
衡水,3102,-1.08,0
绍兴,9673,-3.82,0
常熟,7497,-0.28,0
