城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10098,1,5.341
北京,26821,3.114,15.255
上海,28200,0.188,4.72
天津,10475,-0.56,1.178
重庆,7362,1.391,7.084
深圳,26729,1.937,12.344
广州,15678,2.41,15.246
杭州,16699,0.578,1.035
南京,12390,1.758,7.88
武汉,7741,0.116,2.857
成都,7934,1.497,7.696
苏州,12567,0.988,9.013
大连,11511,2.021,3.815
厦门,15662,3.359,13.124
西安,7280,0.525,2.061
长沙,6616,0.761,2.909
宁波,12902,-0.609,0.311
东莞,9233,3.335,0.098
无锡,8613,0.525,0.631
福州,14001,-0.632,7.436
沈阳,7577,0.411,3.243
青岛,9300,0.28,1.109
济南,8748,0.16,2.34
南昌,9206,0.043,10.397
合肥,6740,0.283,3.74
郑州,8705,2.183,13.568
太原,6184,1.845,3.515
石家庄,5982,1.493,2.344
长春,6693,2.121,5.919
哈尔滨,7250,1.13,6.43
呼和浩特,7259,-0.096,1.354
海口,10508,-1.574,-13.028
南宁,7425,1.034,-4.156
兰州,6953,1.341,-0.158
昆明,8242,-0.651,-1.787
贵阳,4988,-0.479,-1.189
西宁,5684,1.211,7.043
银川,5213,1.737,6.584
乌鲁木齐,7418,-0.282,10.898
温州,15480,-1.789,-21.668
潍坊,4593,0.724,3.399
包头,5788,0.959,6.124
北海,5805,0.816,-0.446
常州,8141,-0.961,0.767
桂林,5813,0.086,0.207
嘉兴,7605,1.59,0.383
南通,9429,3.151,-1.924
唐山,6268,0.788,3.484
徐州,5810,2.181,3.936
镇江,6435,0.312,3.059
扬州,9309,0.911,4.525
佛山,8668,0.732,7.824
惠州,6234,0.386,-2.012
昆山,9013,1.327,3.265
廊坊,6511,0.525,4.527
连云港,5671,1.413,7.752
洛阳,5287,0.513,1.497
秦皇岛,7120,0.593,4.261
三亚,23648,2.67,-8.751
汕头,8205,3.625,11.602
烟台,6542,-0.015,3.219
中山,6319,0.765,1.543
珠海,12304,-0.437,-2.758
吉林,5986,-2.094,5.443
金华,9419,1.805,-1.957
泉州,7142,3.372,7.076
赣州,5432,-1.218,8.1
宜昌,5300,0.455,0.991
湛江,6980,-0.343,8.638
江门,6191,0.765,6.613
舟山,0,0,0
鞍山,5217,0.948,5.012
宝鸡,4340,-1.52,4.102
保定,4856,-0.123,2.751
德州,4817,-0.269,-3.679
东营,5971,1.152,12.026
鄂尔多斯,8715,2.265,3.936
邯郸,4760,-0.168,4.8
菏泽,5093,0.414,17.784
湖州,8732,1.17,4.625
宿迁,4782,-0.104,2.839
江阴,6896,0.305,-2.723
聊城,5129,-0.136,-0.985
柳州,6302,-0.489,7.359
马鞍山,5629,0.951,-1.072
绵阳,4941,0.081,1.458
日照,6467,1.348,0.201
淮安,5024,0.843,5.835
台州,11736,-0.45,7.502
泰州,7198,0.447,7.113
威海,5934,1.108,0.576
吴江,0,0,0
芜湖,6115,1.208,2.275
湘潭,3993,2.437,4.392
新乡,4165,0.265,4.648
营口,4850,1,1.571
张家港,8468,-0.913,-10.297
株洲,4938,1.209,6.652
淄博,5867,0.738,2.48
衡水,4089,3.703,13.995
绍兴,10290,1.09,3.95
常熟,8760,3.071,6.947
盐城,5634,1.076,0
