城市,样本平均价,环比涨跌,同比涨跌
全国(百城),8940,-0.46,0
北京,22545,-0.61,0
上海,24268,-3.54,0
天津,9762,-0.87,0
重庆,6691,-0.56,0
深圳,22115,0.82,0
广州,12632,0.48,0
杭州,16077,-0.86,0
南京,11487,-0.03,0
武汉,7070,0.63,0
成都,7217,-0.04,0
苏州,10830,-0.51,0
大连,10588,1.25,0
厦门,13110,0.41,0
西安,6532,0.34,0
长沙,4929,-0.12,0
宁波,13781,-0.29,0
东莞,7545,-0.8,0
无锡,8791,3.45,0
福州,11236,-0.02,0
沈阳,5444,2.04,0
青岛,8410,-0.04,0
济南,7753,-1.35,0
南昌,7672,0.38,0
合肥,6202,1.56,0
郑州,6795,4.15,0
太原,5203,0.46,0
石家庄,5545,-1.51,0
长春,5973,-1.22,0
哈尔滨,6562,1.72,0
呼和浩特,5859,0.1,0
海口,13541,-3.24,0
南宁,7752,-0.59,0
兰州,6382,1.37,0
昆明,7936,1.93,0
贵阳,4912,-1.33,0
西宁,4668,-1.31,0
银川,4673,2.84,0
乌鲁木齐,4833,3.16,0
温州,13953,-1.06,0
潍坊,3721,-0.85,0
包头,5015,1.03,0
北海,5167,-0.02,0
常州,7049,-0.06,0
桂林,4348,1.78,0
嘉兴,7963,3.43,0
南通,9587,2.21,0
唐山,5757,-1.91,0
徐州,4705,0.02,0
镇江,5446,-0.44,0
扬州,7924,-0.19,0
佛山,8111,-0.06,0
惠州,5566,-2.08,0
昆山,8668,1.87,0
廊坊,6186,4.51,0
连云港,4658,0.32,0
洛阳,4489,0.27,0
秦皇岛,6077,4.11,0
三亚,27486,-1.02,0
汕头,6689,-1.95,0
烟台,5699,-1.11,0
中山,6124,0.03,0
珠海,9892,-0.35,0
吉林,5343,-0.58,0
金华,9242,0.92,0
泉州,6283,0.8,0
赣州,4665,1,0
宜昌,4806,-1.23,0
湛江,4990,1.75,0
江门,5634,3,0
舟山,0,0,0
鞍山,4779,2.66,0
宝鸡,3803,-0.18,0
保定,4173,0.72,0
德州,4393,-1.92,0
东营,5126,-1.42,0
鄂尔多斯,7685,3.67,0
邯郸,4142,1.02,0
菏泽,2939,2.19,0
湖州,7448,-0.72,0
宿迁,4002,-0.02,0
江阴,6792,-3.77,0
聊城,4114,1.96,0
柳州,5276,1.46,0
马鞍山,5644,-0.67,0
绵阳,4228,-0.05,0
日照,5750,0.81,0
淮安,4288,0.37,0
台州,10807,2.05,0
泰州,5280,2.96,0
威海,5375,-0.61,0
吴江,8968,2.39,0
芜湖,5824,-0.02,0
湘潭,3247,0.59,0
新乡,2914,2.57,0
营口,4357,1.4,0
张家港,9142,0.08,0
株洲,3184,3.21,0
淄博,5320,0.04,0
衡水,3133,1,0
绍兴,9882,2.16,0
常熟,7566,0.92,0
