城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9614,0.292,-2.207
北京,23997,0.811,0.79
上海,26905,0.194,-2.656
天津,10327,0.584,-4.917
重庆,7104,0.938,-1.511
深圳,24037,0.213,0.108
广州,13813,0.378,-0.833
杭州,16316,0.357,-4.913
南京,11618,0.658,-1.892
武汉,7587,1.648,-0.237
成都,7399,0.081,-3.884
苏州,11882,-0.185,-2.101
大连,11176,-0.17,1.168
厦门,14820,0.967,0.645
西安,7030,-0.397,-5.013
长沙,6344,0.619,-3.762
宁波,12828,-0.427,-2.612
东莞,8902,-1.45,-0.157
无锡,8563,-1.427,-8.152
福州,13244,0.197,-8.34
沈阳,7486,-0.346,3.598
青岛,9128,-0.044,-0.664
济南,8550,-0.058,-0.222
南昌,8276,2.236,-4.599
合肥,6291,-0.222,-5.668
郑州,7603,0.502,0.277
太原,6068,0.915,1.915
石家庄,5849,0.326,0.827
长春,6331,1.199,-2.854
哈尔滨,6733,-1.319,0.104
呼和浩特,7155,-0.293,1.432
海口,11741,1.496,-11.322
南宁,7771,-0.295,-6.509
兰州,6938,-0.942,-0.13
昆明,8349,-0.984,-1.277
贵阳,4997,-0.617,-4.29
西宁,5435,-0.275,3.82
银川,4982,0.464,1.301
乌鲁木齐,6896,1.741,9.634
温州,17338,-4.024,-10.021
潍坊,4404,0.319,-0.497
包头,5574,-0.535,2.614
北海,5731,-1.715,-1.698
常州,8232,1.504,-0.387
桂林,5843,0.637,5.45
嘉兴,7541,-0.066,-4.797
南通,9248,0.565,-11.418
唐山,6184,0.194,1.112
徐州,5543,-1.071,-0.36
镇江,6173,-0.435,-3.426
扬州,9052,2.029,0.779
佛山,8094,-0.675,-4.653
惠州,6390,-0.187,-3.24
昆山,8822,0.364,-2.948
廊坊,6129,0.229,-9.213
连云港,5265,0.133,0.535
洛阳,5176,-0.135,-2.303
秦皇岛,6783,-0.015,-1.467
三亚,25853,-0.749,-4.679
汕头,7006,-0.919,-3.379
烟台,6325,0.301,0.413
中山,6270,0.416,-3.375
珠海,12134,0.756,-7.424
吉林,5653,-0.405,-3.942
金华,9267,-0.654,-7.892
泉州,6420,-1.654,-7.931
赣州,5006,0.785,-2.398
宜昌,5233,1.71,-1.598
湛江,6600,-0.076,5.112
江门,5826,0.866,-1.338
舟山,0,0,0
鞍山,4924,-0.061,-3.375
宝鸡,4268,1.426,2.498
保定,4703,-0.276,0.534
德州,4784,-0.354,-2.922
东营,5468,0.718,1.977
鄂尔多斯,8378,0.855,0.48
邯郸,4616,-0.539,0.676
菏泽,4612,2.398,14.584
湖州,8256,-0.254,-3.63
宿迁,4570,0.95,0.616
江阴,7150,0.889,-3.6
聊城,5262,1.937,3.522
柳州,5810,0.432,-2.221
马鞍山,5606,0.827,-7.354
绵阳,4865,-0.082,4.736
日照,6492,0.433,-0.276
淮安,4676,0.279,-0.637
台州,10999,1.261,-3.509
泰州,7096,1.779,7.727
威海,5901,0.511,1.357
吴江,9677,0.052,-3.211
芜湖,5908,0.238,-8.075
湘潭,3797,0.689,-0.991
新乡,4043,0.949,16.078
营口,4658,0.194,-2.857
张家港,9179,0.098,-4.832
株洲,4609,3.156,4.679
淄博,5831,1.303,0.587
衡水,3624,0.611,3.484
绍兴,9713,-0.287,-3.054
常熟,7997,-0.572,-4.945
