城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9739,0.7,0
北京,23769,0.23,0
上海,27086,1.53,0
天津,10873,-0.27,0
重庆,7419,0.66,0
深圳,23996,1.07,0
广州,13717,0.42,0
杭州,17245,-1.88,0
南京,11930,-0.03,0
武汉,7601,0.97,0
成都,7770,-0.05,0
苏州,12279,0.31,0
大连,11018,0.63,0
厦门,14000,0.49,0
西安,7222,0.71,0
长沙,6207,3.35,0
宁波,13420,0.43,0
东莞,8658,1.6,0
无锡,9291,0.13,0
福州,14623,0.52,0
沈阳,6715,3.5,0
青岛,9102,-0.43,0
济南,8530,0.55,0
南昌,8471,0.85,0
合肥,6748,0.33,0
郑州,7503,-0.61,0
太原,5850,1,0
石家庄,5767,1.55,0
长春,6314,-0.05,0
哈尔滨,6647,-1.16,0
呼和浩特,6828,0.93,0
海口,13255,-3.18,0
南宁,8246,-0.43,0
兰州,6838,0.43,0
昆明,8432,0.01,0
贵阳,5208,0.77,0
西宁,5119,1.61,0
银川,4845,0.37,0
乌鲁木齐,6036,3.16,0
温州,17652,4.33,0
潍坊,4296,2.21,0
包头,5314,0.3,0
北海,5909,0.37,0
常州,8087,-0.01,0
桂林,5326,2.29,0
嘉兴,8043,0.8,0
南通,10328,-2.32,0
唐山,5949,0.52,0
徐州,5490,2.22,0
镇江,6458,-0.46,0
扬州,8821,-0.41,0
佛山,8435,-0.57,0
惠州,6222,0.84,0
昆山,9043,0.22,0
廊坊,6893,1.71,0
连云港,5083,1.4,0
洛阳,5218,0.87,0
秦皇岛,6824,1.94,0
三亚,26860,2.5,0
汕头,7229,1.76,0
烟台,6130,1.46,0
中山,6561,2.18,0
珠海,13138,4.15,0
吉林,5712,0.02,0
金华,9939,1.74,0
泉州,6680,2.06,0
赣州,5010,0.5,0
宜昌,5173,0.84,0
湛江,6066,-0.43,0
江门,5791,-0.36,0
舟山,0,0,0
鞍山,5023,0.78,0
宝鸡,4097,-0.68,0
保定,4699,0,0
德州,4815,2.99,0
东营,5407,1.65,0
鄂尔多斯,8212,1.87,0
邯郸,4474,0.9,0
菏泽,3708,2.97,0
湖州,8323,0.6,0
宿迁,4513,1.46,0
江阴,7430,0.22,0
聊城,5006,2.86,0
柳州,5716,1.51,0
马鞍山,5968,0.69,0
绵阳,4612,1.25,0
日照,6190,0.95,0
淮安,4695,1.43,0
台州,11661,1.76,0
泰州,6534,1.3,0
威海,5713,1.87,0
吴江,9851,0.68,0
芜湖,6603,0.59,0
湘潭,3738,2.64,0
新乡,3306,3.25,0
营口,4792,1.05,0
张家港,9584,1.64,0
株洲,4214,3.08,0
淄博,5705,1.37,0
衡水,3465,2.67,0
绍兴,9959,-0.05,0
常熟,8192,0.7,0
