城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9042,0.75,0
北京,22729,-0.18,0
上海,25477,1.89,0
天津,9979,-1.03,0
重庆,6819,0.44,0
深圳,22190,-0.24,0
广州,12802,2.9,0
杭州,16416,3.23,0
南京,11636,2.27,0
武汉,7187,0.5,0
成都,7177,1.46,0
苏州,10931,-3.28,0
大连,10744,-3.84,0
厦门,12966,0.27,0
西安,6615,-1.06,0
长沙,4997,3.5,0
宁波,13881,2.79,0
东莞,7624,-0.83,0
无锡,8500,-0.47,0
福州,11369,0.42,0
沈阳,5367,1.69,0
青岛,8542,0.48,0
济南,7674,0.68,0
南昌,7859,-0.54,0
合肥,6110,0.05,0
郑州,6582,2.27,0
太原,4964,0.75,0
石家庄,5739,2.92,0
长春,5952,2.83,0
哈尔滨,6266,0.67,0
呼和浩特,5970,1.05,0
海口,14125,-0.61,0
南宁,7826,-0.14,0
兰州,6277,3.27,0
昆明,7811,1.01,0
贵阳,4987,0.24,0
西宁,4790,0.29,0
银川,4551,1.18,0
乌鲁木齐,4557,2.04,0
温州,14278,3.67,0
潍坊,3752,1.1,0
包头,5178,0.37,0
北海,5163,0.25,0
常州,7066,0.73,0
桂林,4310,0.09,0
嘉兴,7619,0.61,0
南通,9433,2.52,0
唐山,5830,0.41,0
徐州,4706,1.05,0
镇江,5480,-0.6,0
扬州,8096,0.66,0
佛山,8117,0.48,0
惠州,5684,-0.87,0
昆山,8532,0.44,0
廊坊,5832,0.88,0
连云港,4604,0.11,0
洛阳,4451,0.88,0
秦皇岛,5781,0.87,0
三亚,28293,-1.14,0
汕头,7130,0.21,0
烟台,5800,0.85,0
中山,6185,-4.58,0
珠海,9947,1.33,0
吉林,5367,0.36,0
金华,9071,0.38,0
泉州,6102,0.44,0
赣州,4613,1.27,0
宜昌,4797,0.27,0
湛江,4781,1.88,0
江门,5542,0.84,0
舟山,0,0,0
鞍山,4692,0.69,0
宝鸡,3822,0.18,0
保定,4148,0.46,0
德州,4380,0.09,0
东营,5194,1.31,0
鄂尔多斯,7267,0.85,0
邯郸,4139,0.27,0
菏泽,2895,0.1,0
湖州,7478,0.74,0
宿迁,4024,0.3,0
江阴,7277,-0.27,0
聊城,4043,0.17,0
柳州,5196,0.56,0
马鞍山,5710,-0.14,0
绵阳,4231,0,0
日照,5547,0.04,0
淮安,4294,0.77,0
台州,10839,0.72,0
泰州,5147,0.08,0
威海,5354,0.11,0
吴江,8719,0.13,0
芜湖,5839,0.6,0
湘潭,3337,0.42,0
新乡,2787,2.13,0
营口,4351,2.18,0
张家港,9148,0.54,0
株洲,3098,2.48,0
淄博,5351,0.32,0
衡水,3136,2.02,0
绍兴,10057,0.64,0
常熟,7518,1.35,0
