城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9653,0.135,-1.45
北京,24222,0.77,1.722
上海,26933,0.033,-1.898
天津,10348,0.039,-3.497
重庆,7123,0.169,2.474
深圳,24147,0.408,0.332
广州,14086,1.04,1.777
杭州,16432,0.508,-3.726
南京,11716,0.386,-0.383
武汉,7654,0.118,0.183
成都,7444,0.148,-2.425
苏州,11972,-0.935,1.708
大连,11146,0.171,1.015
厦门,14884,-0.315,0.813
西安,7045,0,-4.539
长沙,6352,-0.392,-3.728
宁波,12736,-0.64,-3.192
东莞,8878,-0.101,-2.547
无锡,8716,1.514,-5.281
福州,13198,-1.05,-6.503
沈阳,7433,-0.013,-0.893
青岛,9109,-0.055,-1.716
济南,8530,-0.012,-1.147
南昌,8422,-0.201,-3.815
合肥,6335,1.021,-4.694
郑州,7748,1.533,0.938
太原,6058,-0.263,2.262
石家庄,5779,-0.602,-1.315
长春,6435,0.61,0.093
哈尔滨,6840,0.736,2.227
呼和浩特,7081,-0.268,-0.225
海口,11842,0.998,-8.287
南宁,7540,-1.554,-9.408
兰州,6829,-1.868,-2.163
昆明,8299,-0.336,-1.343
贵阳,4980,0.201,-4.083
西宁,5478,0.532,4.662
银川,5059,1.444,2.951
乌鲁木齐,6854,-0.102,7.801
温州,17342,0.023,-13.991
潍坊,4464,1.224,-0.8
包头,5583,0.667,3.122
北海,5699,0.088,-1.025
常州,8239,-0.663,-1.542
桂林,5841,-0.494,1.902
嘉兴,7501,-0.398,-4.104
南通,9206,-0.454,-11.98
唐山,6203,-0.113,3.263
徐州,5513,-0.649,-1.729
镇江,6170,0.768,-1.877
扬州,9065,-0.701,1.569
佛山,8131,0.247,-2.983
惠州,6503,0.062,-5.052
昆山,8999,0,-0.266
廊坊,6160,-0.275,-5.565
连云港,5218,-1.917,-0.591
洛阳,5247,1.607,-1.075
秦皇岛,6910,0.626,-0.072
三亚,25827,-0.772,-3.605
汕头,7252,1.911,-0.576
烟台,6288,-0.475,-0.206
中山,6290,-0.127,-1.703
珠海,12086,0.224,-5.718
吉林,5701,-0.506,-2.078
金华,9436,1.912,-5.81
泉州,6311,0.111,-6.044
赣州,5015,0.723,-1.993
宜昌,5224,-0.172,-0.628
湛江,6560,1.69,1.469
江门,5832,0.155,-1.486
舟山,0,0,0
鞍山,5018,2.054,-2.563
宝鸡,4279,0.991,1.615
保定,4736,0.573,1.153
德州,4636,-1.696,-8.452
东营,5500,-0.145,0.109
鄂尔多斯,8348,-0.737,-2.431
邯郸,4609,-0.946,0.043
菏泽,4891,3.142,19.731
湖州,8285,-0.277,-2.758
宿迁,4568,0,1.04
江阴,7145,-0.335,-4.784
聊城,5441,1.739,9.698
柳州,5733,0.456,-4.275
马鞍山,5641,2.026,-4.89
绵阳,4877,0.247,2.008
日照,6491,-0.353,-0.368
淮安,4750,1.844,0.126
台州,10917,1.009,-3.959
泰州,7035,-0.326,7.454
威海,5855,1.07,1.053
吴江,9805,-0.588,-1.149
芜湖,5949,-0.318,-5.18
湘潭,3763,-1.052,-3.809
新乡,4098,2.655,12.986
营口,4666,-0.086,-1.52
张家港,9040,-1.686,-6.756
株洲,4578,-0.457,4.568
淄博,5838,-0.171,3.953
衡水,3678,1.35,5.266
绍兴,9743,0.381,-3.093
常熟,7981,-1.066,-5.984
