城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10899,0.461,2.928
北京,34925,0.951,8.114
上海,36143,1.4,12.455
天津,10927,0.303,2.572
重庆,6937,0.405,-3.986
深圳,41139,2.54,34.749
广州,17001,-0.328,-2.119
杭州,16104,0.218,0.549
南京,14661,1.013,5.376
武汉,8819,1.263,13.457
成都,7771,0.687,-3.189
苏州,12335,2.809,3.274
大连,10029,-0.585,-8.943
厦门,21442,0.21,3.235
西安,6426,-1.305,-6.572
长沙,6364,0.84,-0.888
宁波,12279,0.912,-1.925
东莞,9487,-0.556,1.422
无锡,8086,-1.149,-1.004
福州,12572,-0.443,-11.819
沈阳,7222,0.208,-1.15
青岛,8769,-0.758,-6.144
济南,8518,0.817,-0.873
南昌,8759,0.563,-2.635
合肥,7825,0.385,5.772
郑州,9398,0.342,3.332
太原,7110,-0.028,2.111
石家庄,7262,-1.103,3.58
长春,6874,-1.221,0.674
哈尔滨,7137,0.07,-0.293
呼和浩特,6422,-0.155,-7.317
海口,9425,-0.254,0.021
南宁,7152,0.449,-6.326
兰州,7228,-0.331,4.663
昆明,7682,-0.26,-7.345
贵阳,4555,-2.837,-4.787
西宁,5854,-0.102,-3.128
银川,4800,-1.76,-6.177
乌鲁木齐,7291,-0.722,-2.579
温州,13187,0.587,-1.926
潍坊,4438,-0.76,-2.973
包头,5503,-1.256,0.31
北海,5413,-0.111,-5.779
常州,7131,-0.917,-2.06
桂林,4975,-0.896,-7.904
嘉兴,7429,-0.456,2.243
南通,8280,0,-4.189
唐山,5862,-0.068,-1.529
徐州,5711,-0.418,-3.807
镇江,6497,-0.246,-0.322
扬州,8732,-0.682,-2.272
佛山,8701,0.52,1.174
惠州,6753,1.656,4.101
昆山,9124,-1.639,1.649
廊坊,7483,1.644,4.104
连云港,5855,0.463,2.075
洛阳,5273,-0.415,-1.236
秦皇岛,6416,0.047,-4.779
三亚,19550,-1.521,-8.212
汕头,8169,-0.669,-1.85
烟台,6292,-1.271,-2.841
中山,6045,0.415,1.239
珠海,13800,1.062,6.162
吉林,5367,-0.093,-4.773
金华,8285,0.024,-7.76
泉州,7447,-0.865,-3.436
赣州,5859,0.154,1.683
宜昌,5386,-1.661,-5.674
湛江,7017,-3.12,-1.75
江门,5861,0.068,-3.124
舟山,0,0,0
鞍山,5123,-0.311,1.165
宝鸡,3849,0,-4.939
保定,6246,0.225,11.895
德州,4495,-0.178,0.492
东营,5478,-0.2,-1.881
鄂尔多斯,8472,-0.458,-3.475
邯郸,5165,0.272,-0.232
菏泽,4122,-0.29,-5.415
湖州,8407,-0.095,-2.742
宿迁,4607,-0.711,-3.901
江阴,6252,0.112,-5.244
聊城,4643,0.324,-1.569
柳州,7180,0.504,2.777
马鞍山,4918,0.183,-3.227
绵阳,4720,-3.85,-4.357
日照,5794,0.052,-2.899
淮安,4787,-1.156,-1.866
台州,9579,-2.81,-9.853
泰州,5965,-0.716,-8.203
威海,6267,-0.016,-1.12
吴江,0,0,0
芜湖,5549,-0.627,-5.901
湘潭,3985,-0.797,2.075
新乡,4093,-0.389,-3.785
营口,4493,0.089,-2.538
张家港,8844,0,-1.962
株洲,4611,-0.238,-3.917
淄博,5837,-0.477,0.969
衡水,4953,0.467,0.671
绍兴,8320,-0.74,-8.742
常熟,9180,0.515,-0.315
盐城,5530,-0.288,-0.522
