城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10758,0.683,10.987
北京,31333,0.179,28.477
上海,30544,1.83,13.332
天津,10986,1.562,5.19
重庆,7740,0.663,7.92
深圳,30330,1.198,25.253
广州,17871,1.678,26.664
杭州,17812,1.609,7.958
南京,13489,1.765,14.547
武汉,8262,0.756,7.676
成都,8273,0.352,10.557
苏州,12629,0.374,5.797
大连,11603,0.843,4.39
厦门,18400,1.361,22.373
西安,7296,0.344,4.348
长沙,6916,0.714,7.843
宁波,13405,0.668,4.157
东莞,9224,-0.281,4.675
无锡,8788,0.228,2.067
福州,15390,1.377,15.88
沈阳,7747,0.925,3.417
青岛,9666,1.003,6.489
济南,8707,-0.183,1.741
南昌,9817,-0.768,11.964
合肥,7118,1.108,12.271
郑州,9668,0.572,24.845
太原,6743,1.567,9.642
石家庄,6443,0.358,10.857
长春,7093,0.269,8.955
哈尔滨,7475,1.164,8.428
呼和浩特,7169,-0.056,0.575
海口,10581,0.733,-11.032
南宁,7967,0.264,4.788
兰州,7593,0.079,10.734
昆明,8546,-0.732,2.495
贵阳,5030,0.701,0.339
西宁,5701,-0.297,2.702
银川,5202,1.069,1.92
乌鲁木齐,7648,-0.091,10.536
温州,15040,-1.137,-10.402
潍坊,4644,-0.407,4.807
包头,5987,1.32,8.342
北海,5951,1.988,4.294
常州,8012,-0.199,-2.269
桂林,6199,2.176,4.097
嘉兴,7989,0.706,7.625
南通,9640,-1.31,5.574
唐山,6351,1.163,1.909
徐州,6239,1.911,11.71
镇江,6575,-0.061,8.195
扬州,9331,0.452,3.99
佛山,9238,-0.377,13.225
惠州,6583,-0.829,1.542
昆山,9019,-0.022,1.008
廊坊,7248,1.046,17.662
连云港,5777,0.035,9.683
洛阳,5623,2.872,6.617
秦皇岛,6973,0.086,1.263
三亚,24670,0.809,-4.09
汕头,8777,0.792,20.514
烟台,6496,-1.68,3.555
中山,6385,-0.374,1.591
珠海,12650,-0.893,5.101
吉林,6184,0.292,7.848
金华,9768,0.452,6.579
泉州,7682,0.445,22.247
赣州,5777,0.627,13.164
宜昌,5526,-0.145,4.679
湛江,7766,3.505,19.569
江门,6313,0.095,6.549
舟山,0,0,0
鞍山,5364,-1.361,9.158
宝鸡,4539,-2.324,6.675
保定,4924,-2.937,4.588
德州,5006,2.059,4.838
东营,5746,-1.895,4.587
鄂尔多斯,9206,-0.851,11.13
邯郸,4960,1.619,7.104
菏泽,5305,0.856,6.249
湖州,8943,1.741,8.439
宿迁,5085,1.965,9.473
江阴,7035,-0.085,-0.734
聊城,5215,0.058,-3.211
柳州,6900,2.359,19.109
马鞍山,5593,-2.049,-0.551
绵阳,5089,0.693,5.537
日照,6712,0.584,3.277
淮安,5279,-0.246,10.834
台州,11612,0.912,4.5
泰州,7125,0.056,-0.794
威海,6187,0.065,3.774
吴江,0,0,0
芜湖,6294,0.607,6.534
湘潭,4044,0.149,6.786
新乡,4273,-1.019,6.772
营口,4881,0.743,3.192
张家港,9445,2.263,4.342
株洲,5107,-0.312,9.475
淄博,5984,0.386,2.501
衡水,4639,1.643,26.369
绍兴,9899,-0.951,1.206
常熟,9714,0.403,19.985
盐城,5702,-1.401,0
