t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
777,707,147,239,337,9.48344772,2.024432468,2.908415766,1.839191779,12424.0544472,-23716,1891,82,127,792,499
707,147,239,337,-145,2.024432468,2.908415766,1.839191779,-2.744773605,11726.5378949,-24341,82,127,792,499,193
147,239,337,-145,-33,2.908415766,1.839191779,-2.744773605,0.320231573,11581.5623274,-24361,127,792,499,193,46
239,337,-145,-33,68,1.839191779,-2.744773605,0.320231573,1.454644876,11345.4707431,-23808,792,499,193,46,1287
337,-145,-33,68,42,-2.744773605,0.320231573,1.454644876,-2.04357452,11010.3099349,-23646,499,193,46,1287,391
-145,-33,68,42,47,0.320231573,1.454644876,-2.04357452,1.847369016,11152.5651613,-23308,193,46,1287,391,464
-33,68,42,47,51,1.454644876,-2.04357452,1.847369016,-3.521061884,11185.8853929,-23229,46,1287,391,464,754
68,42,47,51,9,-2.04357452,1.847369016,-3.521061884,-4.559802464,11119.3400378,-22010,1287,391,464,754,83
42,47,51,9,6,1.847369016,-3.521061884,-4.559802464,-0.78965451,11075.2964632,-21661,391,464,754,83,131
47,51,9,6,-19,-3.521061884,-4.559802464,-0.78965451,-2.633872425,11030.1438323,-21244,464,754,83,131,17
51,9,6,-19,-55,-4.559802464,-0.78965451,-2.633872425,-0.21275949,10975.6227704,-20541,754,83,131,17,249
9,6,-19,-55,83,-0.78965451,-2.633872425,-0.21275949,-3.2071345,10962.0629679,-20467,83,131,17,249,-111
6,-19,-55,83,-44,-2.633872425,-0.21275949,-3.2071345,-9.39606945,10955.2733134,-20342,131,17,249,-111,374
-19,-55,83,-44,-103,-0.21275949,-3.2071345,-9.39606945,-8.22794469,10971.639441,-20306,17,249,-111,374,-93
-55,83,-44,-103,-114,-3.2071345,-9.39606945,-8.22794469,-10.35845361,11026.4266815,-20002,249,-111,374,-93,-356
83,-44,-103,-114,-295,-9.39606945,-8.22794469,-10.35845361,-8.92529901,10940.219547,-20196,-111,374,-93,-356,-107
-44,-103,-114,-295,-30,-8.22794469,-10.35845361,-8.92529901,-9.25655506,10974.8234775,-19778,374,-93,-356,-107,-147
-103,-114,-295,-30,-39,-10.35845361,-8.92529901,-9.25655506,-4.56805541,11069.5955328,-19768,-93,-356,-107,-147,81
-114,-295,-30,-39,-100,-8.92529901,-9.25655506,-4.56805541,-7.9327002,11173.2370792,-20010,-356,-107,-147,81,-139
-295,-30,-39,-100,-58,-9.25655506,-4.56805541,-7.9327002,-5.36664497,11459.3117802,-19822,-107,-147,81,-139,188
-30,-39,-100,-58,36,-4.56805541,-7.9327002,-5.36664497,0.27151667,11480.0552252,-19939,-147,81,-139,188,317
-39,-100,-58,36,99,-7.9327002,-5.36664497,0.27151667,-7.36788489,11514.4871698,-19819,81,-139,188,317,352
-100,-58,36,99,-113,-5.36664497,0.27151667,-7.36788489,-1.98850005,11606.5544695,-19858,-139,188,317,352,410
-58,36,99,-113,76,0.27151667,-7.36788489,-1.98850005,0.74040613,11659.1878246,-19612,188,317,352,410,716
36,99,-113,76,47,-7.36788489,-1.98850005,0.74040613,4.26803452,11623.4593413,-19331,317,352,410,716,549
99,-113,76,47,139,-1.98850005,0.74040613,4.26803452,3.36617717,11517.0914564,-19078,352,410,716,549,689
-113,76,47,139,-126,0.74040613,4.26803452,3.36617717,1.29216703,11628.1029563,-18555,410,716,549,689,327
76,47,139,-126,-205,4.26803452,3.36617717,1.29216703,0.73892157,11552.8433624,-17915,716,549,689,327,307
47,139,-126,-205,81,3.36617717,1.29216703,0.73892157,-0.2423259,11510.111397,-17413,549,689,327,307,243
139,-126,-205,81,-36,1.29216703,0.73892157,-0.2423259,4.04665546,11374.4775741,-16863,689,327,307,243,164
-126,-205,81,-36,162,0.73892157,-0.2423259,4.04665546,10.19266799,11501.7697412,-16410,327,307,243,164,65
-205,81,-36,162,123,-0.2423259,4.04665546,10.19266799,9.35452691,11707.5086627,-15898,307,243,164,65,53
81,-36,162,123,309,4.04665546,10.19266799,9.35452691,9.2190145,11626.2663368,-15736,243,164,65,53,125
-36,162,123,309,37,10.19266799,9.35452691,9.2190145,6.81089829,11666.3129923,-15536,164,65,53,125,367
162,123,309,37,159,9.35452691,9.2190145,6.81089829,3.09085486,11514.5056603,-15633,65,53,125,367,621
123,309,37,159,2,9.2190145,6.81089829,3.09085486,2.0050723,11400.8601872,-15703,53,125,367,621,83
309,37,159,2,-35,6.81089829,3.09085486,2.0050723,-2.27791754,11101.0792017,-15887,125,367,621,83,18
37,159,2,-35,-113,3.09085486,2.0050723,-2.27791754,0.17597266,11070.8901,-15557,367,621,83,18,9
159,2,-35,-113,203,2.0050723,-2.27791754,0.17597266,2.64210995,10914.9809548,-15095,621,83,18,9,19
2,-35,-113,203,-22,-2.27791754,0.17597266,2.64210995,1.55975,10914.9860271,-15014,83,18,9,19,52
-35,-113,203,-22,402,0.17597266,2.64210995,1.55975,9.8662287,10947.7081096,-14961,18,9,19,52,9
-113,203,-22,402,6,2.64210995,1.55975,9.8662287,-4.25363274,11060.8840823,-14839,9,19,52,9,174
203,-22,402,6,-32,1.55975,9.8662287,-4.25363274,-8.86178437,10860.5261922,-15023,19,52,9,174,-259
