t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
-5,45,-23,-5,-34,9.48344772,2.024432468,2.908415766,1.839191779,6442.05444718,-29698,1891,82,127,792,499
45,-23,-5,-34,78,2.024432468,2.908415766,1.839191779,-2.744773605,6406.5378949,-29661,82,127,792,499,193
-23,-5,-34,78,134,2.908415766,1.839191779,-2.744773605,0.320231573,6431.56232737,-29511,127,792,499,193,46
-5,-34,78,134,15,1.839191779,-2.744773605,0.320231573,1.454644876,6439.47074313,-28714,792,499,193,46,1287
-34,78,134,15,-32,-2.744773605,0.320231573,1.454644876,-2.04357452,6475.30993491,-28181,499,193,46,1287,391
78,134,15,-32,36,0.320231573,1.454644876,-2.04357452,1.847369016,6394.56516131,-28066,193,46,1287,391,464
134,15,-32,36,-18,1.454644876,-2.04357452,1.847369016,-3.521061884,6260.88539288,-28154,46,1287,391,464,754
15,-32,36,-18,23,-2.04357452,1.847369016,-3.521061884,-4.559802464,6247.34003776,-26882,1287,391,464,754,83
-32,36,-18,23,-18,1.847369016,-3.521061884,-4.559802464,-0.78965451,6277.29646324,-26459,391,464,754,83,131
36,-18,23,-18,-7,-3.521061884,-4.559802464,-0.78965451,-2.633872425,6243.14383225,-26031,464,754,83,131,17
-18,23,-18,-7,-1,-4.559802464,-0.78965451,-2.633872425,-0.21275949,6257.62277037,-25259,754,83,131,17,249
23,-18,-7,-1,-13,-0.78965451,-2.633872425,-0.21275949,-3.2071345,6230.0629679,-25199,83,131,17,249,-111
-18,-7,-1,-13,-76,-2.633872425,-0.21275949,-3.2071345,-9.39606945,6247.27331339,-25050,131,17,249,-111,374
-7,-1,-13,-76,-118,-0.21275949,-3.2071345,-9.39606945,-8.22794469,6251.63944097,-25026,17,249,-111,374,-93
-1,-13,-76,-118,-6,-3.2071345,-9.39606945,-8.22794469,-10.35845361,6252.42668148,-24776,249,-111,374,-93,-356
-13,-76,-118,-6,-36,-9.39606945,-8.22794469,-10.35845361,-8.92529901,6262.21954698,-24874,-111,374,-93,-356,-107
-76,-118,-6,-36,-105,-8.22794469,-10.35845361,-8.92529901,-9.25655506,6328.82347753,-24424,374,-93,-356,-107,-147
-118,-6,-36,-105,-51,-10.35845361,-8.92529901,-9.25655506,-4.56805541,6438.59553284,-24399,-93,-356,-107,-147,81
-6,-36,-105,-51,-161,-8.92529901,-9.25655506,-4.56805541,-7.9327002,6434.23707923,-24749,-356,-107,-147,81,-139
-36,-105,-51,-161,12,-9.25655506,-4.56805541,-7.9327002,-5.36664497,6461.31178022,-24820,-107,-147,81,-139,188
-105,-51,-161,12,3,-4.56805541,-7.9327002,-5.36664497,0.27151667,6557.05522516,-24862,-147,81,-139,188,317
-51,-161,12,3,-125,-7.9327002,-5.36664497,0.27151667,-7.36788489,6603.48716975,-24730,81,-139,188,317,352
-161,12,3,-125,-104,-5.36664497,0.27151667,-7.36788489,-1.98850005,6756.55446955,-24708,-139,188,317,352,410
12,3,-125,-104,44,0.27151667,-7.36788489,-1.98850005,0.74040613,6739.18782458,-24532,188,317,352,410,716
3,-125,-104,44,56,-7.36788489,-1.98850005,0.74040613,4.26803452,6736.45934125,-24218,317,352,410,716,549
-125,-104,44,56,28,-1.98850005,0.74040613,4.26803452,3.36617717,6854.09145636,-23741,352,410,716,549,689
