t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
72,-38,-45,-86,-60,9.48344772,2.024432468,2.908415766,1.839191779,7559.05444718,-28581,1891,82,127,792,499
-38,-45,-86,-60,17,2.024432468,2.908415766,1.839191779,-2.744773605,7606.5378949,-28461,82,127,792,499,193
-45,-86,-60,17,59,2.908415766,1.839191779,-2.744773605,0.320231573,7653.56232737,-28289,127,792,499,193,46
-86,-60,17,59,-66,1.839191779,-2.744773605,0.320231573,1.454644876,7742.47074313,-27411,792,499,193,46,1287
-60,17,59,-66,36,-2.744773605,0.320231573,1.454644876,-2.04357452,7804.30993491,-26852,499,193,46,1287,391
17,59,-66,36,-95,0.320231573,1.454644876,-2.04357452,1.847369016,7784.56516131,-26676,193,46,1287,391,464
59,-66,36,-95,6,1.454644876,-2.04357452,1.847369016,-3.521061884,7725.88539288,-26689,46,1287,391,464,754
-66,36,-95,6,-29,-2.04357452,1.847369016,-3.521061884,-4.559802464,7793.34003776,-25336,1287,391,464,754,83
36,-95,6,-29,14,1.847369016,-3.521061884,-4.559802464,-0.78965451,7755.29646324,-24981,391,464,754,83,131
-95,6,-29,14,-57,-3.521061884,-4.559802464,-0.78965451,-2.633872425,7852.14383225,-24422,464,754,83,131,17
6,-29,14,-57,94,-4.559802464,-0.78965451,-2.633872425,-0.21275949,7842.62277037,-23674,754,83,131,17,249
-29,14,-57,94,-122,-0.78965451,-2.633872425,-0.21275949,-3.2071345,7867.0629679,-23562,83,131,17,249,-111
14,-57,94,-122,-35,-2.633872425,-0.21275949,-3.2071345,-9.39606945,7852.27331339,-23445,131,17,249,-111,374
-57,94,-122,-35,-157,-0.21275949,-3.2071345,-9.39606945,-8.22794469,7906.63944097,-23371,17,249,-111,374,-93
94,-122,-35,-157,-97,-3.2071345,-9.39606945,-8.22794469,-10.35845361,7812.42668148,-23216,249,-111,374,-93,-356
-122,-35,-157,-97,-10,-9.39606945,-8.22794469,-10.35845361,-8.92529901,7931.21954698,-23205,-111,374,-93,-356,-107
-35,-157,-97,-10,-68,-8.22794469,-10.35845361,-8.92529901,-9.25655506,7956.82347753,-22796,374,-93,-356,-107,-147
-157,-97,-10,-68,-172,-10.35845361,-8.92529901,-9.25655506,-4.56805541,8105.59553284,-22732,-93,-356,-107,-147,81
-97,-10,-68,-172,117,-8.92529901,-9.25655506,-4.56805541,-7.9327002,8192.23707923,-22991,-356,-107,-147,81,-139
-10,-68,-172,117,11,-9.25655506,-4.56805541,-7.9327002,-5.36664497,8193.31178022,-23088,-107,-147,81,-139,188
-68,-172,117,11,129,-4.56805541,-7.9327002,-5.36664497,0.27151667,8252.05522516,-23167,-147,81,-139,188,317
-172,117,11,129,-271,-7.9327002,-5.36664497,0.27151667,-7.36788489,8419.48716975,-22914,81,-139,188,317,352
117,11,129,-271,62,-5.36664497,0.27151667,-7.36788489,-1.98850005,8294.55446955,-23170,-139,188,317,352,410
11,129,-271,62,95,0.27151667,-7.36788489,-1.98850005,0.74040613,8278.18782458,-22993,188,317,352,410,716
129,-271,62,95,42,-7.36788489,-1.98850005,0.74040613,4.26803452,8149.45934125,-22805,317,352,410,716,549
-271,62,95,42,86,-1.98850005,0.74040613,4.26803452,3.36617717,8413.09145636,-22182,352,410,716,549,689
62,95,42,86,4,0.74040613,4.26803452,3.36617717,1.29216703,8349.10295631,-21834,410,716,549,689,327
95,42,86,4,-99,4.26803452,3.36617717,1.29216703,0.73892157,8254.84336244,-21213,716,549,689,327,307
42,86,4,-99,-20,3.36617717,1.29216703,0.73892157,-0.2423259,8217.11139696,-20706,549,689,327,307,243
86,4,-99,-20,67,1.29216703,0.73892157,-0.2423259,4.04665546,8134.47757413,-20103,689,327,307,243,164
4,-99,-20,67,-58,0.73892157,-0.2423259,4.04665546,10.19266799,8131.76974116,-19780,327,307,243,164,65
-99,-20,67,-58,84,-0.2423259,4.04665546,10.19266799,9.35452691,8231.50866273,-19374,307,243,164,65,53
-20,67,-58,84,140,4.04665546,10.19266799,9.35452691,9.2190145,8251.26633683,-19111,243,164,65,53,125
67,-58,84,140,263,10.19266799,9.35452691,9.2190145,6.81089829,8188.31299229,-19014,164,65,53,125,367
-58,84,140,263,-176,9.35452691,9.2190145,6.81089829,3.09085486,8256.50566028,-18891,65,53,125,367,621
84,140,263,-176,25,9.2190145,6.81089829,3.09085486,2.0050723,8181.86018719,-18922,53,125,367,621,83
140,263,-176,25,-92,6.81089829,3.09085486,2.0050723,-2.27791754,8051.07920169,-18937,125,367,621,83,18
263,-176,25,-92,-64,3.09085486,2.0050723,-2.27791754,0.17597266,7794.89009998,-18833,367,621,83,18,9
-176,25,-92,-64,77,2.0050723,-2.27791754,0.17597266,2.64210995,7973.98095484,-18036,621,83,18,9,19
25,-92,-64,77,180,-2.27791754,0.17597266,2.64210995,1.55975,7950.98602714,-17978,83,18,9,19,52
-92,-64,77,180,-37,0.17597266,2.64210995,1.55975,9.8662287,8040.7081096,-17868,18,9,19,52,9
-64,77,180,-37,-65,2.64210995,1.55975,9.8662287,-4.25363274,8104.88408226,-17795,9,19,52,9,174
77,180,-37,-65,-12,1.55975,9.8662287,-4.25363274,-8.86178437,8030.52619221,-17853,19,52,9,174,-259
180,-37,-65,-12,80,9.8662287,-4.25363274,-8.86178437,-4.83791868,7852.08594221,-17981,52,9,174,-259,-175
-37,-65,-12,80,32,-4.25363274,-8.86178437,-4.83791868,-5.36003991,7898.95217091,-17935,9,174,-259,-175,-65
-65,-12,80,32,-114,-8.86178437,-4.83791868,-5.36003991,-7.12507253,7959.69853817,-17696,174,-259,-175,-65,-18
-12,80,32,-114,44,-4.83791868,-5.36003991,-7.12507253,-1.10993931,7962.8367538,-17943,-259,-175,-65,-18,-23
80,32,-114,44,-12,-5.36003991,-7.12507253,-1.10993931,-5.48129658,7877.99883512,-18198,-175,-65,-18,-23,-115
32,-114,44,-12,31,-7.12507253,-1.10993931,-5.48129658,-10.56868972,7840.63879521,-18295,-65,-18,-23,-115,-129
-114,44,-12,31,-60,-1.10993931,-5.48129658,-10.56868972,-6.64138442,7947.51372268,-18199,-18,-23,-115,-129,-122
44,-12,31,-60,3,-5.48129658,-10.56868972,-6.64138442,-2.25328399,7902.40378337,-18266,-23,-115,-129,-122,-63
-12,31,-60,3,82,-10.56868972,-6.64138442,-2.25328399,-2.4769224,7908.92248679,-18369,-115,-129,-122,-63,-35
31,-60,3,82,-35,-6.64138442,-2.25328399,-2.4769224,-2.02472658,7867.35379707,-18529,-129,-122,-63,-35,328
-60,3,82,-35,114,-2.25328399,-2.4769224,-2.02472658,3.28551702,7920.71241265,-18591,-122,-63,-35,328,260
3,82,-35,114,-36,-2.4769224,-2.02472658,3.28551702,-0.7430688,7915.45912866,-18657,-63,-35,328,260,409
