t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
110,-124,-86,-56,111,9.48344772,2.024432468,2.908415766,1.839191779,11009.0544472,-25131,1891,82,127,792,499
-124,-86,-56,111,31,2.024432468,2.908415766,1.839191779,-2.744773605,11142.5378949,-24925,82,127,792,499,193
-86,-56,111,31,5,2.908415766,1.839191779,-2.744773605,0.320231573,11230.5623274,-24712,127,792,499,193,46
-56,111,31,5,-5,1.839191779,-2.744773605,0.320231573,1.454644876,11289.4707431,-23864,792,499,193,46,1287
111,31,5,-5,-133,-2.744773605,0.320231573,1.454644876,-2.04357452,11180.3099349,-23476,499,193,46,1287,391
31,5,-5,-133,-105,0.320231573,1.454644876,-2.04357452,1.847369016,11146.5651613,-23314,193,46,1287,391,464
5,-5,-133,-105,34,1.454644876,-2.04357452,1.847369016,-3.521061884,11141.8853929,-23273,46,1287,391,464,754
-5,-133,-105,34,-113,-2.04357452,1.847369016,-3.521061884,-4.559802464,11148.3400378,-21981,1287,391,464,754,83
-133,-105,34,-113,-58,1.847369016,-3.521061884,-4.559802464,-0.78965451,11279.2964632,-21457,391,464,754,83,131
-105,34,-113,-58,57,-3.521061884,-4.559802464,-0.78965451,-2.633872425,11386.1438323,-20888,464,754,83,131,17
34,-113,-58,57,39,-4.559802464,-0.78965451,-2.633872425,-0.21275949,11348.6227704,-20168,754,83,131,17,249
-113,-58,57,39,-104,-0.78965451,-2.633872425,-0.21275949,-3.2071345,11457.0629679,-19972,83,131,17,249,-111
-58,57,39,-104,-203,-2.633872425,-0.21275949,-3.2071345,-9.39606945,11514.2733134,-19783,131,17,249,-111,374
57,39,-104,-203,-131,-0.21275949,-3.2071345,-9.39606945,-8.22794469,11454.639441,-19823,17,249,-111,374,-93
39,-104,-203,-131,9,-3.2071345,-9.39606945,-8.22794469,-10.35845361,11415.4266815,-19613,249,-111,374,-93,-356
-104,-203,-131,9,-199,-9.39606945,-8.22794469,-10.35845361,-8.92529901,11516.219547,-19620,-111,374,-93,-356,-107
-203,-131,9,-199,53,-8.22794469,-10.35845361,-8.92529901,-9.25655506,11709.8234775,-19043,374,-93,-356,-107,-147
-131,9,-199,53,-3,-10.35845361,-8.92529901,-9.25655506,-4.56805541,11832.5955328,-19005,-93,-356,-107,-147,81
9,-199,53,-3,-254,-8.92529901,-9.25655506,-4.56805541,-7.9327002,11813.2370792,-19370,-356,-107,-147,81,-139
-199,53,-3,-254,-113,-9.25655506,-4.56805541,-7.9327002,-5.36664497,12003.3117802,-19278,-107,-147,81,-139,188
53,-3,-254,-113,4,-4.56805541,-7.9327002,-5.36664497,0.27151667,11941.0552252,-19478,-147,81,-139,188,317
-3,-254,-113,4,2,-7.9327002,-5.36664497,0.27151667,-7.36788489,11939.4871698,-19394,81,-139,188,317,352
-254,-113,4,2,-62,-5.36664497,0.27151667,-7.36788489,-1.98850005,12185.5544695,-19279,-139,188,317,352,410
-113,4,2,-62,12,0.27151667,-7.36788489,-1.98850005,0.74040613,12293.1878246,-18978,188,317,352,410,716
4,2,-62,12,89,-7.36788489,-1.98850005,0.74040613,4.26803452,12289.4593413,-18665,317,352,410,716,549
2,-62,12,89,138,-1.98850005,0.74040613,4.26803452,3.36617717,12280.0914564,-18315,352,410,716,549,689
