t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
-28,77,141,116,-94,9.48344772,2.024432468,2.908415766,1.839191779,7416.05444718,-28724,1891,82,127,792,499
77,141,116,-94,-44,2.024432468,2.908415766,1.839191779,-2.744773605,7348.5378949,-28719,82,127,792,499,193
141,116,-94,-44,43,2.908415766,1.839191779,-2.744773605,0.320231573,7209.56232737,-28733,127,792,499,193,46
116,-94,-44,43,-10,1.839191779,-2.744773605,0.320231573,1.454644876,7096.47074313,-28057,792,499,193,46,1287
-94,-44,43,-10,-38,-2.744773605,0.320231573,1.454644876,-2.04357452,7192.30993491,-27464,499,193,46,1287,391
-44,43,-10,-38,17,0.320231573,1.454644876,-2.04357452,1.847369016,7233.56516131,-27227,193,46,1287,391,464
43,-10,-38,17,-8,1.454644876,-2.04357452,1.847369016,-3.521061884,7190.88539288,-27224,46,1287,391,464,754
-10,-38,17,-8,-53,-2.04357452,1.847369016,-3.521061884,-4.559802464,7202.34003776,-25927,1287,391,464,754,83
-38,17,-8,-53,45,1.847369016,-3.521061884,-4.559802464,-0.78965451,7238.29646324,-25498,391,464,754,83,131
17,-8,-53,45,19,-3.521061884,-4.559802464,-0.78965451,-2.633872425,7223.14383225,-25051,464,754,83,131,17
-8,-53,45,19,43,-4.559802464,-0.78965451,-2.633872425,-0.21275949,7227.62277037,-24289,754,83,131,17,249
-53,45,19,43,-2,-0.78965451,-2.633872425,-0.21275949,-3.2071345,7276.0629679,-24153,83,131,17,249,-111
45,19,43,-2,5,-2.633872425,-0.21275949,-3.2071345,-9.39606945,7230.27331339,-24067,131,17,249,-111,374
19,43,-2,5,-36,-0.21275949,-3.2071345,-9.39606945,-8.22794469,7208.63944097,-24069,17,249,-111,374,-93
43,-2,5,-36,-79,-3.2071345,-9.39606945,-8.22794469,-10.35845361,7165.42668148,-23863,249,-111,374,-93,-356
-2,5,-36,-79,-33,-9.39606945,-8.22794469,-10.35845361,-8.92529901,7164.21954698,-23972,-111,374,-93,-356,-107
5,-36,-79,-33,-136,-8.22794469,-10.35845361,-8.92529901,-9.25655506,7149.82347753,-23603,374,-93,-356,-107,-147
-36,-79,-33,-136,-23,-10.35845361,-8.92529901,-9.25655506,-4.56805541,7177.59553284,-23660,-93,-356,-107,-147,81
-79,-33,-136,-23,1,-8.92529901,-9.25655506,-4.56805541,-7.9327002,7246.23707923,-23937,-356,-107,-147,81,-139
-33,-136,-23,1,-22,-9.25655506,-4.56805541,-7.9327002,-5.36664497,7270.31178022,-24011,-107,-147,81,-139,188
-136,-23,1,-22,-150,-4.56805541,-7.9327002,-5.36664497,0.27151667,7397.05522516,-24022,-147,81,-139,188,317
-23,1,-22,-150,-259,-7.9327002,-5.36664497,0.27151667,-7.36788489,7415.48716975,-23918,81,-139,188,317,352
1,-22,-150,-259,75,-5.36664497,0.27151667,-7.36788489,-1.98850005,7406.55446955,-24058,-139,188,317,352,410
-22,-150,-259,75,37,0.27151667,-7.36788489,-1.98850005,0.74040613,7423.18782458,-23848,188,317,352,410,716
-150,-259,75,37,20,-7.36788489,-1.98850005,0.74040613,4.26803452,7573.45934125,-23381,317,352,410,716,549
-259,75,37,20,14,-1.98850005,0.74040613,4.26803452,3.36617717,7825.09145636,-22770,352,410,716,549,689
75,37,20,14,8,0.74040613,4.26803452,3.36617717,1.29216703,7748.10295631,-22435,410,716,549,689,327
37,20,14,8,162,4.26803452,3.36617717,1.29216703,0.73892157,7711.84336244,-21756,716,549,689,327,307
20,14,8,162,-34,3.36617717,1.29216703,0.73892157,-0.2423259,7696.11139696,-21227,549,689,327,307,243
14,8,162,-34,-33,1.29216703,0.73892157,-0.2423259,4.04665546,7685.47757413,-20552,689,327,307,243,164
8,162,-34,-33,38,0.73892157,-0.2423259,4.04665546,10.19266799,7678.76974116,-20233,327,307,243,164,65
162,-34,-33,38,45,-0.2423259,4.04665546,10.19266799,9.35452691,7517.50866273,-20088,307,243,164,65,53
-34,-33,38,45,88,4.04665546,10.19266799,9.35452691,9.2190145,7551.26633683,-19811,243,164,65,53,125
-33,38,45,88,64,10.19266799,9.35452691,9.2190145,6.81089829,7588.31299229,-19614,164,65,53,125,367
