t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
20,48,1,35,-277,9.48344772,2.024432468,2.908415766,1.839191779,8659.05444718,-27481,1891,82,127,792,499
48,1,35,-277,-60,2.024432468,2.908415766,1.839191779,-2.744773605,8620.5378949,-27447,82,127,792,499,193
1,35,-277,-60,-193,2.908415766,1.839191779,-2.744773605,0.320231573,8621.56232737,-27321,127,792,499,193,46
35,-277,-60,-193,-77,1.839191779,-2.744773605,0.320231573,1.454644876,8589.47074313,-26564,792,499,193,46,1287
-277,-60,-193,-77,-24,-2.744773605,0.320231573,1.454644876,-2.04357452,8868.30993491,-25788,499,193,46,1287,391
-60,-193,-77,-24,-6,0.320231573,1.454644876,-2.04357452,1.847369016,8925.56516131,-25535,193,46,1287,391,464
-193,-77,-24,-6,79,1.454644876,-2.04357452,1.847369016,-3.521061884,9118.88539288,-25296,46,1287,391,464,754
-77,-24,-6,79,-72,-2.04357452,1.847369016,-3.521061884,-4.559802464,9197.34003776,-23932,1287,391,464,754,83
-24,-6,79,-72,-112,1.847369016,-3.521061884,-4.559802464,-0.78965451,9219.29646324,-23517,391,464,754,83,131
-6,79,-72,-112,-120,-3.521061884,-4.559802464,-0.78965451,-2.633872425,9227.14383225,-23047,464,754,83,131,17
79,-72,-112,-120,-45,-4.559802464,-0.78965451,-2.633872425,-0.21275949,9144.62277037,-22372,754,83,131,17,249
-72,-112,-120,-45,-140,-0.78965451,-2.633872425,-0.21275949,-3.2071345,9212.0629679,-22217,83,131,17,249,-111
-112,-120,-45,-140,-159,-2.633872425,-0.21275949,-3.2071345,-9.39606945,9323.2733134,-21974,131,17,249,-111,374
-120,-45,-140,-159,-30,-0.21275949,-3.2071345,-9.39606945,-8.22794469,9440.63944097,-21837,17,249,-111,374,-93
-45,-140,-159,-30,-82,-3.2071345,-9.39606945,-8.22794469,-10.35845361,9485.42668148,-21543,249,-111,374,-93,-356
-140,-159,-30,-82,112,-9.39606945,-8.22794469,-10.35845361,-8.92529901,9622.21954698,-21514,-111,374,-93,-356,-107
-159,-30,-82,112,-196,-8.22794469,-10.35845361,-8.92529901,-9.25655506,9771.82347753,-20981,374,-93,-356,-107,-147
-30,-82,112,-196,-251,-10.35845361,-8.92529901,-9.25655506,-4.56805541,9793.59553284,-21044,-93,-356,-107,-147,81
-82,112,-196,-251,99,-8.92529901,-9.25655506,-4.56805541,-7.9327002,9865.23707923,-21318,-356,-107,-147,81,-139
112,-196,-251,99,-156,-9.25655506,-4.56805541,-7.9327002,-5.36664497,9744.31178022,-21537,-107,-147,81,-139,188
-196,-251,99,-156,95,-4.56805541,-7.9327002,-5.36664497,0.27151667,9931.05522516,-21488,-147,81,-139,188,317
-251,99,-156,95,-404,-7.9327002,-5.36664497,0.27151667,-7.36788489,10177.4871698,-21156,81,-139,188,317,352
99,-156,95,-404,-136,-5.36664497,0.27151667,-7.36788489,-1.98850005,10070.5544695,-21394,-139,188,317,352,410
-156,95,-404,-136,122,0.27151667,-7.36788489,-1.98850005,0.74040613,10221.1878246,-21050,188,317,352,410,716
95,-404,-136,122,105,-7.36788489,-1.98850005,0.74040613,4.26803452,10126.4593413,-20828,317,352,410,716,549
-404,-136,122,105,-132,-1.98850005,0.74040613,4.26803452,3.36617717,10523.0914564,-20072,352,410,716,549,689
-136,122,105,-132,52,0.74040613,4.26803452,3.36617717,1.29216703,10657.1029563,-19526,410,716,549,689,327
122,105,-132,52,19,4.26803452,3.36617717,1.29216703,0.73892157,10535.8433624,-18932,716,549,689,327,307
105,-132,52,19,-64,3.36617717,1.29216703,0.73892157,-0.2423259,10435.111397,-18488,549,689,327,307,243
-132,52,19,-64,-61,1.29216703,0.73892157,-0.2423259,4.04665546,10570.4775741,-17667,689,327,307,243,164
52,19,-64,-61,-43,0.73892157,-0.2423259,4.04665546,10.19266799,10519.7697412,-17392,327,307,243,164,65
19,-64,-61,-43,-53,-0.2423259,4.04665546,10.19266799,9.35452691,10501.5086627,-17104,307,243,164,65,53
-64,-61,-43,-53,234,4.04665546,10.19266799,9.35452691,9.2190145,10565.2663368,-16797,243,164,65,53,125
-61,-43,-53,234,41,10.19266799,9.35452691,9.2190145,6.81089829,10630.3129923,-16572,164,65,53,125,367
-43,-53,234,41,26,9.35452691,9.2190145,6.81089829,3.09085486,10683.5056603,-16464,65,53,125,367,621
-53,234,41,26,376,9.2190145,6.81089829,3.09085486,2.0050723,10745.8601872,-16358,53,125,367,621,83
234,41,26,376,195,6.81089829,3.09085486,2.0050723,-2.27791754,10521.0792017,-16467,125,367,621,83,18
41,26,376,195,109,3.09085486,2.0050723,-2.27791754,0.17597266,10486.8901,-16141,367,621,83,18,9
26,376,195,109,-191,2.0050723,-2.27791754,0.17597266,2.64210995,10463.9809548,-15546,621,83,18,9,19
376,195,109,-191,137,-2.27791754,0.17597266,2.64210995,1.55975,10089.9860271,-15839,83,18,9,19,52
195,109,-191,137,230,0.17597266,2.64210995,1.55975,9.8662287,9892.7081096,-16016,18,9,19,52,9
109,-191,137,230,-93,2.64210995,1.55975,9.8662287,-4.25363274,9783.88408226,-16116,9,19,52,9,174
-191,137,230,-93,-192,1.55975,9.8662287,-4.25363274,-8.86178437,9977.52619221,-15906,19,52,9,174,-259
137,230,-93,-192,-95,9.8662287,-4.25363274,-8.86178437,-4.83791868,9842.08594221,-15991,52,9,174,-259,-175
