t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
43,132,92,82,35,9.48344772,2.024432468,2.908415766,1.839191779,15406.0544472,-20734,1891,82,127,792,499
132,92,82,35,-86,2.024432468,2.908415766,1.839191779,-2.744773605,15283.5378949,-20784,82,127,792,499,193
92,82,35,-86,108,2.908415766,1.839191779,-2.744773605,0.320231573,15193.5623274,-20749,127,792,499,193,46
82,35,-86,108,21,1.839191779,-2.744773605,0.320231573,1.454644876,15114.4707431,-20039,792,499,193,46,1287
35,-86,108,21,84,-2.744773605,0.320231573,1.454644876,-2.04357452,15081.3099349,-19575,499,193,46,1287,391
-86,108,21,84,112,0.320231573,1.454644876,-2.04357452,1.847369016,15164.5651613,-19296,193,46,1287,391,464
108,21,84,112,-68,1.454644876,-2.04357452,1.847369016,-3.521061884,15056.8853929,-19358,46,1287,391,464,754
21,84,112,-68,-234,-2.04357452,1.847369016,-3.521061884,-4.559802464,15037.3400378,-18092,1287,391,464,754,83
84,112,-68,-234,-21,1.847369016,-3.521061884,-4.559802464,-0.78965451,14951.2964632,-17785,391,464,754,83,131
112,-68,-234,-21,-62,-3.521061884,-4.559802464,-0.78965451,-2.633872425,14841.1438323,-17433,464,754,83,131,17
-68,-234,-21,-62,82,-4.559802464,-0.78965451,-2.633872425,-0.21275949,14905.6227704,-16611,754,83,131,17,249
-234,-21,-62,82,117,-0.78965451,-2.633872425,-0.21275949,-3.2071345,15135.0629679,-16294,83,131,17,249,-111
-21,-62,82,117,-150,-2.633872425,-0.21275949,-3.2071345,-9.39606945,15155.2733134,-16142,131,17,249,-111,374
-62,82,117,-150,-428,-0.21275949,-3.2071345,-9.39606945,-8.22794469,15214.639441,-16063,17,249,-111,374,-93
82,117,-150,-428,-372,-3.2071345,-9.39606945,-8.22794469,-10.35845361,15132.4266815,-15896,249,-111,374,-93,-356
117,-150,-428,-372,-313,-9.39606945,-8.22794469,-10.35845361,-8.92529901,15012.219547,-16124,-111,374,-93,-356,-107
-150,-428,-372,-313,-268,-8.22794469,-10.35845361,-8.92529901,-9.25655506,15152.8234775,-15600,374,-93,-356,-107,-147
-428,-372,-313,-268,-369,-10.35845361,-8.92529901,-9.25655506,-4.56805541,15572.5955328,-15265,-93,-356,-107,-147,81
-372,-313,-268,-369,-130,-8.92529901,-9.25655506,-4.56805541,-7.9327002,15934.2370792,-15249,-356,-107,-147,81,-139
-313,-268,-369,-130,-105,-9.25655506,-4.56805541,-7.9327002,-5.36664497,16238.3117802,-15043,-107,-147,81,-139,188
-268,-369,-130,-105,-33,-4.56805541,-7.9327002,-5.36664497,0.27151667,16497.0552252,-14922,-147,81,-139,188,317
-369,-130,-105,-33,-24,-7.9327002,-5.36664497,0.27151667,-7.36788489,16861.4871697,-14472,81,-139,188,317,352
-130,-105,-33,-24,157,-5.36664497,0.27151667,-7.36788489,-1.98850005,16983.5544695,-14481,-139,188,317,352,410
-105,-33,-24,157,239,0.27151667,-7.36788489,-1.98850005,0.74040613,17083.1878246,-14188,188,317,352,410,716
-33,-24,157,239,282,-7.36788489,-1.98850005,0.74040613,4.26803452,17116.4593413,-13838,317,352,410,716,549
-24,157,239,282,240,-1.98850005,0.74040613,4.26803452,3.36617717,17133.0914564,-13462,352,410,716,549,689
157,239,282,240,149,0.74040613,4.26803452,3.36617717,1.29216703,16974.1029563,-13209,410,716,549,689,327
239,282,240,149,119,4.26803452,3.36617717,1.29216703,0.73892157,16735.8433624,-12732,716,549,689,327,307
282,240,149,119,100,3.36617717,1.29216703,0.73892157,-0.2423259,16458.111397,-12465,549,689,327,307,243
240,149,119,100,109,1.29216703,0.73892157,-0.2423259,4.04665546,16221.4775741,-12016,689,327,307,243,164
149,119,100,109,114,0.73892157,-0.2423259,4.04665546,10.19266799,16073.7697412,-11838,327,307,243,164,65
119,100,109,114,96,-0.2423259,4.04665546,10.19266799,9.35452691,15955.5086627,-11650,307,243,164,65,53
100,109,114,96,4,4.04665546,10.19266799,9.35452691,9.2190145,15855.2663368,-11507,243,164,65,53,125
109,114,96,4,7,10.19266799,9.35452691,9.2190145,6.81089829,15750.3129923,-11452,164,65,53,125,367
114,96,4,7,25,9.35452691,9.2190145,6.81089829,3.09085486,15646.5056603,-11501,65,53,125,367,621
96,4,7,25,68,9.2190145,6.81089829,3.09085486,2.0050723,15559.8601872,-11544,53,125,367,621,83
4,7,25,68,67,6.81089829,3.09085486,2.0050723,-2.27791754,15565.0792017,-11423,125,367,621,83,18
7,25,68,67,83,3.09085486,2.0050723,-2.27791754,0.17597266,15564.8901,-11063,367,621,83,18,9
25,68,67,83,33,2.0050723,-2.27791754,0.17597266,2.64210995,15542.9809548,-10467,621,83,18,9,19
68,67,83,33,58,-2.27791754,0.17597266,2.64210995,1.55975,15476.9860271,-10452,83,18,9,19,52
67,83,33,58,75,0.17597266,2.64210995,1.55975,9.8662287,15407.7081096,-10501,18,9,19,52,9
83,33,58,75,-39,2.64210995,1.55975,9.8662287,-4.25363274,15324.8840823,-10575,9,19,52,9,174
33,58,75,-39,-306,1.55975,9.8662287,-4.25363274,-8.86178437,15294.5261922,-10589,19,52,9,174,-259
58,75,-39,-306,-71,9.8662287,-4.25363274,-8.86178437,-4.83791868,15238.0859422,-10595,52,9,174,-259,-175
75,-39,-306,-71,-153,-4.25363274,-8.86178437,-4.83791868,-5.36003991,15172.9521709,-10661,9,174,-259,-175,-65
-39,-306,-71,-153,-109,-8.86178437,-4.83791868,-5.36003991,-7.12507253,15207.6985382,-10448,174,-259,-175,-65,-18
-306,-71,-153,-109,-60,-4.83791868,-5.36003991,-7.12507253,-1.10993931,15504.8367538,-10401,-259,-175,-65,-18,-23
-71,-153,-109,-60,-85,-5.36003991,-7.12507253,-1.10993931,-5.48129658,15570.9988351,-10505,-175,-65,-18,-23,-115
-153,-109,-60,-85,-62,-7.12507253,-1.10993931,-5.48129658,-10.56868972,15718.6387952,-10417,-65,-18,-23,-115,-129
-109,-60,-85,-62,-26,-1.10993931,-5.48129658,-10.56868972,-6.64138442,15820.5137227,-10326,-18,-23,-115,-129,-122
-60,-85,-62,-26,-65,-5.48129658,-10.56868972,-6.64138442,-2.25328399,15879.4037834,-10289,-23,-115,-129,-122,-63
-85,-62,-26,-65,-97,-10.56868972,-6.64138442,-2.25328399,-2.4769224,15958.9224868,-10319,-115,-129,-122,-63,-35
-62,-26,-65,-97,-49,-6.64138442,-2.25328399,-2.4769224,-2.02472658,16010.3537971,-10386,-129,-122,-63,-35,328
-26,-65,-97,-49,60,-2.25328399,-2.4769224,-2.02472658,3.28551702,16029.7124127,-10482,-122,-63,-35,328,260
-65,-97,-49,60,-331,-2.4769224,-2.02472658,3.28551702,-0.7430688,16092.4591287,-10480,-63,-35,328,260,409
-97,-49,60,-331,124,-2.02472658,3.28551702,-0.7430688,2.31400299,16186.9822063,-10418,-35,328,260,409,471
-49,60,-331,124,95,3.28551702,-0.7430688,2.31400299,10.7945725,16233.9574797,-10041,328,260,409,471,-5
60,-331,124,95,75,-0.7430688,2.31400299,10.7945725,9.7190954,16177.2429967,-9841,260,409,471,-5,341
-331,124,95,75,314,2.31400299,10.7945725,9.7190954,15.86252535,16507.4999279,-9101,409,471,-5,341,493
124,95,75,314,61,10.7945725,9.7190954,15.86252535,12.11795413,16385.8139309,-8754,471,-5,341,493,-30
95,75,314,61,109,9.7190954,15.86252535,12.11795413,10.66398231,16301.6085034,-8854,-5,341,493,-30,336
75,314,61,109,158,15.86252535,12.11795413,10.66398231,8.51280598,16236.3275988,-8588,341,493,-30,336,424
314,61,109,158,563,12.11795413,10.66398231,8.51280598,5.558435811,15938.1901241,-8409,493,-30,336,424,379
61,109,158,563,-140,10.66398231,8.51280598,5.558435811,8.53010851,15889.3080783,-8500,-30,336,424,379,-891
109,158,563,-140,-199,8.51280598,5.558435811,8.53010851,-6.188108953,15790.9720606,-8273,336,424,379,-891,-318
