t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
131,-50,-27,14,-16,9.48344772,2.024432468,2.908415766,1.839191779,5430.05444718,-30710,1891,82,127,792,499
-50,-27,14,-16,-55,2.024432468,2.908415766,1.839191779,-2.744773605,5489.5378949,-30578,82,127,792,499,193
-27,14,-16,-55,-8,2.908415766,1.839191779,-2.744773605,0.320231573,5518.56232737,-30424,127,792,499,193,46
14,-16,-55,-8,20,1.839191779,-2.744773605,0.320231573,1.454644876,5507.47074313,-29646,792,499,193,46,1287
-16,-55,-8,20,-35,-2.744773605,0.320231573,1.454644876,-2.04357452,5525.30993491,-29131,499,193,46,1287,391
-55,-8,20,-35,16,0.320231573,1.454644876,-2.04357452,1.847369016,5577.56516131,-28883,193,46,1287,391,464
-8,20,-35,16,76,1.454644876,-2.04357452,1.847369016,-3.521061884,5585.88539288,-28829,46,1287,391,464,754
20,-35,16,76,-80,-2.04357452,1.847369016,-3.521061884,-4.559802464,5567.34003776,-27562,1287,391,464,754,83
-35,16,76,-80,19,1.847369016,-3.521061884,-4.559802464,-0.78965451,5600.29646324,-27136,391,464,754,83,131
16,76,-80,19,27,-3.521061884,-4.559802464,-0.78965451,-2.633872425,5586.14383225,-26688,464,754,83,131,17
76,-80,19,27,47,-4.559802464,-0.78965451,-2.633872425,-0.21275949,5506.62277037,-26010,754,83,131,17,249
-80,19,27,47,-32,-0.78965451,-2.633872425,-0.21275949,-3.2071345,5582.0629679,-25847,83,131,17,249,-111
19,27,47,-32,-47,-2.633872425,-0.21275949,-3.2071345,-9.39606945,5562.27331339,-25735,131,17,249,-111,374
27,47,-32,-47,-11,-0.21275949,-3.2071345,-9.39606945,-8.22794469,5532.63944097,-25745,17,249,-111,374,-93
47,-32,-47,-11,13,-3.2071345,-9.39606945,-8.22794469,-10.35845361,5485.42668148,-25543,249,-111,374,-93,-356
-32,-47,-11,13,-5,-9.39606945,-8.22794469,-10.35845361,-8.92529901,5514.21954698,-25622,-111,374,-93,-356,-107
-47,-11,13,-5,46,-8.22794469,-10.35845361,-8.92529901,-9.25655506,5551.82347753,-25201,374,-93,-356,-107,-147
-11,13,-5,46,-24,-10.35845361,-8.92529901,-9.25655506,-4.56805541,5554.59553284,-25283,-93,-356,-107,-147,81
13,-5,46,-24,0,-8.92529901,-9.25655506,-4.56805541,-7.9327002,5531.23707923,-25652,-356,-107,-147,81,-139
-5,46,-24,0,3,-9.25655506,-4.56805541,-7.9327002,-5.36664497,5527.31178022,-25754,-107,-147,81,-139,188
46,-24,0,3,-102,-4.56805541,-7.9327002,-5.36664497,0.27151667,5472.05522516,-25947,-147,81,-139,188,317
-24,0,3,-102,23,-7.9327002,-5.36664497,0.27151667,-7.36788489,5491.48716975,-25842,81,-139,188,317,352
0,3,-102,23,23,-5.36664497,0.27151667,-7.36788489,-1.98850005,5483.55446955,-25981,-139,188,317,352,410
3,-102,23,23,24,0.27151667,-7.36788489,-1.98850005,0.74040613,5475.18782458,-25796,188,317,352,410,716
-102,23,23,24,-4,-7.36788489,-1.98850005,0.74040613,4.26803452,5577.45934125,-25377,317,352,410,716,549
23,23,24,-4,-14,-1.98850005,0.74040613,4.26803452,3.36617717,5547.09145636,-25048,352,410,716,549,689
23,24,-4,-14,-36,0.74040613,4.26803452,3.36617717,1.29216703,5522.10295631,-24661,410,716,549,689,327
24,-4,-14,-36,30,4.26803452,3.36617717,1.29216703,0.73892157,5498.84336244,-23969,716,549,689,327,307
-4,-14,-36,30,14,3.36617717,1.29216703,0.73892157,-0.2423259,5507.11139696,-23416,549,689,327,307,243
-14,-36,30,14,48,1.29216703,0.73892157,-0.2423259,4.04665546,5524.47757413,-22713,689,327,307,243,164
-36,30,14,48,102,0.73892157,-0.2423259,4.04665546,10.19266799,5561.76974116,-22350,327,307,243,164,65
30,14,48,102,20,-0.2423259,4.04665546,10.19266799,9.35452691,5532.50866273,-22073,307,243,164,65,53
14,48,102,20,84,4.04665546,10.19266799,9.35452691,9.2190145,5518.26633683,-21844,243,164,65,53,125
48,102,20,84,29,10.19266799,9.35452691,9.2190145,6.81089829,5474.31299229,-21728,164,65,53,125,367
102,20,84,29,111,9.35452691,9.2190145,6.81089829,3.09085486,5382.50566028,-21765,65,53,125,367,621
20,84,29,111,114,9.2190145,6.81089829,3.09085486,2.0050723,5371.86018719,-21732,53,125,367,621,83
84,29,111,114,-93,6.81089829,3.09085486,2.0050723,-2.27791754,5297.07920169,-21691,125,367,621,83,18
29,111,114,-93,47,3.09085486,2.0050723,-2.27791754,0.17597266,5274.89009998,-21353,367,621,83,18,9
111,114,-93,47,-50,2.0050723,-2.27791754,0.17597266,2.64210995,5166.98095484,-20843,621,83,18,9,19
114,-93,47,-50,-27,-2.27791754,0.17597266,2.64210995,1.55975,5054.98602714,-20874,83,18,9,19,52
-93,47,-50,-27,-2,0.17597266,2.64210995,1.55975,9.8662287,5145.7081096,-20763,18,9,19,52,9
47,-50,-27,-2,12,2.64210995,1.55975,9.8662287,-4.25363274,5098.88408226,-20801,9,19,52,9,174
-50,-27,-2,12,-29,1.55975,9.8662287,-4.25363274,-8.86178437,5151.52619221,-20732,19,52,9,174,-259
-27,-2,12,-29,-25,9.8662287,-4.25363274,-8.86178437,-4.83791868,5180.08594221,-20653,52,9,174,-259,-175
-2,12,-29,-25,-49,-4.25363274,-8.86178437,-4.83791868,-5.36003991,5191.95217091,-20642,9,174,-259,-175,-65
12,-29,-25,-49,-2,-8.86178437,-4.83791868,-5.36003991,-7.12507253,5175.69853817,-20480,174,-259,-175,-65,-18
-29,-25,-49,-2,40,-4.83791868,-5.36003991,-7.12507253,-1.10993931,5195.8367538,-20710,-259,-175,-65,-18,-23
-25,-49,-2,40,-18,-5.36003991,-7.12507253,-1.10993931,-5.48129658,5215.99883512,-20860,-175,-65,-18,-23,-115
-49,-2,40,-18,-15,-7.12507253,-1.10993931,-5.48129658,-10.56868972,5259.63879521,-20876,-65,-18,-23,-115,-129
-2,40,-18,-15,-70,-1.10993931,-5.48129658,-10.56868972,-6.64138442,5254.51372268,-20892,-18,-23,-115,-129,-122
40,-18,-15,-70,-34,-5.48129658,-10.56868972,-6.64138442,-2.25328399,5213.40378337,-20955,-23,-115,-129,-122,-63
-18,-15,-70,-34,-83,-10.56868972,-6.64138442,-2.25328399,-2.4769224,5225.92248679,-21052,-115,-129,-122,-63,-35
