t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
484,287,277,98,147,9.48344772,2.024432468,2.908415766,1.839191779,14319.0544472,-21821,1891,82,127,792,499
287,277,98,147,185,2.024432468,2.908415766,1.839191779,-2.744773605,14041.5378949,-22026,82,127,792,499,193
277,98,147,185,73,2.908415766,1.839191779,-2.744773605,0.320231573,13766.5623274,-22176,127,792,499,193,46
98,147,185,73,233,1.839191779,-2.744773605,0.320231573,1.454644876,13671.4707431,-21482,792,499,193,46,1287
147,185,73,233,74,-2.744773605,0.320231573,1.454644876,-2.04357452,13526.3099349,-21130,499,193,46,1287,391
185,73,233,74,106,0.320231573,1.454644876,-2.04357452,1.847369016,13338.5651613,-21122,193,46,1287,391,464
73,233,74,106,92,1.454644876,-2.04357452,1.847369016,-3.521061884,13265.8853929,-21149,46,1287,391,464,754
233,74,106,92,81,-2.04357452,1.847369016,-3.521061884,-4.559802464,13034.3400378,-20095,1287,391,464,754,83
74,106,92,81,-98,1.847369016,-3.521061884,-4.559802464,-0.78965451,12958.2964632,-19778,391,464,754,83,131
106,92,81,-98,-39,-3.521061884,-4.559802464,-0.78965451,-2.633872425,12854.1438323,-19420,464,754,83,131,17
92,81,-98,-39,-7,-4.559802464,-0.78965451,-2.633872425,-0.21275949,12758.6227704,-18758,754,83,131,17,249
81,-98,-39,-7,-99,-0.78965451,-2.633872425,-0.21275949,-3.2071345,12673.0629679,-18756,83,131,17,249,-111
-98,-39,-7,-99,24,-2.633872425,-0.21275949,-3.2071345,-9.39606945,12770.2733134,-18527,131,17,249,-111,374
-39,-7,-99,24,68,-0.21275949,-3.2071345,-9.39606945,-8.22794469,12806.639441,-18471,17,249,-111,374,-93
-7,-99,24,68,-12,-3.2071345,-9.39606945,-8.22794469,-10.35845361,12813.4266815,-18215,249,-111,374,-93,-356
-99,24,68,-12,-85,-9.39606945,-8.22794469,-10.35845361,-8.92529901,12909.219547,-18227,-111,374,-93,-356,-107
24,68,-12,-85,-54,-8.22794469,-10.35845361,-8.92529901,-9.25655506,12875.8234775,-17877,374,-93,-356,-107,-147
68,-12,-85,-54,-52,-10.35845361,-8.92529901,-9.25655506,-4.56805541,12799.5955328,-18038,-93,-356,-107,-147,81
