t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
-105,-86,-61,-27,-43,9.48344772,2.024432468,2.908415766,1.839191779,4787.05444718,-31353,1891,82,127,792,499
-86,-61,-27,-43,-120,2.024432468,2.908415766,1.839191779,-2.744773605,4882.5378949,-31185,82,127,792,499,193
-61,-27,-43,-120,-105,2.908415766,1.839191779,-2.744773605,0.320231573,4945.56232737,-30997,127,792,499,193,46
-27,-43,-120,-105,-22,1.839191779,-2.744773605,0.320231573,1.454644876,4975.47074313,-30178,792,499,193,46,1287
-43,-120,-105,-22,-56,-2.744773605,0.320231573,1.454644876,-2.04357452,5020.30993491,-29636,499,193,46,1287,391
-120,-105,-22,-56,-45,0.320231573,1.454644876,-2.04357452,1.847369016,5137.56516131,-29323,193,46,1287,391,464
-105,-22,-56,-45,-65,1.454644876,-2.04357452,1.847369016,-3.521061884,5242.88539288,-29172,46,1287,391,464,754
-22,-56,-45,-65,-20,-2.04357452,1.847369016,-3.521061884,-4.559802464,5266.34003776,-27863,1287,391,464,754,83
-56,-45,-65,-20,5,1.847369016,-3.521061884,-4.559802464,-0.78965451,5320.29646324,-27416,391,464,754,83,131
-45,-65,-20,5,40,-3.521061884,-4.559802464,-0.78965451,-2.633872425,5367.14383225,-26907,464,754,83,131,17
-65,-20,5,40,-44,-4.559802464,-0.78965451,-2.633872425,-0.21275949,5428.62277037,-26088,754,83,131,17,249
-20,5,40,-44,-58,-0.78965451,-2.633872425,-0.21275949,-3.2071345,5444.0629679,-25985,83,131,17,249,-111
5,40,-44,-58,-22,-2.633872425,-0.21275949,-3.2071345,-9.39606945,5438.27331339,-25859,131,17,249,-111,374
40,-44,-58,-22,14,-0.21275949,-3.2071345,-9.39606945,-8.22794469,5395.63944097,-25882,17,249,-111,374,-93
-44,-58,-22,14,-78,-3.2071345,-9.39606945,-8.22794469,-10.35845361,5439.42668148,-25589,249,-111,374,-93,-356
-58,-22,14,-78,-42,-9.39606945,-8.22794469,-10.35845361,-8.92529901,5494.21954698,-25642,-111,374,-93,-356,-107
-22,14,-78,-42,-36,-8.22794469,-10.35845361,-8.92529901,-9.25655506,5506.82347753,-25246,374,-93,-356,-107,-147
14,-78,-42,-36,-226,-10.35845361,-8.92529901,-9.25655506,-4.56805541,5484.59553284,-25353,-93,-356,-107,-147,81
-78,-42,-36,-226,-96,-8.92529901,-9.25655506,-4.56805541,-7.9327002,5552.23707923,-25631,-356,-107,-147,81,-139
-42,-36,-226,-96,-118,-9.25655506,-4.56805541,-7.9327002,-5.36664497,5585.31178022,-25696,-107,-147,81,-139,188
-36,-226,-96,-118,62,-4.56805541,-7.9327002,-5.36664497,0.27151667,5612.05522516,-25807,-147,81,-139,188,317
-226,-96,-118,62,61,-7.9327002,-5.36664497,0.27151667,-7.36788489,5833.48716975,-25500,81,-139,188,317,352
-96,-118,62,61,22,-5.36664497,0.27151667,-7.36788489,-1.98850005,5921.55446955,-25543,-139,188,317,352,410
-118,62,61,22,-168,0.27151667,-7.36788489,-1.98850005,0.74040613,6034.18782458,-25237,188,317,352,410,716
62,61,22,-168,4,-7.36788489,-1.98850005,0.74040613,4.26803452,5972.45934125,-24982,317,352,410,716,549
61,22,-168,4,4,-1.98850005,0.74040613,4.26803452,3.36617717,5904.09145636,-24691,352,410,716,549,689
22,-168,4,4,9,0.74040613,4.26803452,3.36617717,1.29216703,5880.10295631,-24303,410,716,549,689,327
-168,4,4,9,-73,4.26803452,3.36617717,1.29216703,0.73892157,6048.84336244,-23419,716,549,689,327,307
4,4,9,-73,-14,3.36617717,1.29216703,0.73892157,-0.2423259,6049.11139696,-22874,549,689,327,307,243
4,9,-73,-14,8,1.29216703,0.73892157,-0.2423259,4.04665546,6048.47757413,-22189,689,327,307,243,164
9,-73,-14,8,-11,0.73892157,-0.2423259,4.04665546,10.19266799,6040.76974116,-21871,327,307,243,164,65
-73,-14,8,-11,32,-0.2423259,4.04665546,10.19266799,9.35452691,6114.50866273,-21491,307,243,164,65,53
-14,8,-11,32,-35,4.04665546,10.19266799,9.35452691,9.2190145,6128.26633683,-21234,243,164,65,53,125
