t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p
0.0130305355,0.023171058,0.0181375659,0.0232384279,0.0112208435,-0.000125380673,0.000311808874,0.000230632679,0.000142258054,9.35676205123
0.023171058,0.0181375659,0.0232384279,0.0112208435,0.0106503929,0.000311808874,0.000230632679,0.000142258054,5.47813249999e-05,9.33346561255
0.0181375659,0.0232384279,0.0112208435,0.0106503929,0.0085112859,0.000230632679,0.000142258054,5.47813249999e-05,-0.00016616651,9.31563985553
0.0232384279,0.0112208435,0.0106503929,0.0085112859,0.0057854608,0.000142258054,5.47813249999e-05,-0.00016616651,0.000441166365,9.29263206031
0.0112208435,0.0106503929,0.0085112859,0.0057854608,0.0023023122,5.47813249999e-05,-0.00016616651,0.000441166365,0.00114294499,9.28155347486
0.0106503929,0.0085112859,0.0057854608,0.0023023122,0.0018812009,-0.00016616651,0.000441166365,0.00114294499,0.001005725599,9.27095786329
0.0085112859,0.0057854608,0.0023023122,0.0018812009,0.0044508611,0.000441166365,0.00114294499,0.001005725599,0.000855695374,9.26228041088
0.0057854608,0.0023023122,0.0018812009,0.0044508611,0.0131833725,0.00114294499,0.001005725599,0.000855695374,0.000841054532,9.25693611644
0.0023023122,0.0018812009,0.0044508611,0.0131833725,0.0227112104,0.001005725599,0.000855695374,0.000841054532,0.000261880948,9.25577674923
0.0018812009,0.0044508611,0.0131833725,0.0227112104,0.0030749306,0.000855695374,0.000841054532,0.000261880948,0.000195368008,9.25490127393
0.0044508611,0.0131833725,0.0227112104,0.0030749306,0.000668101899999,0.000841054532,0.000261880948,0.000195368008,-0.0003498188,9.25130610821
0.0131833725,0.0227112104,0.0030749306,0.000668101899999,0.000334218400001,0.000261880948,0.000195368008,-0.0003498188,6.49330270002e-05,9.23896379024
0.0227112104,0.0030749306,0.000668101899999,0.000334218400001,0.0007059392,0.000195368008,-0.0003498188,6.49330270002e-05,0.000207713033,9.21651446079
0.0030749306,0.000668101899999,0.000334218400001,0.0007059392,0.0019345964,-0.0003498188,6.49330270002e-05,0.000207713033,0.000185633466,9.21363489819
0.000668101899999,0.000334218400001,0.0007059392,0.0019345964,0.0003352142,6.49330270002e-05,0.000207713033,0.000185633466,0.001020112181,9.21261697749
0.000334218400001,0.0007059392,0.0019345964,0.0003352142,0.0065029941,0.000207713033,0.000185633466,0.001020112181,-0.000483268002,9.21234769212
0.0007059392,0.0019345964,0.0003352142,0.0065029941,-0.0096644346,0.000185633466,0.001020112181,-0.000483268002,-0.00093426686,9.21184946595
0.0019345964,0.0003352142,0.0065029941,-0.0096644346,-0.0064775457,0.001020112181,-0.000483268002,-0.00093426686,-0.000549797866,9.21010050302
0.0003352142,0.0065029941,-0.0096644346,-0.0064775457,-0.0023952989,-0.000483268002,-0.00093426686,-0.000549797866,-0.000509838008,9.210785401
0.0065029941,-0.0096644346,-0.0064775457,-0.0023952989,-0.000662300500002,-0.00093426686,-0.000549797866,-0.000509838008,-0.000742186251,9.2037991389
-0.0096644346,-0.0064775457,-0.0023952989,-0.000662300500002,-0.000845634899999,-0.000549797866,-0.000509838008,-0.000742186251,-9.2565227e-05,9.21252930664
-0.0064775457,-0.0023952989,-0.000662300500002,-0.000845634899999,-0.0042174812,-0.000509838008,-0.000742186251,-9.2565227e-05,-0.000598585004,9.21845705447
-0.0023952989,-0.000662300500002,-0.000845634899999,-0.0042174812,-0.0047098428,-0.000742186251,-9.2565227e-05,-0.000598585004,-0.001042894672,9.22034251536
-0.000662300500002,-0.000845634899999,-0.0042174812,-0.0047098428,-0.0044339524,-9.2565227e-05,-0.000598585004,-0.001042894672,-0.000664073303,9.22026262961
-0.000845634899999,-0.0042174812,-0.0047098428,-0.0044339524,-0.0022819896,-0.000598585004,-0.001042894672,-0.000664073303,-0.000257544711,9.22101569929
-0.0042174812,-0.0047098428,-0.0044339524,-0.0022819896,-0.0012655254,-0.001042894672,-0.000664073303,-0.000257544711,-0.000207276406,9.22463459548
-0.0047098428,-0.0044339524,-0.0022819896,-0.0012655254,0.0119230783,-0.000664073303,-0.000257544711,-0.000207276406,-0.000141504548,9.22830154361
-0.0044339524,-0.0022819896,-0.0012655254,0.0119230783,0.0095532767,-0.000257544711,-0.000207276406,-0.000141504548,0.000340444651,9.23207142271
-0.0022819896,-0.0012655254,0.0119230783,0.0095532767,0.0152152183,-0.000207276406,-0.000141504548,0.000340444651,5.43796260001e-05,9.2340958676
-0.0012655254,0.0119230783,0.0095532767,0.0152152183,0.0178133787,-0.000141504548,0.000340444651,5.43796260001e-05,0.000343432421,9.23515411659
0.0119230783,0.0095532767,0.0152152183,0.0178133787,-0.000190777799999,0.000340444651,5.43796260001e-05,0.000343432421,0.001094843642,9.22308953374
0.0095532767,0.0152152183,0.0178133787,-0.000190777799999,0.0130951738,5.43796260001e-05,0.000343432421,0.001094843642,0.001058330838,9.21387670169
0.0152152183,0.0178133787,-0.000190777799999,0.0130951738,0.0192407442,0.000343432421,0.001094843642,0.001058330838,0.001544963814,9.19871586302
0.0178133787,-0.000190777799999,0.0130951738,0.0192407442,-0.0011814746,0.001094843642,0.001058330838,0.001544963814,0.001483000453,9.18124591674
-0.000190777799999,0.0130951738,0.0192407442,-0.0011814746,0.0133129269,0.001058330838,0.001544963814,0.001483000453,0.001289296865,9.18253153818
0.0130951738,0.0192407442,-0.0011814746,0.0133129269,0.0170566105,0.001544963814,0.001483000453,0.001289296865,0.001169714355,9.17049469522
0.0192407442,-0.0011814746,0.0133129269,0.0170566105,0.0154965791,0.001483000453,0.001289296865,0.001169714355,0.000552646892,9.15279891483
-0.0011814746,0.0133129269,0.0170566105,0.0154965791,-0.0360570753,0.001289296865,0.001169714355,0.000552646892,0.001083060324,9.15546338989
0.0133129269,0.0170566105,0.0154965791,-0.0360570753,-0.012560399,0.001169714355,0.000552646892,0.001083060324,-0.000557915478,9.14343975985
