t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p
0.0496564289,0.0022100648,0.0034325749,0.0216763188,0.0139024625,0.000672341367,9.1954968e-05,0.000207571099,-1.17876180001e-05,9.53777283443
0.0022100648,0.0034325749,0.0216763188,0.0139024625,0.0054293684,9.1954968e-05,0.000207571099,-1.17876180001e-05,-0.000315525596,9.536235111
0.0034325749,0.0216763188,0.0139024625,0.0054293684,0.0012984082,0.000207571099,-1.17876180001e-05,-0.000315525596,-3.24185200007e-06,9.53289449107
0.0216763188,0.0139024625,0.0054293684,0.0012984082,0.0370279489,-1.17876180001e-05,-0.000315525596,-3.24185200007e-06,0.000100615444,9.51142574337
0.0139024625,0.0054293684,0.0012984082,0.0370279489,0.0115264007,-0.000315525596,-3.24185200007e-06,0.000100615444,-0.000292493675,9.49751149325
0.0054293684,0.0012984082,0.0370279489,0.0115264007,0.0138530354,-3.24185200007e-06,0.000100615444,-0.000292493675,0.000154383902,9.49176659925
0.0012984082,0.0370279489,0.0115264007,0.0138530354,0.022928694,0.000100615444,-0.000292493675,0.000154383902,-0.000478846323,9.4904649492
0.0370279489,0.0115264007,0.0138530354,0.022928694,0.002556404,-0.000292493675,0.000154383902,-0.000478846323,-0.00045243965,9.45353761575
0.0115264007,0.0138530354,0.022928694,0.002556404,0.0040481506,0.000154383902,-0.000478846323,-0.00045243965,-4.0802978e-05,9.44171872137
0.0138530354,0.022928694,0.002556404,0.0040481506,0.000526535900001,-0.000478846323,-0.00045243965,-4.0802978e-05,-0.000276519996,9.42802006987
0.022928694,0.002556404,0.0040481506,0.000526535900001,0.0077441412,-0.00045243965,-4.0802978e-05,-0.000276519996,-2.7239648e-05,9.40461252955
0.002556404,0.0040481506,0.000526535900001,0.0077441412,-0.0034596179,-4.0802978e-05,-0.000276519996,-2.7239648e-05,-0.000417710412,9.4016036859
0.0040481506,0.000526535900001,0.0077441412,-0.0034596179,0.0117048249,-0.000276519996,-2.7239648e-05,-0.000417710412,-0.000994356771,9.39751473232
0.000526535900001,0.0077441412,-0.0034596179,0.0117048249,-0.0029233813,-2.7239648e-05,-0.000417710412,-0.000994356771,-0.000780545503,9.39671167642
0.0077441412,-0.0034596179,0.0117048249,-0.0029233813,-0.0111122659,-0.000417710412,-0.000994356771,-0.000780545503,-0.001056472314,9.38894029558
-0.0034596179,0.0117048249,-0.0029233813,-0.0111122659,-0.0033159303,-0.000994356771,-0.000780545503,-0.001056472314,-0.000755633529,9.39198220306
0.0117048249,-0.0029233813,-0.0111122659,-0.0033159303,-0.0045376751,-0.000780545503,-0.001056472314,-0.000755633529,-0.000976337272,9.37928302139
-0.0029233813,-0.0111122659,-0.0033159303,-0.0045376751,0.0024978042,-0.001056472314,-0.000755633529,-0.000976337272,-0.000416712364,9.38142585719
-0.0111122659,-0.0033159303,-0.0045376751,0.0024978042,-0.0042825299,-0.000755633529,-0.000976337272,-0.000416712364,-0.000822889884,9.39148165078
-0.0033159303,-0.0045376751,0.0024978042,-0.0042825299,0.0057965815,-0.000976337272,-0.000416712364,-0.000822889884,-0.000520032885,9.39404194755
-0.0045376751,0.0024978042,-0.0042825299,0.0057965815,0.0098507656,-0.000416712364,-0.000822889884,-0.000520032885,-2.47297670001e-05,9.39760328538
0.0024978042,-0.0042825299,0.0057965815,0.0098507656,0.0110533061,-0.000822889884,-0.000520032885,-2.47297670001e-05,-0.000903649564,9.39468876881
-0.0042825299,0.0057965815,0.0098507656,0.0110533061,0.0130305355,-0.000520032885,-2.47297670001e-05,-0.000903649564,-0.000206756684,9.39814840883
0.0057965815,0.0098507656,0.0110533061,0.0130305355,0.023171058,-2.47297670001e-05,-0.000903649564,-0.000206756684,-0.000125380673,9.39183179444
0.0098507656,0.0110533061,0.0130305355,0.023171058,0.0181375659,-0.000903649564,-0.000206756684,-0.000125380673,0.000311808874,9.38195629908
0.0110533061,0.0130305355,0.023171058,0.0181375659,0.0232384279,-0.000206756684,-0.000125380673,0.000311808874,0.000230632679,9.36999934341
