t,t-1,t-2,t-3,t-4,p-1,p-2,p-3,p-4,t-p,t-t0,t0,t0-1,t0-2,t0-3,t0-4
0.00911507803,-0.01026924139,-0.00706078467,-0.00457106338,0.00908093122,0.00051713477,7.74892890001e-05,0.000200122717,-0.000182961242,8.60975806023,-1.12881285398,0.0496564289,0.0022100648,0.0034325749,0.0216763188,0.0139024625
-0.01026924139,-0.00706078467,-0.00457106338,0.00908093122,0.00255091683,7.74892890001e-05,0.000200122717,-0.000182961242,-0.000273383966,8.62054443639,-1.11633354779,0.0022100648,0.0034325749,0.0216763188,0.0139024625,0.0054293684
-0.00706078467,-0.00457106338,0.00908093122,0.00255091683,0.000412048300001,0.000200122717,-0.000182961242,-0.000273383966,-0.000212849997,8.62768271035,-1.10584018822,0.0034325749,0.0216763188,0.0139024625,0.0054293684,0.0012984082
-0.00457106338,0.00908093122,0.00255091683,0.000412048300001,-0.000412048300001,-0.000182961242,-0.000273383966,-0.000212849997,0.000237564581,8.63245389644,-1.07959280604,0.0216763188,0.0139024625,0.0054293684,0.0012984082,0.0370279489
0.00908093122,0.00255091683,0.000412048300001,-0.000412048300001,-0.01089862059,-0.000273383966,-0.000212849997,0.000237564581,-0.000137299456,8.62319000398,-1.07477127476,0.0139024625,0.0054293684,0.0012984082,0.0370279489,0.0115264007
0.00255091683,0.000412048300001,-0.000412048300001,-0.01089862059,-0.00852104974,-0.000212849997,0.000237564581,-0.000137299456,0.000237873288,8.62036570319,-1.07189282319,0.0054293684,0.0012984082,0.0370279489,0.0115264007,0.0138530354
0.000412048300001,-0.000412048300001,-0.01089862059,-0.00852104974,0.00275125599,0.000237564581,-0.000137299456,0.000237873288,-0.000243894534,8.61974080489,-1.07100646329,0.0012984082,0.0370279489,0.0115264007,0.0138530354,0.022928694
-0.000412048300001,-0.01089862059,-0.00852104974,0.00275125599,-0.00911480398,-0.000137299456,0.000237873288,-0.000243894534,-0.000372928653,8.62039041777,-1.03356646609,0.0370279489,0.0115264007,0.0138530354,0.022928694,0.002556404
-0.01089862059,-0.00852104974,0.00275125599,-0.00911480398,-0.00464632736,0.000237873288,-0.000243894534,-0.000372928653,-2.84820800001e-05,8.6311517389,-1.0111414448,0.0115264007,0.0138530354,0.022928694,0.002556404,0.0040481506
-0.00852104974,0.00275125599,-0.00911480398,-0.00464632736,0.00456603509,-0.000243894534,-0.000372928653,-2.84820800001e-05,-0.000314050626,8.63991066193,-0.98876735966,0.0138530354,0.022928694,0.002556404,0.0040481506,0.000526535900001
0.00275125599,-0.00911480398,-0.00464632736,0.00456603509,0.00313618528,-0.000372928653,-2.84820800001e-05,-0.000314050626,5.8918000001e-07,8.63691551141,-0.96858992165,0.022928694,0.002556404,0.0040481506,0.000526535900001,0.0077441412
-0.00911480398,-0.00464632736,0.00456603509,0.00313618528,-0.00834140223,-2.84820800001e-05,-0.000314050626,5.8918000001e-07,-0.000390719681,8.64565738673,-0.95691871367,0.002556404,0.0040481506,0.000526535900001,0.0077441412,-0.0034596179
-0.00464632736,0.00456603509,0.00313618528,-0.00834140223,-0.01608401349,-0.000314050626,5.8918000001e-07,-0.000390719681,-0.000763325575,8.65027523201,-0.94822423571,0.0040481506,0.000526535900001,0.0077441412,-0.0034596179,0.0117048249
0.00456603509,0.00313618528,-0.00834140223,-0.01608401349,-0.01024366779,5.8918000001e-07,-0.000390719681,-0.000763325575,-0.000655402093,8.6453951463,-0.9522637349,0.000526535900001,0.0077441412,-0.0034596179,0.0117048249,-0.0029233813
0.00313618528,-0.00834140223,-0.01608401349,-0.01024366779,0.00070041639,-0.000390719681,-0.000763325575,-0.000655402093,-0.000949838655,8.6422595502,-0.94765577898,0.0077441412,-0.0034596179,0.0117048249,-0.0029233813,-0.0111122659
