城市,样本平均价,环比涨跌,同比涨跌
全国(百城),11303,1.902,7.412
北京,35456,0.842,10.03
上海,39035,5.091,20.382
天津,11241,1.922,6.459
重庆,7000,0.33,-1.533
深圳,48963,3.63,57.159
广州,17346,0.452,0.469
杭州,16453,0.262,1.99
南京,15807,3.159,15.633
武汉,9149,0.395,15.14
成都,7597,-0.654,-2.951
苏州,14205,5.786,18.781
大连,10091,0.069,-4.811
厦门,22562,1.434,7.576
西安,6446,0.452,-4.319
长沙,6336,0.731,-0.596
宁波,12123,0.916,-2.658
东莞,11293,6.719,24.923
无锡,8392,-0.333,1.438
福州,12086,0.65,-9.934
沈阳,6983,-1.175,-3.336
青岛,8727,0.472,-3.195
济南,8585,0.645,-0.116
南昌,8818,-0.508,1.228
合肥,8506,3.706,15.351
郑州,9606,0.387,5.595
太原,7034,-1.567,-0.014
石家庄,7376,1.152,5.688
长春,6659,1.001,-1.756
哈尔滨,7097,-0.672,-1.853
呼和浩特,6473,0.372,-5.018
海口,9208,-0.173,-1.718
南宁,7307,0.481,-1.893
兰州,7177,-0.527,4.347
昆明,7510,-0.845,-8.348
贵阳,4472,-0.312,-5.274
西宁,5856,-0.611,-0.997
银川,4893,1.683,-3.889
乌鲁木齐,7145,-0.487,-4.53
温州,13693,1.52,6.81
潍坊,4434,0,-0.516
包头,5453,-0.764,0.702
北海,5501,0.402,-1.592
常州,7094,2.976,-2.084
桂林,4963,-0.7,-3.687
嘉兴,7441,-0.067,2.961
南通,8209,-0.061,-1.571
唐山,5865,0.222,0.017
徐州,5933,0.97,1.994
镇江,6565,2.036,-0.213
扬州,8635,0.841,-2.583
佛山,9027,2.312,6.363
惠州,7766,6.049,22.165
昆山,10443,5.602,15.265
廊坊,7922,2.246,10.135
连云港,5805,-1.006,0.069
洛阳,5283,0.19,-2.492
秦皇岛,6423,-1.321,-1.669
三亚,18227,-2.153,-10.801
汕头,8567,1.038,4.514
烟台,6258,0.256,-2.004
中山,6821,4.153,13.249
珠海,15067,2.72,16.554
吉林,5097,-0.469,-7.158
金华,8272,-0.012,-4.281
泉州,7282,-2.255,-6.509
赣州,6169,0.374,9.012
宜昌,5244,-0.133,-4.516
湛江,6703,0.404,-4.12
江门,5842,-0.697,-1.584
舟山,0,0,0
鞍山,5073,-0.236,-0.763
宝鸡,3971,-0.326,-0.276
保定,6789,3.208,20.565
德州,4533,-0.088,1.546
东营,5456,-0.619,-1.195
鄂尔多斯,8264,-0.157,-4.429
邯郸,5121,0.471,-1.424
菏泽,4117,0,-4.5
湖州,8323,1.253,-4.366
宿迁,4601,-1.562,-1.877
江阴,6723,1.617,6.528
聊城,4542,-0.022,-3.032
柳州,7205,0.474,4.678
马鞍山,5125,0.886,0.628
绵阳,4854,1.569,-0.919
日照,5937,0.017,-0.118
淮安,4797,0.125,-1.093
台州,9683,0.207,-5.152
泰州,5686,-1.813,-11.722
威海,6519,0.991,3.542
吴江,0,0,0
芜湖,5483,-0.778,-6.688
湘潭,3974,-1.095,0.889
新乡,4179,0.408,0.288
营口,4441,-0.202,-2.695
张家港,8909,0.792,3.437
株洲,4560,0.022,-5.138
淄博,5818,-0.377,1.891
衡水,4918,0.634,0.367
绍兴,8363,1.173,-6.621
常熟,9243,-0.57,0.829
盐城,5480,-0.018,-1.616
