城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9671,0.68,0
北京,23715,-0.13,0
上海,26677,1.8,0
天津,10902,-0.36,0
重庆,7370,0.77,0
深圳,23741,0.58,0
广州,13660,0.05,0
杭州,17576,0.71,0
南京,11934,0.18,0
武汉,7528,0.32,0
成都,7774,0.15,0
苏州,12241,-0.91,0
大连,10949,0.06,0
厦门,13932,-0.42,0
西安,7171,0.63,0
长沙,6006,3.28,0
宁波,13362,-0.74,0
东莞,8522,2.4,0
无锡,9279,0.57,0
福州,14548,3.88,0
沈阳,6488,1.87,0
青岛,9141,0.3,0
济南,8483,0.86,0
南昌,8400,0.66,0
合肥,6726,-0.31,0
郑州,7549,1.3,0
太原,5792,0.29,0
石家庄,5679,0.16,0
长春,6317,1.36,0
哈尔滨,6725,0.33,0
呼和浩特,6765,1.64,0
海口,13691,0.26,0
南宁,8282,0.82,0
兰州,6809,-0.21,0
昆明,8431,0.99,0
贵阳,5168,0.47,0
西宁,5038,0.54,0
银川,4827,0.5,0
乌鲁木齐,5851,2.27,0
温州,16920,3.95,0
潍坊,4203,1.23,0
包头,5298,0.36,0
北海,5887,-0.08,0
常州,8088,1.63,0
桂林,5207,2.74,0
嘉兴,7979,0.16,0
南通,10573,0.02,0
唐山,5918,-0.07,0
徐州,5371,0.98,0
镇江,6488,0.64,0
扬州,8857,1.12,0
佛山,8483,-0.53,0
惠州,6170,-0.76,0
昆山,9023,1.11,0
廊坊,6777,1.41,0
连云港,5013,1.17,0
洛阳,5173,1.27,0
秦皇岛,6694,0.06,0
三亚,26206,-0.83,0
汕头,7104,-0.73,0
烟台,6042,0.94,0
中山,6421,0.12,0
珠海,12614,4.2,0
吉林,5711,0.39,0
金华,9769,0.65,0
泉州,6545,4.24,0
赣州,4985,0.52,0
宜昌,5130,-0.47,0
湛江,6092,1.86,0
江门,5812,-0.33,0
舟山,0,0,0
鞍山,4984,0.44,0
宝鸡,4125,-0.12,0
保定,4699,0.53,0
德州,4675,2.45,0
东营,5319,0.62,0
鄂尔多斯,8061,0.37,0
邯郸,4434,1.95,0
菏泽,3601,3.15,0
湖州,8273,1.3,0
宿迁,4448,0.45,0
江阴,7414,-0.11,0
聊城,4867,1.73,0
柳州,5631,0.43,0
马鞍山,5927,0.63,0
绵阳,4555,-0.07,0
日照,6132,0.95,0
淮安,4629,0.06,0
台州,11459,-0.23,0
泰州,6450,1.49,0
威海,5608,0.48,0
吴江,9784,0.49,0
芜湖,6564,0.75,0
湘潭,3642,1.68,0
新乡,3202,2.89,0
营口,4742,0.79,0
张家港,9429,-0.2,0
株洲,4088,2.61,0
淄博,5628,-0.09,0
衡水,3375,0.45,0
绍兴,9964,-0.35,0
常熟,8135,0.52,0
