城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10817,0.278,1.359
北京,34098,0.929,5.629
上海,35451,0.13,11.275
天津,10832,0.464,1.035
重庆,6958,-0.685,-7.239
深圳,38767,1.769,28.504
广州,17271,1.266,-2.896
杭州,16155,0.673,-2.646
南京,14329,0.512,3.676
武汉,8499,1.07,6.611
成都,7808,-0.102,-2.668
苏州,12143,-0.271,0.43
大连,10335,-0.106,-7.863
厦门,21449,-1.633,3.668
西安,6510,-2.428,-5.707
长沙,6317,0.782,-2.35
宁波,12137,0.041,-5.578
东莞,9327,0.355,-0.798
无锡,8224,0.526,0.305
福州,12777,-1.738,-11.191
沈阳,7260,-0.534,-1.399
青岛,8903,-0.835,-5.619
济南,8534,-0.698,-1.455
南昌,8805,-1.178,-3.591
合肥,7657,1.056,3.908
郑州,9302,0.922,1.043
太原,7152,1.706,2.215
石家庄,7264,0.987,3.387
长春,6969,0.971,1.176
哈尔滨,7134,0.38,-0.82
呼和浩特,6499,-0.688,-7.011
海口,9294,1.077,-4.667
南宁,7292,0.593,-7.321
兰州,7195,1.11,-0.841
昆明,7740,-0.629,-4.586
贵阳,4685,0.948,-4.602
西宁,5871,-0.576,-1.028
银川,4911,-1.839,-3.725
乌鲁木齐,7265,1.128,-4.231
温州,12843,0.148,-4.733
潍坊,4443,0.18,-4.369
包头,5490,1.874,-1.842
北海,5440,-0.312,-6.641
常州,7248,-0.862,-1.321
桂林,4972,0.975,-12.496
嘉兴,7385,1.848,-1.005
南通,8217,1.132,-5.909
唐山,5868,0.034,-1.725
徐州,5688,-0.158,-5.247
镇江,6568,-0.122,-0.122
扬州,8775,0.677,-3.857
佛山,8587,1.887,-0.371
惠州,6426,0.768,-2.945
昆山,9245,0.467,2.449
廊坊,7301,1.473,1.643
连云港,5928,1.455,2.225
洛阳,5376,1.915,-0.167
秦皇岛,6513,0.899,-5.293
三亚,20167,-0.449,-8.357
汕头,8134,1.207,-3.04
烟台,6314,-0.536,-2.184
中山,6010,-0.497,-4.086
珠海,13525,1.509,2.315
吉林,5465,-1.068,-6.389
金华,8426,-1.841,-8.957
泉州,7616,-0.366,-3.79
赣州,5821,0.831,-0.75
宜昌,5469,-0.292,-5.413
湛江,7193,1.481,-3.579
江门,5875,-0.017,-6.33
舟山,0,0,0
鞍山,5203,0.755,1.542
宝鸡,3877,0.727,-7.16
保定,6109,2.106,8.258
德州,4465,-0.223,-4.061
东营,5437,0.928,-6.565
鄂尔多斯,8504,-0.071,-5.374
邯郸,5112,-1.673,1.671
菏泽,4203,-0.426,-7.219
湖州,8489,-0.62,-4.36
宿迁,4629,0.543,-6.067
江阴,6253,0.466,-6.908
聊城,4682,0.515,-3.164
柳州,7177,1.643,0.575
马鞍山,4915,-0.425,-5.807
绵阳,4863,0.997,-2.015
日照,5712,1.115,-6.207
淮安,4845,2.021,-1.943
台州,9916,-1.909,-8.313
泰州,6128,-1.685,-5.81
威海,6215,-0.687,-0.337
吴江,0,0,0
芜湖,5663,-1.273,-3.13
湘潭,4016,1.184,-0.273
新乡,4150,-1.261,-0.765
营口,4544,0.62,-2.216
张家港,8756,0.748,-6.092
株洲,4644,-0.45,-4.856
淄博,5853,2.272,0.983
衡水,4912,0.966,0.102
绍兴,8423,-1.208,-10.858
常熟,9164,-0.087,-3.506
盐城,5599,0.503,-0.938
