城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10539,-0.237,-3.841
北京,32260,-0.469,-1.538
上海,32295,0.053,0.853
天津,10597,0.732,-4.977
重庆,7161,-0.693,-8.997
深圳,30972,0.181,0.006
广州,17509,-0.097,-5.341
杭州,16153,-0.382,-11.169
南京,13768,-0.282,-2.077
武汉,7835,0.953,-5.897
成都,7911,-0.678,-4.329
苏州,11953,-0.159,-5.815
大连,10660,-1.497,-9.852
厦门,21152,-1.256,11.667
西安,6722,0.328,-9.162
长沙,6394,0.377,-8.787
宁波,12512,0.458,-6.326
东莞,9041,-0.276,-3.809
无锡,8228,0.231,-4.78
福州,13516,-1.802,-12.608
沈阳,7289,-0.586,-7.652
青岛,9084,-1.196,-7.145
济南,8628,0.653,-1.112
南昌,8731,-0.863,-10.147
合肥,7408,-0.175,2.632
郑州,9070,0.565,-5.805
太原,6928,-0.788,2.108
石家庄,6920,-1.129,4.154
长春,6853,0.322,-3.723
哈尔滨,7251,0.876,0.415
呼和浩特,6820,0.903,-5.918
海口,9381,0.032,-9.893
南宁,7373,-0.405,-9.088
兰州,6986,-0.072,-7.261
昆明,8189,0.147,-5.143
贵阳,4758,0.19,-7.88
西宁,5937,-0.785,2.133
银川,5103,0.118,-3.242
乌鲁木齐,7361,-0.621,-4.34
温州,12787,-0.125,-12.585
潍坊,4512,0.356,-2.905
包头,5434,0.111,-8.703
北海,5596,-1.409,-3.948
常州,7205,-0.332,-9.097
桂林,5143,-0.58,-18.944
嘉兴,7245,-0.097,-7.163
南通,8336,-0.915,-10.74
唐山,5864,-0.441,-6.773
徐州,5770,-0.706,-7.398
镇江,6560,0.413,-1.279
扬州,8850,-0.64,-3.982
佛山,8511,-1.184,-3.624
惠州,6452,-0.386,-7.152
昆山,9070,0.376,-0.505
廊坊,7180,-0.167,-2.499
连云港,5812,1.131,1.679
洛阳,5332,0.604,-4.735
秦皇岛,6592,-0.483,-6.642
三亚,20588,-0.848,-17.088
汕头,8137,-2.621,-9.002
烟台,6414,-0.435,-1.776
中山,5998,-0.283,-7.209
珠海,12888,-2.141,2.156
吉林,5468,-0.834,-13.686
金华,8631,-0.289,-8.142
泉州,7819,0.372,-0.446
赣州,5655,-0.755,-2.517
宜昌,5524,-1.621,-1.145
湛江,7012,-1.531,-9.546
江门,5927,-0.185,-7.866
舟山,0,0,0
鞍山,5116,0.176,-2.719
宝鸡,3982,0.05,-11.334
保定,5605,0.161,10.422
德州,4418,-0.697,-11.071
东营,5579,0.108,-3.727
鄂尔多斯,8681,-0.138,-6.06
邯郸,5210,0.618,2.398
菏泽,4279,-0.834,-19.749
湖州,8779,-0.454,-1.746
宿迁,4721,-1.255,-5.01
江阴,6356,-1.258,-8.455
聊城,4752,-0.731,-8.598
柳州,6895,0.569,-5.522
马鞍山,5088,-0.567,-4.451
绵阳,4849,-1.643,-4.056
日照,5942,-0.469,-11.168
淮安,4839,0.436,-5.654
台州,10321,-1.149,-7.799
泰州,6436,0.625,-8.58
威海,6284,0.08,-1.812
吴江,0,0,0
芜湖,5861,-0.051,-4.216
湘潭,3949,0.894,-5.617
新乡,4162,-2.369,-1.491
营口,4555,-0.263,-7.155
张家港,8686,-2.492,-13.408
株洲,4767,1.339,-4.584
淄博,5753,0.366,-2.936
衡水,4937,0.183,3.155
绍兴,8912,-0.989,-7.379
常熟,9150,0.263,-6.69
盐城,5594,0.377,-2.459
