城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9831,0.07,9.97
北京,23809,0.25,5.61
上海,27639,-0.13,13.89
天津,10861,-0.49,11.26
重庆,7213,-1.53,7.8
深圳,24011,-0.47,8.57
广州,13929,0.6,10.27
杭州,17159,-0.56,6.73
南京,11842,-0.22,3.09
武汉,7605,0.36,7.57
成都,7698,-0.36,6.66
苏州,12137,-0.42,12.07
大连,11047,0.04,4.34
厦门,14725,1.24,12.32
西安,7401,1.47,13.3
长沙,6592,0.76,33.74
宁波,13172,-0.8,-4.42
东莞,8916,2.37,18.17
无锡,9323,0.52,6.05
福州,14449,-3.2,28.6
沈阳,7226,2.38,32.73
青岛,9189,0.1,9.26
济南,8569,0.12,10.52
南昌,8675,1.34,13.07
合肥,6669,0.53,7.53
郑州,7582,-0.63,11.58
太原,5954,0.4,14.43
石家庄,5801,0.31,4.62
长春,6517,0.35,9.11
哈尔滨,6726,-0.59,2.5
呼和浩特,7054,1.61,20.4
海口,13240,-0.56,-2.22
南宁,8312,-0.41,7.22
兰州,6947,0.84,8.85
昆明,8457,0.15,6.57
贵阳,5221,-0.53,6.29
西宁,5235,0.67,12.15
银川,4918,0.99,5.24
乌鲁木齐,6290,2.08,30.15
温州,19269,4.44,38.1
潍坊,4426,0.2,18.95
包头,5432,0.89,8.32
北海,5830,0.95,12.83
常州,8264,-0.29,17.24
桂林,5541,1.17,27.44
嘉兴,7921,-0.48,-0.53
南通,10440,-0.74,8.9
唐山,6116,-0.08,6.24
徐州,5563,-0.27,18.24
镇江,6392,-1.28,17.37
扬州,8982,0.92,13.35
佛山,8489,-0.21,4.66
惠州,6604,2.55,18.65
昆山,9090,-0.02,4.87
廊坊,6751,-1.29,9.13
连云港,5237,1.04,12.43
洛阳,5298,-0.23,18.02
秦皇岛,6884,-0.12,13.28
三亚,27122,-0.13,-1.32
汕头,7251,0.55,8.4
烟台,6299,-0.1,10.53
中山,6489,-1.14,5.96
珠海,13107,-0.02,32.5
吉林,5885,0.02,10.14
金华,10061,0.07,8.86
泉州,6973,1.09,10.98
赣州,5129,1.36,9.95
宜昌,5318,1.45,10.65
湛江,6279,-0.05,25.83
江门,5905,-0.69,4.81
舟山,0,0,0
鞍山,5096,1.03,6.63
宝鸡,4164,-0.12,9.49
保定,4678,0.06,12.1
德州,4928,-0.14,12.18
东营,5362,-0.8,4.6
鄂尔多斯,8338,0.91,8.5
邯郸,4585,0.72,10.7
菏泽,4025,2.65,36.95
湖州,8567,1.54,15.02
宿迁,4542,1.66,13.49
江阴,7417,-0.23,9.2
聊城,5083,-0.31,23.55
柳州,5942,1,12.62
马鞍山,6051,0.35,7.21
绵阳,4645,1.37,9.86
日照,6510,2.33,13.22
淮安,4706,0.11,9.75
台州,11399,-0.96,5.48
泰州,6587,-0.06,24.75
威海,5822,0.29,8.32
吴江,9998,0.74,11.49
芜湖,6427,-1.52,10.35
湘潭,3835,1.91,18.11
新乡,3483,2.56,19.53
营口,4795,-0.5,10.05
张家港,9645,0.49,5.5
株洲,4403,2.54,38.29
淄博,5797,-0.4,8.97
衡水,3502,0.49,11.78
绍兴,10019,0.16,1.39
常熟,8413,2.29,11.19
