城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9445,1.41,0
北京,23495,0.51,0
上海,25870,1.94,0
天津,10513,2.87,0
重庆,7148,2.07,0
深圳,23372,0.41,0
广州,13491,2.54,0
杭州,17282,1.85,0
南京,11803,1.67,0
武汉,7373,1,0
成都,7693,1.67,0
苏州,11713,4.76,0
大连,10939,0.39,0
厦门,13974,0.73,0
西安,6997,0.86,0
长沙,5562,2.39,0
宁波,13420,0.52,0
东莞,8133,1.79,0
无锡,9191,-0.37,0
福州,12993,3.65,0
沈阳,6095,2.68,0
青岛,9111,0.6,0
济南,8422,2.71,0
南昌,8133,-0.38,0
合肥,6572,0.06,0
郑州,7342,1.76,0
太原,5780,1.65,0
石家庄,5615,0.61,0
长春,6249,1.05,0
哈尔滨,6737,0.03,0
呼和浩特,6472,1,0
海口,13609,0.58,0
南宁,8340,3.73,0
兰州,6780,1.38,0
昆明,8306,0.5,0
贵阳,5115,0.45,0
西宁,4986,1.12,0
银川,4774,0.59,0
乌鲁木齐,5463,1.52,0
温州,15727,3.95,0
潍坊,4017,2.29,0
包头,5219,0.15,0
北海,5693,3.47,0
常州,7724,2.9,0
桂林,4762,2.56,0
嘉兴,7906,0.04,0
南通,10269,2.26,0
唐山,5863,0.89,0
徐州,5174,1.13,0
镇江,6039,1.05,0
扬州,8640,1.85,0
佛山,8426,2.47,0
惠州,6000,2.76,0
昆山,8782,0.5,0
廊坊,6628,0.94,0
连云港,4910,1.26,0
洛阳,4996,1.24,0
秦皇岛,6545,0.99,0
三亚,26359,0.5,0
汕头,7003,0.97,0
烟台,5953,0.44,0
中山,6227,0.55,0
珠海,11203,2.96,0
吉林,5559,0.29,0
金华,9581,0.97,0
泉州,6281,-0.19,0
赣州,4947,0.75,0
宜昌,5093,0.71,0
湛江,5712,2.86,0
江门,5763,0.75,0
舟山,0,0,0
鞍山,4941,0.43,0
宝鸡,4065,1.35,0
保定,4533,1.43,0
德州,4385,2.26,0
东营,5313,0.42,0
鄂尔多斯,8031,0.93,0
邯郸,4296,0.35,0
菏泽,3301,2.8,0
湖州,7994,0.59,0
宿迁,4273,1.02,0
江阴,7309,1.3,0
聊城,4597,2.63,0
柳州,5418,1.48,0
马鞍山,5885,0.58,0
绵阳,4525,1.59,0
日照,5998,0.02,0
淮安,4565,0.97,0
台州,11417,0.55,0
泰州,6151,1.55,0
威海,5551,0.87,0
吴江,9712,2.11,0
芜湖,6485,1.95,0
湘潭,3533,0.26,0
新乡,3037,3.16,0
营口,4645,0.65,0
张家港,9437,0.84,0
株洲,3737,2.95,0
淄博,5535,0.54,0
衡水,3330,1.37,0
绍兴,10014,0.41,0
常熟,7929,0.94,0
