城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10442,0.918,8.612
北京,29395,3.22,22.494
上海,28979,1.071,7.709
天津,10624,0.597,2.876
重庆,7555,0.305,6.349
深圳,28256,1.338,17.552
广州,17149,1.678,24.151
杭州,17141,0.699,5.056
南京,13008,0.223,11.964
武汉,8104,2.156,6.814
成都,8155,0.443,10.218
苏州,12569,-1.605,5.782
大连,11372,-0.898,1.754
厦门,17528,1.224,18.273
西安,7188,-0.608,2.248
长沙,6783,0.638,6.92
宁波,13214,0.778,3.009
东莞,9270,1.168,4.134
无锡,8746,1.887,2.137
福州,15121,3.917,14.172
沈阳,7543,0.226,0.761
青岛,9500,0.105,4.075
济南,8859,1.015,3.614
南昌,9396,0.492,13.533
合肥,6966,0.592,10.73
郑州,9287,2.381,22.149
太原,6505,0.994,7.202
石家庄,6182,0.618,5.693
长春,6916,1.2,9.24
哈尔滨,7332,-0.637,8.896
呼和浩特,7249,0.751,1.314
海口,10462,0.144,-10.893
南宁,7748,1.215,-0.296
兰州,7520,2.592,8.389
昆明,8573,3.177,2.683
贵阳,4907,0.143,-1.801
西宁,5807,0.38,6.845
银川,5163,-1.035,3.633
乌鲁木齐,7495,0.134,8.686
温州,15565,-0.307,-10.226
潍坊,4630,1.026,5.132
包头,5833,0.172,4.647
北海,5785,-1.699,0.942
常州,8320,0.665,1.069
桂林,6023,-0.397,3.081
嘉兴,7827,-0.026,3.793
南通,9655,1.728,4.401
唐山,6255,-0.35,1.148
徐州,6173,3.661,11.366
镇江,6629,0.455,7.387
扬州,9199,-1.065,1.624
佛山,9269,1.936,14.517
惠州,6501,1.992,1.737
昆山,8815,-1.431,-0.079
廊坊,6920,1.273,12.906
连云港,5877,0.582,11.624
洛阳,5369,0.713,3.729
秦皇岛,6964,-1.638,2.668
三亚,23992,0.461,-7.198
汕头,8512,-0.723,21.496
烟台,6567,0.551,3.826
中山,6338,0.269,1.085
珠海,12571,-0.428,3.601
吉林,6090,1.062,7.73
金华,9610,0.967,3.701
泉州,7649,0.183,19.143
赣州,5599,-0.018,11.846
宜昌,5489,1.78,4.892
湛江,7123,1.554,7.924
江门,6170,-1.138,5.905
舟山,0,0,0
鞍山,5261,-1.109,6.844
宝鸡,4454,2.297,4.358
保定,4987,0.646,6.039
德州,4877,-1.614,1.944
东营,5817,-0.987,6.383
鄂尔多斯,9165,0.317,9.394
邯郸,4882,0.123,5.763
菏泽,5130,0.608,11.232
湖州,8815,-1.453,6.771
宿迁,5062,2.139,10.766
江阴,6964,-0.386,-2.601
聊城,5251,0.729,-0.209
柳州,6713,2.239,15.542
马鞍山,5633,-0.582,0.482
绵阳,4987,0.585,2.508
日照,6979,3.439,7.502
淮安,5170,0.272,10.565
台州,11587,0.164,5.346
泰州,7108,-1.017,0.169
威海,6019,0.317,2
吴江,0,0,0
芜湖,6137,-2.293,3.876
湘潭,3945,-2.182,3.898
新乡,4293,0.869,6.184
营口,4942,0.734,6.097
张家港,8691,1.637,-5.316
株洲,5022,1.006,8.961
淄博,5988,-0.15,2.693
衡水,4353,0.253,20.116
绍兴,10171,-0.01,4.715
常熟,9078,-2.166,13.518
盐城,5678,1.775,0
