城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9787,0.49,8.24
北京,23737,-0.13,4.43
上海,27346,0.96,7.34
天津,10880,0.06,9.03
重庆,7352,-0.9,7.82
深圳,24022,0.11,8.26
广州,13769,0.38,7.55
杭州,17305,0.35,5.42
南京,11860,-0.59,1.93
武汉,7602,0.01,5.77
成都,7753,-0.22,8.03
苏州,12229,-0.41,11.87
大连,10939,-0.72,1.81
厦门,14536,3.83,12.11
西安,7255,0.46,9.67
长沙,6374,2.69,27.56
宁波,13467,0.35,-2.98
东莞,8742,0.97,14.66
无锡,9387,1.03,10.44
福州,14721,0.67,29.48
沈阳,6886,2.55,28.3
青岛,9157,0.6,7.2
济南,8488,-0.49,10.61
南昌,8513,0.5,8.32
合肥,6728,-0.3,10.11
郑州,7707,2.72,17.09
太原,5903,0.91,18.92
石家庄,5717,-0.87,-0.38
长春,6463,2.36,8.59
哈尔滨,6713,0.99,7.13
呼和浩特,6857,0.42,14.86
海口,13231,-0.18,-6.33
南宁,8380,1.63,7.08
兰州,6979,2.06,11.18
昆明,8471,0.46,8.45
贵阳,5255,0.9,5.37
西宁,5177,1.13,8.08
银川,4905,1.24,7.78
乌鲁木齐,6032,-0.07,32.37
温州,18450,4.52,29.22
潍坊,4390,2.19,17
包头,5363,0.92,3.57
北海,5703,-3.49,10.46
常州,8169,1.01,15.61
桂林,5409,1.56,25.5
嘉兴,8018,-0.31,5.24
南通,10461,1.29,10.9
唐山,6011,1.04,3.1
徐州,5549,1.07,17.91
镇江,6442,-0.25,17.55
扬州,8935,1.29,10.36
佛山,8522,1.03,4.99
惠州,6449,3.65,13.46
昆山,9068,0.28,6.28
廊坊,6881,-0.17,17.99
连云港,5149,1.3,11.84
洛阳,5332,2.18,19.79
秦皇岛,6831,0.1,18.16
三亚,26465,-1.47,-6.46
汕头,7211,-0.25,1.14
烟台,6239,1.78,7.57
中山,6556,-0.08,6
珠海,13111,-0.21,31.81
吉林,5825,1.98,8.53
金华,10027,0.89,10.54
泉州,6821,2.11,11.78
赣州,5018,0.16,8.78
宜昌,5143,-0.58,7.21
湛江,6178,1.85,29.22
江门,5853,1.07,5.61
舟山,0,0,0
鞍山,5033,0.2,7.27
宝鸡,4131,0.83,8.08
保定,4672,-0.57,12.63
德州,4921,2.2,12.35
东营,5375,-0.59,3.48
鄂尔多斯,8221,0.11,13.13
邯郸,4495,0.47,8.6
菏泽,3815,2.89,31.78
湖州,8401,0.94,12.34
宿迁,4558,1,13.27
江阴,7441,0.15,2.25
聊城,5129,2.46,26.86
柳州,5810,1.64,11.82
马鞍山,6041,1.22,5.8
绵阳,4605,-0.15,8.84
日照,6281,1.47,13.23
淮安,4673,-0.47,8.83
台州,11573,-0.75,6.77
泰州,6502,-0.49,26.33
威海,5758,0.79,7.55
吴江,9932,0.82,13.91
芜湖,6550,-0.8,12.18
湘潭,3741,0.08,12.11
新乡,3407,3.06,22.25
营口,4807,0.31,10.48
张家港,9589,0.05,4.82
株洲,4177,-0.88,34.83
淄博,5826,2.12,8.88
衡水,3480,0.43,10.97
绍兴,9993,0.34,-0.64
常熟,8267,0.92,9.96
