城市,样本平均价,环比涨跌,同比涨跌
全国(百城),10923,-0.501,6.483
北京,33269,-0.606,19.746
上海,32469,0.25,14.211
天津,11201,-0.4,6.656
重庆,7849,-1.159,5.088
深圳,30322,-1.839,10.094
广州,18496,-0.054,12.002
杭州,17547,-2.06,3.693
南京,13972,-0.371,9.774
武汉,8283,-0.945,6.192
成都,8118,-0.867,0.025
苏州,12530,-0.31,-1.284
大连,11798,-1.651,1.927
厦门,20365,1.642,21.655
西安,7254,-1.614,1.172
长沙,6818,-1.016,0.235
宁波,12991,-0.023,-0.551
东莞,9658,0.667,3.604
无锡,8447,-0.272,-1.984
福州,15358,-1.082,9.084
沈阳,7785,-1.878,3.263
青岛,9649,-1.661,1.633
济南,8839,-0.428,2.043
南昌,9178,-2.289,-1.923
合肥,7358,-0.541,6.591
郑州,8936,-1.899,1.499
太原,6825,-0.117,6.975
石家庄,6938,1.462,14.413
长春,7117,0.296,5.001
哈尔滨,7218,-0.551,-1.849
呼和浩特,7064,0.857,-2.106
海口,10310,-1.828,-0.999
南宁,7828,-0.811,2.528
兰州,7331,-0.489,3.21
昆明,8274,-3.42,0.718
贵阳,5189,-1.705,6.376
西宁,5848,-0.273,2.309
银川,5241,0.847,2.084
乌鲁木齐,7754,0.052,3.552
温州,13630,-4.021,-13.268
潍坊,4658,0.583,0.692
包头,5640,-3.656,-3.573
北海,5851,0.464,0.654
常州,7571,-1.586,-8.827
桂林,6185,-1.513,4.371
嘉兴,7607,-0.666,-4.146
南通,9111,0.541,-4.145
唐山,6158,-0.853,-2.099
徐州,6175,-0.081,6.264
镇江,6522,-0.367,-0.957
扬州,9302,-1.815,-0.172
佛山,8877,-0.113,1.568
惠州,6756,-0.808,6.696
昆山,9124,-0.011,1.412
廊坊,7293,-0.749,7.282
连云港,5847,1.405,-0.222
洛阳,5665,-0.996,5.572
秦皇岛,6893,0.393,-3.378
三亚,24080,-1.019,1.062
汕头,8336,1.932,-3.34
烟台,6439,-0.893,-2.262
中山,6407,0.423,0.85
珠海,13296,0.393,6.029
吉林,6307,-1.175,5.363
金华,9276,0.14,-1.935
泉州,7774,0.09,6.347
赣州,5885,1.082,8.101
宜昌,5726,-0.296,8.715
湛江,7691,-1.687,10.789
江门,6321,-2.378,2.034
舟山,0,0,0
鞍山,5170,-0.615,-1.692
宝鸡,4260,-0.607,-1.73
保定,5518,1.583,13.961
德州,4876,-1.614,0.082
东营,5766,-0.826,-2.387
鄂尔多斯,9032,-1.815,0.022
邯郸,4958,-0.04,2.586
菏泽,4943,-2.119,-4.502
湖州,9171,2.745,1.449
宿迁,5040,0.219,4.068
江阴,6751,0.491,-4.078
聊城,5129,-1.441,-1.422
柳州,7305,-0.463,14.319
马鞍山,5299,0.36,-7.473
绵阳,4999,-1.069,0.221
日照,6471,-1.342,-1.836
淮安,5007,0.361,-2.035
台州,10981,-2.235,-5.597
泰州,6662,-3.281,-7.408
威海,6312,0.032,4.833
吴江,0,0,0
芜湖,5954,0.101,-5.746
湘潭,4059,-0.782,-0.806
新乡,4238,-0.259,1.436
营口,4655,-2.37,-5.348
张家港,9991,-0.804,18.083
株洲,4956,-0.422,-0.462
淄博,5859,-1.147,-0.678
衡水,4921,0.102,17.755
绍兴,9818,0.739,-3.547
常熟,9380,-4.011,1.383
盐城,5751,-0.208,1.752
