城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9893,0.826,2.476
北京,25290,0.857,6.835
上海,28022,1.327,3.071
天津,10529,1.211,-1.127
重庆,7211,0.083,5.316
深圳,25699,2.55,7.667
广州,14993,2.362,9.63
杭州,16599,0.042,-1.554
南京,11945,0.657,3.653
武汉,7710,0.745,1.661
成都,7733,1.496,3.479
苏州,12135,0.306,3.25
大连,11101,1.259,-1.14
厦门,14665,0.797,6.484
西安,7108,1.11,-1.769
长沙,6500,0.744,0.17
宁波,12840,-1.056,-0.093
东莞,8973,0.279,1.036
无锡,8480,0.76,-2.506
福州,14037,3.259,2.948
沈阳,7557,0.425,1.668
青岛,9213,0.381,-0.658
济南,8726,0.103,-0.92
南昌,9086,1.952,8.736
合肥,6640,0.393,2.075
郑州,8268,1.986,7.67
太原,6066,-0.639,0.43
石家庄,5717,-0.695,-2.34
长春,6529,-0.305,1.936
哈尔滨,7141,0.748,5.934
呼和浩特,7308,2.496,0.633
海口,10677,-2.315,-15.343
南宁,7168,1.616,-10.097
兰州,6734,-0.825,-3.8
昆明,8344,-0.808,-1.65
贵阳,4934,1.397,-4.731
西宁,5627,1.681,7.345
银川,5079,0.455,4.722
乌鲁木齐,7413,2.901,12.284
温州,16359,-3.901,-19.588
潍坊,4528,2.051,0.6
包头,5624,1.315,4.11
北海,5634,-1.019,-3.246
常州,8203,0.465,-1.002
桂林,5753,-2.043,-2.01
嘉兴,7507,1.735,-1.779
南通,9044,1.243,-7.146
唐山,6151,2.108,2.551
徐州,5675,1.394,0.389
镇江,6331,0.46,0.572
扬州,9085,2.981,2.378
佛山,8518,2.441,4.657
惠州,6178,-0.675,-6.663
昆山,8905,0.678,-0.056
廊坊,6362,0.633,-2.318
连云港,5576,0.27,7.895
洛阳,5207,-0.058,-0.115
秦皇岛,7039,3.12,2.133
三亚,23660,-1.33,-9.874
汕头,7749,0.754,4.561
烟台,6396,0.11,-0.806
中山,6196,0.194,-0.274
珠海,12273,-0.13,-5.911
吉林,5997,-0.017,4.223
金华,9507,3.012,-0.492
泉州,6768,0.401,0.133
赣州,5414,0.932,7.442
宜昌,5224,-1.786,0.481
湛江,6757,2.008,6.931
江门,6183,1.244,6.567
舟山,0,0,0
鞍山,5147,2.981,1.06
宝鸡,4332,2.751,2.242
保定,4837,1.108,3.222
德州,4729,-0.358,-5.872
东营,5789,0.242,5.832
鄂尔多斯,8345,0.53,0.06
邯郸,4713,0.042,2.256
菏泽,5056,0.04,17.445
湖州,8512,1.83,-0.479
宿迁,4770,1.901,3.741
江阴,6871,0.336,-4.277
聊城,5130,-0.774,-2.137
柳州,6149,3.154,0.049
马鞍山,5591,-0.516,-3.769
绵阳,4889,1.495,3.867
日照,6306,-1.191,-2.142
淮安,4965,1.409,6.09
台州,11555,0.356,4.24
泰州,7201,0.784,8.204
威海,5844,-1.117,-1.016
吴江,0,0,0
芜湖,6050,1.612,-0.099
湘潭,3842,1.159,-1.865
新乡,4075,-0.367,5.625
营口,4688,-0.888,-1.904
张家港,8580,1.012,-9.408
株洲,4821,-0.393,7.181
淄博,5790,0.26,1.704
衡水,3898,2.633,8.792
绍兴,10112,-0.726,0.497
常熟,8394,4.054,-0.238
盐城,5532,-0.913,0
